trade_id,strategy_id,symbol,direction,range_context_time,range_high,range_low,range_midpoint,sweep_time,sweep_extreme,sweep_depth_points,sweep_depth_atr,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,target_price,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,ADX_H1_entry,EMA200_slope_ATR_H1_entry,ATR_M15_entry,quantity
Si-000013,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2023-05-22T18:00:00+0300,80.14,79.65,79.89500000000001,2023-05-22T18:45:00+0300,80.15,0.010000000000005116,0.10940006308059037,2023-05-22T18:45:00+0300,80.08,80.1591407625539,0.07914076255390512,79.14076255390512,79.89500000000001,2023-05-22T19:00:00+0300,80.15,RANGE_FAILURE,1,-0.8844999434056289,0.02527142695444387,-0.9097713703600727,0.8844999434056289,0.0,11.001997471095626,0.2734608333926997,0.0914076255389226,12048.447224567228
CNY-000004,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2023-05-23T13:00:00+0300,11.43,11.33,11.379999999999999,2023-05-23T13:45:00+0300,11.32,0.009999999999999787,0.46572571276838026,2023-05-23T13:45:00+0300,11.35,11.317852813420895,0.032147186579104314,32.147186579104314,11.379999999999999,2023-05-23T14:45:00+0300,11.379999999999999,RANGE_MIDPOINT_TARGET,4,0.9332076362632422,0.062213842417550805,0.8709937938456914,0.3110692120877474,0.9332076362632422,15.682937895202844,0.0004925826718779289,0.021471865791041465,31035.80960553035
Si-000014,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2023-05-24T20:00:00+0300,80.34,79.86,80.1,2023-05-24T20:30:00+0300,80.4,0.060000000000002274,0.7881355703660969,2023-05-24T20:30:00+0300,80.33,80.40761290344658,0.07761290344657823,77.61290344657823,80.1,2023-05-25T09:30:00+0300,80.19,TIME_EXIT,16,1.803823768767574,0.025768910982393808,1.7780548577851802,0.12884455491203495,2.5768910982394173,13.697583757019721,0.3216741024937907,0.07612903446564614,12173.857399773633
Si-000015,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,LONG,2023-05-25T12:00:00+0300,80.4,79.86,80.13,2023-05-25T13:00:00+0300,79.81,0.04999999999999716,0.5266711963942101,2023-05-25T13:00:00+0300,79.9,79.8005064107659,0.09949358923410045,99.49358923410045,80.13,2023-05-25T14:45:00+0300,80.13,RANGE_MIDPOINT_TARGET,7,2.3117067317655833,0.020101797667527704,2.2916049340980558,0.603053930025854,2.3117067317655833,12.867680911585836,0.3418285195547842,0.09493589234102043,9665.430200633822
CNY-000005,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,LONG,2023-05-29T11:00:00+0300,11.34,11.29,11.315,2023-05-29T11:30:00+0300,11.28,0.009999999999999787,0.6977567595727044,2023-05-29T11:30:00+0300,11.3,11.278566835811647,0.021433164188353615,21.433164188353615,11.315,2023-05-29T14:30:00+0300,11.315,RANGE_MIDPOINT_TARGET,12,0.6998500019959496,0.09331333359946746,0.6065366683964821,0.9331333359947376,0.6998500019959496,23.075989800586928,0.22655345321890552,0.014331641883517737,46955.45556726299
Si-000016,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2023-05-29T14:00:00+0300,80.27,79.85,80.06,2023-05-29T15:00:00+0300,80.32,0.04999999999999716,0.7367472183881597,2023-05-29T15:00:00+0300,80.26,80.32678658822891,0.06678658822890782,66.78658822890782,80.06,2023-05-29T16:45:00+0300,80.32678658822891,STOP,7,-1.0,0.029946132195660245,-1.0299461321956602,1.0,0.8983839658698415,10.954896723990675,0.24778620232023504,0.06786588228916035,14728.788355509942
Si-000017,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2023-06-02T16:00:00+0300,81.19,80.4,80.795,2023-06-02T16:30:00+0300,81.23,0.04000000000000625,0.3275663850044271,2023-06-02T16:30:00+0300,81.12,81.24221126520644,0.12221126520643111,122.21126520643111,80.795,2023-06-02T16:45:00+0300,81.24221126520644,STOP,1,-1.0,0.016365103467521864,-1.0163651034675218,1.0,0.0,14.219658150265671,0.27283625750746,0.12211265206430034,7966.156723510719
Si-000018,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2023-06-02T17:00:00+0300,81.5,80.4,80.95,2023-06-02T17:45:00+0300,81.55,0.04999999999999716,0.40038268907770735,2023-06-02T17:45:00+0300,81.45,81.56248805239686,0.11248805239685566,112.48805239685566,80.95,2023-06-02T20:00:00+0300,81.54,RANGE_FAILURE,9,-0.8000849697573673,0.01777966599460749,-0.8178646357519748,0.8000849697573673,0.5333899798382449,15.685869625302931,0.29650477528465896,0.12488052396863997,8566.769602860504
Si-000019,R2_Liquidity_Sweep_False_Breakout_v1.0,Si,SHORT,2023-06-23T15:00:00+0300,84.64,83.32,83.97999999999999,2023-06-23T15:15:00+0300,84.67,0.030000000000001137,0.1950796446022681,2023-06-23T15:15:00+0300,84.55,84.6853783343522,0.13537833435219682,135.37833435219682,83.97999999999999,2023-06-23T17:15:00+0300,84.6853783343522,STOP,8,-1.0,0.014773412670278917,-1.014773412670279,1.0,2.3637460272445763,17.836482287615116,0.33063910990381046,0.15378334352190193,7060.049929682277
CNY-000006,R2_Liquidity_Sweep_False_Breakout_v1.0,CNY,SHORT,2023-07-25T19:00:00+0300,12.64,12.54,12.59,2023-07-25T20:00:00+0300,12.65,0.009999999999999787,0.569990637034598,2023-07-25T20:00:00+0300,12.63,12.651754414783378,0.02175441478337703,21.75441478337703,12.59,2023-07-25T21:00:00+0300,12.65,RANGE_FAILURE,4,-0.9193536208237586,0.09193536208237782,-1.0112889829061364,0.9193536208237586,0.0,14.992457364861307,0.2886053261459713,0.01754414783377011,46542.65389430338
