year,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak
2024,324,1.18734689622,0.0910723949192,29.5074559538,-13.6481471103,2.16201186252,0.37962962963,5,9
