symbol,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,winning_streak,losing_streak
Si,45,1.91816221228,0.375737357794,16.9081811007,-5.4712152733,3.09038856198,0.488888888889,5,6
CNY,50,1.41937102553,0.206482353979,10.324117699,-7.42177963118,1.39105689094,0.42,3,5
GD,54,1.14249694595,0.0706896808899,3.81724276806,-9.13733452592,0.417763271907,0.277777777778,3,10
BR,53,0.352014739624,-0.36135952139,-19.1520546337,-19.741478797,-0.970142856602,0.283018867925,2,7
MIX,58,1.40866979693,0.187799924326,10.8923956109,-9.06901920329,1.20105552395,0.431034482759,3,7
NG,64,1.21345609271,0.104962084513,6.71757340881,-8.99009617917,0.74721930388,0.390625,4,6
