iterations,seed,trades,mean_R_2.5%,mean_R_5%,mean_R_50%,mean_R_95%,mean_R_97.5%,probability_mean_R_gt_0
10000,5102025,369,0.222779852212,0.251471791114,0.417944128255,0.606124366375,0.641305807234,1
