top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5
0.0454817527204,0.117266664568,0.172629896852,0.288032310089,142.068146902,1.88667046049,0.386054747016,119.333958141,1.74478268299,0.326049065958,101.800494063,1.6353534759,0.279671686987
