group,metric,trades,mean,median,p05,p95
ALL,MAE_R,369,0.588314720912,0.634037512466,0.0249301449329,1
ALL,MFE_R,369,1.83023475681,0.956816540222,0.0267807301436,6.32690797121
WINNERS,MAE_R,163,0.304515294166,0.244807155861,0,0.83955614384
WINNERS,MFE_R,163,3.53690856471,2.64753649531,1.24440416592,10.052806197
LOSERS,MAE_R,206,0.812874461492,0.943077456314,0.299489294243,1
LOSERS,MFE_R,206,0.479808394248,0.41786969038,0,1.20944083797
EXIT:ATR_TRAILING_STOP,R_result,369,0.424043791811,-0.257718236941,-1.01269300976,4.06366422285
ALL,holding_hours,369,18.6111111111,16,1,64.3
