direction,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
LONG,170,2.52048420628,0.628705864361,106.879996941,-8.60260905439,0.476470588235,2.18732582675,-0.789813427248,12.4241374059
SHORT,199,1.55143360061,0.249206845413,49.5921622371,-14.7473258583,0.412060301508,1.70152823159,-0.768659425243,3.36279015692
