year,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
2025,186,1.94422640111,0.413460699269,76.903690064,-17.830747306,0.44623655914,1.9078304825,-0.790740194015,4.31298188147
2026,183,2.01000454735,0.434800377675,79.5684691144,-10.1082372494,0.437158469945,1.97935971137,-0.764857357233,7.87164637626
