version,configuration_id,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_minutes,losing_streak,average_MAE_R,average_MFE_R,concentration_top_1,concentration_top_5,top_five_trade_dependency_net_R,top_five_trade_dependency_PF,adx_threshold,confirmation_window,ema_fast,ema_slow,ema_trend,impulse_distance_atr,max_initial_stop_atr,trailing_atr
baseline,T2-M5-0008-2b0494cdd24b,830,1.10572933392,0.0610356680279,50.6596044631,-56.4226125008,0.89785995752,0.302409638554,121.120481928,18,0.456994680204,1.55704905772,0.0276197293865,0.115286672292,-10.4197211294,0.978253478559,20,3,20,200,50,0.5,2.5,3
optimized,T2-M5-0008-2b0494cdd24b,830,1.10572933392,0.0610356680279,50.6596044631,-56.4226125008,0.89785995752,0.302409638554,121.120481928,18,0.456994680204,1.55704905772,0.0276197293865,0.115286672292,-10.4197211294,0.978253478559,20,3,20,200,50,0.5,2.5,3
