fold_id,fold_net_R,fold_positive_R,share_of_total_positive_R,share_of_total_net_R
WF01,2.57956055267,23.4509417272,0.314054621091,0.230203449527
WF02,13.6362908751,30.4280069857,0.407491362847,1.21692091894
WF03,-5.01028279725,20.7925897783,0.278454016061,-0.447124368466
