group,trades,MAE_R_mean,MAE_R_median,MFE_R_mean,MFE_R_median
all,128,0.432294306039,0.425199132287,1.4972966008,0.763271276714
winners,49,0.357487028993,0.33458374436,3.16102315383,2.81764794972
losers,79,0.478693756359,0.498271209197,0.465364941319,0.433224839589
