year,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
2023,53,2.48564559847,0.642222075901,34.0377700228,-6.0392551094,5.63608746545,0.415094339623,5,6
2024,103,2.3417776395,0.540488822128,55.6703486792,-5.22415392855,10.6563377421,0.427184466019,4,5
