direction,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
LONG,106,2.96815887536,0.768074826871,81.4159316483,-3.22007594079,25.2838545256,0.443396226415,5,5
SHORT,50,1.35998913532,0.165843741073,8.29218705363,-11.5936594076,0.715234660785,0.38,3,13
