symbol,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
USDRUBF,46,3.25362448933,0.955413840294,43.9490366535,-3.499142178,12.5599459576,0.413043478261,2,4
CNYRUBF,38,2.28079203675,0.510119909468,19.3845565598,-4.17963066275,4.63786351568,0.394736842105,3,5
GLDRUBF,46,1.57038954821,0.24672749816,11.3494649153,-6.87438785926,1.65097826129,0.434782608696,6,4
IMOEXF,26,2.52275275343,0.577886945127,15.0250605733,-2.67510625101,5.61662198189,0.461538461538,2,3
