group,metric,trade_count,mean,median,p75,p90
ALL,MAE_R,156,0.435591787119,0.422103791442,0.629584950465,0.861206997155
ALL,MFE_R,156,2.26640806173,1.27485099128,3.25341133124,5.11152129963
WINNERS,MAE_R,66,0.342612625044,0.303087641283,0.49365126815,0.639246198201
WINNERS,MFE_R,66,4.45156426495,3.53699998718,5.00669695301,7.56805320834
LOSERS,MAE_R,90,0.503776505974,0.503942546798,0.739623253406,0.891873365707
LOSERS,MFE_R,90,0.663960179362,0.494599648207,0.986045167059,1.34067576613
