iterations,seed,sample_trades,bootstrap_mean_R,p2_5,p5,p50,p95,p97_5,probability_mean_R_gt_0,interpretation
10000,3302025,156,0.573729674425,0.25011342182,0.294240821966,0.564941844196,0.880929615272,0.944918869494,0.9999,DIAGNOSTIC_ONLY_IID_TRADE_BOOTSTRAP
