split,dimension,category,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_time,losing_streak,top_1_positive_R_concentration,top_5_positive_R_concentration
train,portfolio,COMBINED,50,1.56332468322,0.311098910469,15.5549455234,-6.79148760837,2.29035911135,0.32,104.3,9,0.25167211634,0.707687297736
train,strategy,T2,32,1.4117200199,0.245016004856,7.8405121554,-6.65985967436,1.17727888255,0.3125,105.46875,8,0.274398450716,0.813368297352
train,strategy,T3,18,1.90022577547,0.428579631558,7.71443336804,-4.66398940408,1.65404178691,0.333333333333,102.222222222,7,0.667169533742,0.995087889531
train,instrument,USDRUBF,28,1.63645902524,0.293234113697,8.21055518352,-6.7417821006,1.21786125108,0.392857142857,87.1428571429,8,0.349434245901,0.833397382117
train,instrument,CNYRUBF,22,1.4991977721,0.333835924542,7.34439033992,-6.36093604717,1.15460842327,0.227272727273,126.136363636,6,0.492551855034,1
train,direction,LONG,34,1.5634187382,0.273139880113,9.28675592383,-3.70041985246,2.50964925444,0.352941176471,119.852941176,6,0.28626260446,0.76494423631
train,direction,SHORT,16,1.56318539198,0.391761849976,6.26818959961,-5.13657616532,1.22030500432,0.25,71.25,4,0.624442952545,1
test,portfolio,COMBINED,61,2.33834606629,0.584105510256,35.6304361256,-10.6129566205,3.35725824573,0.426229508197,87.7049180328,9,0.208539909216,0.586509885041
test,strategy,T2,43,2.54940942672,0.733757685118,31.5515804601,-10.7673331615,2.93030595292,0.395348837209,73.023255814,10,0.250066874029,0.703302759124
test,strategy,T3,18,1.65166595556,0.226603092529,4.07885566552,-2.78629057166,1.46390175777,0.5,122.777777778,4,0.271971713956,0.832669801377
test,instrument,USDRUBF,44,2.15383272197,0.461894725046,20.323367902,-9.30125515956,2.18501347973,0.454545454545,88.9772727273,7,0.200647532037,0.611093137049
test,instrument,CNYRUBF,17,2.69909626162,0.900415777856,15.3070682235,-3.94081945707,3.88423483753,0.352941176471,84.4117647059,5,0.533897970464,0.993003912978
test,direction,LONG,31,3.72382290384,1.02184953237,31.6773355035,-7.23068877757,4.3809568463,0.516129032258,108.225806452,8,0.299772563235,0.770169207456
test,direction,SHORT,30,1.263663019,0.131770020736,3.95310062207,-5.18491563488,0.762423325748,0.333333333333,66.5,6,0.329630843885,0.834667256133
