portfolio_id,exit_time,strategy,trade_id,trade_R,cumulative_R
A,2025-12-17T15:00:00+00:00,T2,Si-000020,0.720548209388,10.5605068313
A,2025-12-19T10:00:00+00:00,T2,CNY-000018,0.722629288944,11.2831361203
A,2025-12-26T08:00:00+00:00,T2,Si-000021,0.550356095684,11.833492216
A,2025-12-29T08:00:00+00:00,T2,CNY-000019,-0.598120774962,11.235371441
A,2025-12-29T08:00:00+00:00,T2,Si-000022,-0.471261752679,10.7641096883
A,2026-01-16T15:00:00+00:00,T2,Si-000023,0.585517063785,11.3496267521
A,2026-02-10T09:00:00+00:00,T2,CNY-000020,0.182147048885,11.531773801
A,2026-02-20T09:00:00+00:00,T2,CNY-000021,-0.602673383407,10.9291004176
A,2026-02-20T09:00:00+00:00,T2,Si-000024,-0.74431651687,10.1847839007
A,2026-04-07T10:00:00+00:00,T2,CNY-000022,-0.733357599191,9.45142630151
A,2026-04-15T11:00:00+00:00,T2,Si-000025,12.9932280859,22.4446543874
A,2026-04-23T11:00:00+00:00,T2,Si-000026,-0.544265580198,21.9003888072
A,2026-04-23T13:00:00+00:00,T2,CNY-000023,-0.575955409786,21.3244333974
A,2026-04-30T15:00:00+00:00,T2,CNY-000024,-0.660320219519,20.6641131779
A,2026-05-13T13:00:00+00:00,T2,CNY-000025,0.223915808171,20.8880289861
A,2026-05-13T14:00:00+00:00,T2,Si-000027,0.348287544569,21.2363165307
A,2026-06-23T11:00:00+00:00,T2,Si-000028,2.81114351117,24.0474600418
