scope,variant,candidate_id,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
T3,BASELINE,T3_M5_candidate_v1,1131,1.15749204634,0.0773919100962,87.5302503188,-42.8121622922,2.04451832452,0.374889478338
T3,SESSION_FILTER,T3_M5_session_candidate_v1,814,1.28778699992,0.138922442491,113.082868188,-24.2580243788,4.66166850283,0.384520884521
