generation,futures_type,lifecycle_stage,strategy,timeframe,removed_instrument,original_instrument_count,remaining_instruments,months_observed,total_net_R,mean_monthly_R,median_monthly_R,positive_month_share,monthly_R_std,worst_month_R,monthly_equity_max_drawdown_R,longest_negative_month_streak,delta_total_R_vs_full,delta_positive_month_share,delta_monthly_std,delta_worst_month_R,delta_monthly_equity_DD
v3,perpetual,walk_forward,T3,M30,GLDRUBF,4,USDRUBF|CNYRUBF|IMOEXF,12,40.5940875976,3.38284063313,1.86420064984,0.75,8.06399771707,-4.7278412893,-10.0389379052,2,-6.07178691064,-0.0833333333333,-2.39687608304,5.2589281867,5.54830273912
v3,perpetual,walk_forward,T3,M30,IMOEXF,4,USDRUBF|CNYRUBF|GLDRUBF,12,28.0590031083,2.33825025902,1.14860885999,0.75,9.59428422102,-13.9837995641,-18.1157775677,1,-18.6068713999,-0.0833333333333,-0.866589579086,-3.99703008814,-2.52853692341
v3,perpetual,walk_forward,T3,H1,USDRUBF,4,CNYRUBF|GLDRUBF|IMOEXF,8,26.249612948,3.2812016185,2.22337859664,0.625,4.49865165878,-0.793919150874,-0.793919150874,1,-12.0435361447,-0.125,-1.92602237693,0.822018910139,0.822018910139
v3,perpetual,walk_forward,T3,H1,CNYRUBF,4,USDRUBF|GLDRUBF|IMOEXF,8,20.618641289,2.57733016113,2.44546734113,0.875,2.35822160758,-0.80555785026,-0.80555785026,1,-17.6745078037,0.125,-4.06645242813,0.810380210753,0.810380210753
v3,perpetual,walk_forward,T3,H1,GLDRUBF,4,USDRUBF|CNYRUBF|IMOEXF,8,38.0691067662,4.75863834578,3.1754195003,0.625,7.07433933502,-1.889181245,-2.76230311925,2,-0.224042326471,-0.125,0.64966529931,-0.273243183987,-1.14636505824
v3,perpetual,walk_forward,T3,H1,IMOEXF,4,USDRUBF|CNYRUBF|GLDRUBF,8,29.9420862748,3.74276078435,1.56660180984,0.625,6.07195651228,-1.3591559369,-1.3591559369,1,-8.35106281786,-0.125,-0.35271752343,0.256782124108,0.256782124108
v3,perpetual,true_oos,T2,M30,USDRUBF,4,CNYRUBF|GLDRUBF|IMOEXF,21,11.7605305518,0.560025264369,0.515156735206,0.619047619048,4.71389576858,-9.60655874949,-17.924472438,2,-21.422458778,0.190476190476,-3.36255943646,1.49690545581,3.51004169335
v3,perpetual,true_oos,T2,M30,CNYRUBF,4,USDRUBF|GLDRUBF|IMOEXF,21,33.0152871562,1.57215653125,1.28473779526,0.666666666667,7.35661832658,-9.52370736279,-18.1118079933,2,-0.167702173535,0.238095238095,-0.719836878462,1.57975684251,3.32270613803
v3,perpetual,true_oos,T2,M30,GLDRUBF,4,USDRUBF|CNYRUBF|IMOEXF,21,23.4053326965,1.11453965222,1.35747080934,0.571428571429,6.59050943607,-7.28656904949,-14.7436681617,3,-9.77765663322,0.142857142857,-1.48594576897,3.81689515581,6.69084596968
v3,perpetual,true_oos,T2,M30,IMOEXF,4,USDRUBF|CNYRUBF|GLDRUBF,21,31.3678175848,1.49370559927,1.07128651933,0.571428571429,8.31044237295,-9.22325994711,-17.3470992481,2,-1.815171745,0.142857142857,0.233987167908,1.88020425819,4.08741488325
v3,perpetual,true_oos,T2,H1,USDRUBF,4,CNYRUBF|GLDRUBF|IMOEXF,21,31.6194091968,1.50568615223,1.19007832011,0.571428571429,5.00315516194,-5.88375222121,-6.94063553104,3,-33.9163232296,-0.047619047619,-2.19939763797,0,-0.765029991425
v3,perpetual,true_oos,T2,H1,CNYRUBF,4,USDRUBF|GLDRUBF|IMOEXF,21,56.7703806815,2.70335146103,1.62729222969,0.571428571429,6.61587307295,-4.82637669116,-5.87533993791,3,-8.76535174486,-0.047619047619,-0.586679726959,1.05737553005,0.300265601709
v3,perpetual,true_oos,T2,H1,GLDRUBF,4,USDRUBF|CNYRUBF|IMOEXF,21,38.4188540328,1.82946923966,-0.114437648437,0.47619047619,5.8187721738,-3.97288997607,-7.97087447821,4,-27.1168783936,-0.142857142857,-1.38378062611,1.91086224513,-1.79526893859
v3,perpetual,true_oos,T2,H1,IMOEXF,4,USDRUBF|CNYRUBF|GLDRUBF,21,69.7985533681,3.32374063657,1.7034445181,0.714285714286,6.09042723229,-4.14742445106,-7.00637106291,2,4.26282094166,0.0952380952381,-1.11212556761,1.73632777014,-0.830765523295
v3,perpetual,true_oos,T3,M30,USDRUBF,4,CNYRUBF|GLDRUBF|IMOEXF,21,115.244541498,5.48783530943,2.50112365795,0.619047619048,9.27960702006,-4.54160137931,-6.39016767529,2,-41.2276176804,0.047619047619,-3.78736384286,1.63325985868,9.92682735467
v3,perpetual,true_oos,T3,M30,CNYRUBF,4,USDRUBF|GLDRUBF|IMOEXF,21,112.103516485,5.33826268975,1.67394333256,0.666666666667,9.26386429599,-4.2425807831,-5.04926913257,1,-44.3686426937,0.0952380952381,-3.80310656693,1.93228045489,11.2677258974
v3,perpetual,true_oos,T3,M30,GLDRUBF,4,USDRUBF|CNYRUBF|IMOEXF,21,115.108352609,5.48135012422,2.78264635188,0.619047619048,9.46652577981,-5.2713787962,-16.2195490693,4,-41.3638065699,0.047619047619,-3.60044508311,0.903482441783,0.0974459606267
v3,perpetual,true_oos,T3,M30,IMOEXF,4,USDRUBF|CNYRUBF|GLDRUBF,21,126.960066944,6.04571747352,1.6422905046,0.571428571429,12.3144993962,-8.01063293584,-21.2919992127,4,-29.5120922345,0,-0.75247146668,-1.83577169785,-4.97500418273
v3,perpetual,true_oos,T3,H1,USDRUBF,4,CNYRUBF|GLDRUBF|IMOEXF,20,61.1433647238,3.05716823619,0.267750648536,0.6,6.46946601163,-3.6581668307,-5.58524823294,2,-23.2876897964,-0.05,-2.87844328936,1.36700600793,3.43382045524
v3,perpetual,true_oos,T3,H1,CNYRUBF,4,USDRUBF|GLDRUBF|IMOEXF,20,62.8066606623,3.14033303311,0.226596386398,0.5,7.08999107066,-4.43603931758,-7.41272681968,2,-21.624393858,-0.15,-2.25791823034,0.589133521051,1.6063418685
v3,perpetual,true_oos,T3,H1,GLDRUBF,4,USDRUBF|CNYRUBF|IMOEXF,20,48.2312951785,2.41156475893,0.581891554932,0.6,5.90991058044,-4.00785383487,-7.15838245517,2,-36.1997593417,-0.05,-3.43799872056,1.01731900376,1.86068623301
v3,perpetual,true_oos,T3,H1,IMOEXF,4,USDRUBF|CNYRUBF|GLDRUBF,20,81.1118429962,4.05559214981,0.965800391111,0.55,9.29196689004,-4.12533555488,-8.18331598851,3,-3.31921152411,-0.1,-0.0559424109608,0.899837283747,0.835752699667
