generation,futures_type,lifecycle_stage,strategy,timeframe,YYYY-MM,active_instruments,trading_instruments,total_trades,portfolio_net_R,positive_instruments,negative_instruments,zero_instruments,best_instrument,best_instrument_R,worst_instrument,worst_instrument_R,max_single_instrument_positive_contribution,max_single_instrument_negative_contribution,same_sign_loss_count,same_sign_gain_count
v2,quarterly,baseline,T3,M30,2023-11,6,6,25,5.93069666029,4,2,0,Si,4.1567771915,NG,-2.29338215363,4.1567771915,-2.29338215363,0,0
v2,quarterly,baseline,T3,M30,2023-12,6,6,27,12.7622708931,5,1,0,CNY,4.82876344568,GD,-1.7767936507,4.82876344568,-1.7767936507,0,0
v2,quarterly,baseline,T3,M30,2024-01,6,6,27,-1.05399769949,2,4,0,Si,3.68216271949,BR,-3.32696332167,3.68216271949,-3.32696332167,0,0
v2,quarterly,baseline,T3,M30,2024-02,6,6,32,-3.74785006279,3,3,0,MIX,3.35453129255,CNY,-5.08742205694,3.35453129255,-5.08742205694,0,0
v2,quarterly,baseline,T3,M30,2024-03,6,5,25,11.3388803863,2,3,1,GD,15.5247749628,BR,-2.25206246507,15.5247749628,-2.25206246507,0,0
v2,quarterly,baseline,T3,M30,2024-04,6,6,48,0.794253131734,2,4,0,GD,8.39433501401,MIX,-4.65153680825,8.39433501401,-4.65153680825,0,0
v2,quarterly,baseline,T3,M30,2024-05,6,6,38,5.60177786684,1,5,0,NG,10.0368129398,MIX,-1.74586353142,10.0368129398,-1.74586353142,0,0
v2,quarterly,baseline,T3,M30,2024-06,6,6,32,9.97765438145,3,3,0,Si,6.39725436112,NG,-2.42180177961,6.39725436112,-2.42180177961,0,0
v2,quarterly,baseline,T3,M30,2024-07,6,6,38,6.05362664139,4,2,0,MIX,6.13079321744,GD,-4.43032078608,6.13079321744,-4.43032078608,0,0
v2,quarterly,baseline,T3,M30,2024-08,6,6,37,-2.00487475922,3,3,0,BR,0.800117348651,NG,-2.0745548491,0.800117348651,-2.0745548491,0,0
v2,quarterly,baseline,T3,M30,2024-09,6,6,34,7.46938822922,4,2,0,Si,6.6666028331,BR,-5.34267519983,6.6666028331,-5.34267519983,0,0
v2,quarterly,baseline,T3,M30,2024-10,6,6,36,0.843345799957,3,3,0,Si,2.37344942907,BR,-1.34108677206,2.37344942907,-1.34108677206,0,0
v2,quarterly,baseline,T3,M30,2024-11,6,6,37,13.5089057238,4,2,0,CNY,8.9317711883,GD,-1.8442249756,8.9317711883,-1.8442249756,0,0
v2,quarterly,baseline,T3,M30,2024-12,6,6,25,2.08339610206,2,4,0,NG,6.17311318799,GD,-3.25570457738,6.17311318799,-3.25570457738,0,0
v2,quarterly,baseline,T3,H1,2020-02,5,3,4,0.963942675299,2,1,2,BR,1.6911021863,GD,-1.00026390849,1.6911021863,-1.00026390849,0,0
v2,quarterly,baseline,T3,H1,2020-03,5,4,20,31.197474464,4,0,1,BR,13.4043505433,NG,0,13.4043505433,0,0,0
v2,quarterly,baseline,T3,H1,2020-04,5,4,7,-3.58756945948,0,4,1,MIX,0,NG,-1.95228112009,0,-1.95228112009,0,0
v2,quarterly,baseline,T3,H1,2020-05,5,1,1,-1.00000085511,0,1,4,Si,0,MIX,-1.00000085511,0,-1.00000085511,0,0
v2,quarterly,baseline,T3,H1,2020-06,5,4,5,-0.544116069412,1,3,1,BR,1.63282302312,Si,-1.27790803852,1.63282302312,-1.27790803852,0,0
v2,quarterly,baseline,T3,H1,2020-07,5,4,6,1.33527896884,1,3,1,GD,4.52111974417,Si,-1.29196274101,4.52111974417,-1.29196274101,0,0
v2,quarterly,baseline,T3,H1,2020-08,5,4,10,5.20533391649,3,1,1,GD,3.70429011356,MIX,-0.354861495305,3.70429011356,-0.354861495305,0,0
v2,quarterly,baseline,T3,H1,2020-09,5,5,14,5.85839018263,3,2,0,Si,4.18297351082,MIX,-0.678182503898,4.18297351082,-0.678182503898,0,0
v2,quarterly,baseline,T3,H1,2020-10,5,3,8,-3.89919719705,1,2,2,BR,0.91734656411,MIX,-2.79426824534,0.91734656411,-2.79426824534,0,0
v2,quarterly,baseline,T3,H1,2020-11,5,5,10,-1.52052968446,3,2,0,MIX,1.96960319433,GD,-3.34215410113,1.96960319433,-3.34215410113,0,0
v2,quarterly,baseline,T3,H1,2020-12,5,4,14,-2.12689683177,2,2,1,Si,0.668207586546,NG,-2.20052007722,0.668207586546,-2.20052007722,0,0
v2,quarterly,baseline,T3,H1,2021-01,5,4,8,-2.19457973401,1,3,1,BR,0.894023355949,MIX,-2.5703285379,0.894023355949,-2.5703285379,0,0
v2,quarterly,baseline,T3,H1,2021-02,5,4,8,-0.760373831198,1,3,1,BR,1.51102159032,MIX,-1.00000092687,1.51102159032,-1.00000092687,0,0
v2,quarterly,baseline,T3,H1,2021-03,5,4,13,1.91483297758,2,2,1,Si,1.54429793307,NG,-0.866607242476,1.54429793307,-0.866607242476,0,0
v2,quarterly,baseline,T3,H1,2021-04,5,4,10,0.721681031558,1,3,1,NG,4.39411488913,GD,-1.7179099279,4.39411488913,-1.7179099279,0,0
v2,quarterly,baseline,T3,H1,2021-05,5,5,11,4.60395995513,2,3,0,GD,6.19893968452,Si,-1.36683482883,6.19893968452,-1.36683482883,0,0
v2,quarterly,baseline,T3,H1,2021-06,5,5,15,3.29800752014,3,2,0,NG,2.36487608067,BR,-0.065346171612,2.36487608067,-0.065346171612,0,0
v2,quarterly,baseline,T3,H1,2021-07,5,5,17,5.45025847685,3,2,0,MIX,4.04847545986,NG,-2.07950074554,4.04847545986,-2.07950074554,0,0
v2,quarterly,baseline,T3,H1,2021-08,5,5,11,-1.1929071453,2,3,0,NG,1.36735061341,MIX,-2.00000284956,1.36735061341,-2.00000284956,0,0
v2,quarterly,baseline,T3,H1,2021-09,5,4,15,5.91116713603,2,2,1,NG,6.22712128949,GD,-2.17806467859,6.22712128949,-2.17806467859,0,0
v2,quarterly,baseline,T3,H1,2021-10,5,5,15,-7.08599011068,1,4,0,BR,0.116336323599,NG,-3.70825971601,0.116336323599,-3.70825971601,0,0
v2,quarterly,baseline,T3,H1,2021-11,5,5,20,-0.784355425389,2,3,0,MIX,1.72506182109,BR,-2.22849915414,1.72506182109,-2.22849915414,0,0
v2,quarterly,baseline,T3,H1,2021-12,5,5,9,-1.50280301426,2,3,0,BR,0.379466124081,Si,-0.887776936765,0.379466124081,-0.887776936765,0,0
v2,quarterly,baseline,T3,H1,2022-01,5,5,20,4.05271691262,2,3,0,NG,4.2206611204,Si,-1.27603953411,4.2206611204,-1.27603953411,0,0
v2,quarterly,baseline,T3,H1,2022-02,5,5,19,11.3582004827,4,1,0,GD,5.24921220568,BR,-2.44123680258,5.24921220568,-2.44123680258,0,0
v2,quarterly,baseline,T3,H1,2022-03,5,3,7,-1.41180483644,1,2,2,GD,1.79688132005,BR,-3.00256171211,1.79688132005,-3.00256171211,0,0
v2,quarterly,baseline,T3,H1,2022-04,6,2,5,1.80862748505,2,0,4,GD,0.970532778791,BR,0,0.970532778791,0,0,0
v2,quarterly,baseline,T3,H1,2022-05,6,3,4,1.66788832319,2,1,3,GD,1.07229758836,Si,-0.0942687460896,1.07229758836,-0.0942687460896,0,0
v2,quarterly,baseline,T3,H1,2022-06,6,2,3,0.373400878289,2,0,4,GD,0.362656089069,CNY,0,0.362656089069,0,0,0
v2,quarterly,baseline,T3,H1,2022-07,6,5,7,4.69045678638,5,0,1,NG,2.66592222685,MIX,0,2.66592222685,0,0,0
v2,quarterly,baseline,T3,H1,2022-08,6,3,7,-2.12103831292,1,2,3,MIX,0.023752965031,GD,-1.16285319048,0.023752965031,-1.16285319048,0,0
v2,quarterly,baseline,T3,H1,2022-09,6,6,16,10.1758998111,5,1,0,CNY,3.06854958151,BR,-1.00261107923,3.06854958151,-1.00261107923,0,0
v2,quarterly,baseline,T3,H1,2022-10,6,3,5,3.7289955975,2,1,3,NG,4.28795265317,Si,-1.00000313775,4.28795265317,-1.00000313775,0,0
v2,quarterly,baseline,T3,H1,2022-11,6,4,6,5.75503769247,4,0,2,BR,2.33455095539,CNY,0,2.33455095539,0,0,0
v2,quarterly,baseline,T3,H1,2022-12,6,4,17,17.3908382372,3,1,2,CNY,9.62729236148,BR,-1.98212416114,9.62729236148,-1.98212416114,0,0
v2,quarterly,baseline,T3,H1,2023-01,6,6,11,2.64007005597,4,2,0,NG,2.30564857351,BR,-2.00833664679,2.30564857351,-2.00833664679,0,0
v2,quarterly,baseline,T3,H1,2023-02,6,6,22,-11.101405783,1,5,0,BR,0.565712436375,CNY,-4.1823214263,0.565712436375,-4.1823214263,0,0
v2,quarterly,baseline,T3,H1,2023-03,6,5,14,-0.0730563555132,2,3,1,MIX,3.2409241626,GD,-2.89808679346,3.2409241626,-2.89808679346,0,0
v2,quarterly,baseline,T3,H1,2023-04,6,6,11,10.6098405643,3,3,0,CNY,5.7082045683,MIX,-1.00000165555,5.7082045683,-1.00000165555,0,0
v2,quarterly,baseline,T3,H1,2023-05,6,6,14,3.60519337149,3,3,0,CNY,2.79323658904,NG,-1.02100484145,2.79323658904,-1.02100484145,0,0
v2,quarterly,baseline,T3,H1,2023-06,6,6,19,-1.34687449407,3,3,0,Si,3.58733575245,MIX,-2.03420821224,3.58733575245,-2.03420821224,0,0
v2,quarterly,baseline,T3,H1,2023-07,6,6,13,-0.533386537243,2,4,0,MIX,2.86880712455,NG,-2.55963965019,2.86880712455,-2.55963965019,0,0
v2,quarterly,baseline,T3,H1,2023-08,6,6,23,5.04868733013,2,4,0,Si,7.02911881395,MIX,-1.7029187825,7.02911881395,-1.7029187825,0,0
v2,quarterly,baseline,T3,H1,2023-09,6,5,13,-4.35652474088,1,4,1,GD,0.30497717956,Si,-1.59335859909,0.30497717956,-1.59335859909,0,0
v2,quarterly,baseline,T3,H1,2023-10,6,4,15,-0.197998489848,2,2,2,GD,1.63587542416,Si,-1.59836460426,1.63587542416,-1.59836460426,0,0
v2,quarterly,baseline,T3,H1,2023-11,6,6,13,-1.12366041595,2,4,0,NG,2.28646510533,MIX,-2.89547922942,2.28646510533,-2.89547922942,0,0
v2,quarterly,baseline,T3,H1,2023-12,6,6,18,0.265747913682,3,3,0,Si,0.738927791137,NG,-0.841352222082,0.738927791137,-0.841352222082,0,0
v2,quarterly,baseline,T3,H1,2024-01,6,5,9,0.068560688657,2,3,1,CNY,2.72993115541,GD,-2.00077144335,2.72993115541,-2.00077144335,0,0
v2,quarterly,baseline,T3,H1,2024-02,6,5,14,-7.92608939208,1,4,1,MIX,1.73197486474,CNY,-2.79466687934,1.73197486474,-2.79466687934,0,0
v2,quarterly,baseline,T3,H1,2024-03,6,4,7,5.47840012698,2,2,2,GD,7.04333370194,MIX,-1.49030454666,7.04333370194,-1.49030454666,0,0
v2,quarterly,baseline,T3,H1,2024-04,6,6,27,6.86805263367,4,2,0,GD,6.84660016573,MIX,-3.75026062193,6.84660016573,-3.75026062193,0,0
v2,quarterly,baseline,T3,H1,2024-05,6,6,27,-6.28463873766,1,5,0,MIX,3.99611303018,BR,-3.90636306949,3.99611303018,-3.90636306949,0,0
v2,quarterly,baseline,T3,H1,2024-06,6,6,23,14.994546055,4,2,0,CNY,13.496739066,NG,-3.24339119905,13.496739066,-3.24339119905,0,0
v2,quarterly,baseline,T3,H1,2024-07,6,4,14,6.05215193049,3,1,2,MIX,6.32169802026,BR,-3.56380741147,6.32169802026,-3.56380741147,0,0
v2,quarterly,baseline,T3,H1,2024-08,6,6,20,0.422775994877,3,3,0,NG,2.76303220596,Si,-2.44348469954,2.76303220596,-2.44348469954,0,0
v2,quarterly,baseline,T3,H1,2024-09,6,6,16,8.45365047559,4,2,0,CNY,4.57359841691,NG,-2.53301957861,4.57359841691,-2.53301957861,0,0
v2,quarterly,baseline,T3,H1,2024-10,6,6,15,6.14574486703,4,2,0,GD,4.23759457566,Si,-2.04495578102,4.23759457566,-2.04495578102,0,0
v2,quarterly,baseline,T3,H1,2024-11,6,5,12,19.1688111839,4,1,1,CNY,7.55964552731,NG,-0.503291792112,7.55964552731,-0.503291792112,0,0
v2,quarterly,baseline,T3,H1,2024-12,6,4,4,-3.05813273072,2,2,2,Si,0.456592213528,NG,-2.56466015562,0.456592213528,-2.56466015562,0,0
v2,quarterly,walk_forward,T2,M30,2024-01,6,6,14,-1.4618170295,3,3,0,GD,0.510059453553,CNY,-1.97536906519,0.510059453553,-1.97536906519,0,0
v2,quarterly,walk_forward,T2,M30,2024-02,6,6,13,3.24411189303,2,4,0,NG,6.34455468674,GD,-1.63871191662,6.34455468674,-1.63871191662,0,0
v2,quarterly,walk_forward,T2,M30,2024-03,6,6,15,1.00986425802,3,3,0,NG,5.3849811819,Si,-2.72290727159,5.3849811819,-2.72290727159,0,0
v2,quarterly,walk_forward,T2,M30,2024-04,6,6,13,-0.565894779478,3,3,0,Si,5.13975745498,BR,-3.67729351793,5.13975745498,-3.67729351793,0,0
v2,quarterly,walk_forward,T2,M30,2024-05,6,6,23,4.50113945483,4,2,0,BR,4.00814711074,CNY,-2.24239185003,4.00814711074,-2.24239185003,0,0
v2,quarterly,walk_forward,T2,M30,2024-06,6,6,20,2.68827293248,3,3,0,Si,6.58116157236,BR,-2.94694867133,6.58116157236,-2.94694867133,0,0
v2,quarterly,walk_forward,T2,M30,2024-07,6,6,19,5.62837819262,4,2,0,NG,4.37503502599,Si,-3.04026829637,4.37503502599,-3.04026829637,0,0
v2,quarterly,walk_forward,T2,M30,2024-08,6,5,13,9.78591407182,4,1,1,BR,5.10862153932,NG,-0.513001039337,5.10862153932,-0.513001039337,0,0
v2,quarterly,walk_forward,T2,M30,2024-09,6,6,20,-0.299259530735,3,3,0,CNY,4.3502492173,BR,-2.66130783424,4.3502492173,-2.66130783424,0,0
v2,quarterly,walk_forward,T2,M30,2024-10,6,5,12,-0.90642482497,2,3,1,MIX,1.85112384804,NG,-2.20163036484,1.85112384804,-2.20163036484,0,0
v2,quarterly,walk_forward,T2,M30,2024-11,6,6,17,3.38334946456,2,4,0,MIX,5.23967673134,BR,-2.07393898693,5.23967673134,-2.07393898693,0,0
v2,quarterly,walk_forward,T2,M30,2024-12,6,6,31,-12.9234614551,2,4,0,CNY,1.67192140896,NG,-8.50422827606,1.67192140896,-8.50422827606,0,0
v2,quarterly,walk_forward,T2,H1,2024-01,6,3,4,-2.79615821452,0,3,3,Si,0,MIX,-1.45891727918,0,-1.45891727918,0,0
v2,quarterly,walk_forward,T2,H1,2024-02,6,6,12,1.79372476555,2,4,0,NG,3.23469561668,Si,-1.09150233531,3.23469561668,-1.09150233531,0,0
v2,quarterly,walk_forward,T2,H1,2024-03,6,5,8,1.31765797901,2,3,1,NG,3.86786983537,Si,-1.59255634946,3.86786983537,-1.59255634946,0,0
v2,quarterly,walk_forward,T2,H1,2024-04,6,6,7,-1.88509774519,2,4,0,CNY,1.77209886914,GD,-1.00022663933,1.77209886914,-1.00022663933,0,0
v2,quarterly,walk_forward,T2,H1,2024-05,6,6,16,12.555361917,5,1,0,CNY,8.32026592595,NG,-1.23201061496,8.32026592595,-1.23201061496,0,0
v2,quarterly,walk_forward,T2,H1,2024-06,6,4,8,0.551864860824,1,3,2,NG,2.12199475618,CNY,-1.08011186154,2.12199475618,-1.08011186154,0,0
v2,quarterly,walk_forward,T2,H1,2024-07,6,5,5,2.35801468326,3,2,1,NG,1.95021796699,Si,-1.00000392516,1.95021796699,-1.00000392516,0,0
v2,quarterly,walk_forward,T2,H1,2024-08,6,4,13,-4.75919348381,1,3,2,MIX,0.256638905012,GD,-2.04736075318,0.256638905012,-2.04736075318,0,0
v2,quarterly,walk_forward,T2,H1,2024-09,6,6,13,15.3475400733,3,3,0,CNY,8.20786570536,GD,-0.911719271163,8.20786570536,-0.911719271163,0,0
v2,quarterly,walk_forward,T2,H1,2024-10,6,4,4,5.26975390479,3,1,2,MIX,3.18172551857,NG,-1.0055133577,3.18172551857,-1.0055133577,0,0
v2,quarterly,walk_forward,T2,H1,2024-11,6,6,17,1.09474611904,3,3,0,MIX,2.73495066823,BR,-1.46516648596,2.73495066823,-1.46516648596,0,0
v2,quarterly,walk_forward,T2,H1,2024-12,6,5,10,2.67730717771,3,2,1,MIX,2.77539352817,GD,-0.839420641397,2.77539352817,-0.839420641397,0,0
v2,quarterly,walk_forward,T3,M30,2024-01,6,6,10,-4.57403975156,2,4,0,Si,0.87822358701,GD,-1.73840753886,0.87822358701,-1.73840753886,0,0
v2,quarterly,walk_forward,T3,M30,2024-02,6,6,31,-5.48957718507,1,5,0,MIX,3.35453129255,CNY,-5.08742205694,3.35453129255,-5.08742205694,0,0
v2,quarterly,walk_forward,T3,M30,2024-03,6,5,24,11.8904352393,2,3,1,GD,15.5247749628,BR,-2.25206246507,15.5247749628,-2.25206246507,0,0
v2,quarterly,walk_forward,T3,M30,2024-04,6,6,22,-7.91709200678,1,5,0,CNY,0.933867004377,MIX,-4.34273314216,0.933867004377,-4.34273314216,0,0
v2,quarterly,walk_forward,T3,M30,2024-05,6,6,38,3.34174482465,1,5,0,NG,9.56200143143,BR,-2.13005613524,9.56200143143,-2.13005613524,0,0
v2,quarterly,walk_forward,T3,M30,2024-06,6,6,31,9.44673510839,3,3,0,Si,6.39725436112,NG,-2.75553055614,6.39725436112,-2.75553055614,0,0
v2,quarterly,walk_forward,T3,M30,2024-07,6,6,18,1.08709477453,4,2,0,CNY,1.26875563369,BR,-1.33761714557,1.26875563369,-1.33761714557,0,0
v2,quarterly,walk_forward,T3,M30,2024-08,6,6,38,-3.07169271769,3,3,0,BR,0.800117348651,NG,-3.14137280757,0.800117348651,-3.14137280757,0,0
v2,quarterly,walk_forward,T3,M30,2024-09,6,6,33,9.50090920466,4,2,0,Si,6.6666028331,BR,-3.79813706917,6.6666028331,-3.79813706917,0,0
v2,quarterly,walk_forward,T3,M30,2024-10,6,6,17,-1.36156554944,2,4,0,MIX,3.02306733691,NG,-3.48449650104,3.02306733691,-3.48449650104,0,0
v2,quarterly,walk_forward,T3,M30,2024-11,6,6,37,14.5711079108,3,3,0,CNY,8.9317711883,GD,-1.8442249756,8.9317711883,-1.8442249756,0,0
v2,quarterly,walk_forward,T3,M30,2024-12,6,6,25,2.08339610206,2,4,0,NG,6.17311318799,GD,-3.25570457738,6.17311318799,-3.25570457738,0,0
v2,quarterly,walk_forward,T3,H1,2024-02,6,3,8,-4.94250935817,1,2,3,MIX,1.17194260303,NG,-3.31978508186,1.17194260303,-3.31978508186,0,0
v2,quarterly,walk_forward,T3,H1,2024-03,6,4,6,6.47840214391,2,2,2,GD,7.04333370194,Si,-0.60639327872,7.04333370194,-0.60639327872,0,0
v2,quarterly,walk_forward,T3,H1,2024-05,6,6,21,-4.12450932168,2,4,0,MIX,1.88437986455,BR,-3.10554537355,1.88437986455,-3.10554537355,0,0
v2,quarterly,walk_forward,T3,H1,2024-06,6,6,26,13.0697441181,4,2,0,CNY,11.4016327218,NG,-2.20460815118,11.4016327218,-2.20460815118,0,0
v2,quarterly,walk_forward,T3,H1,2024-08,6,5,9,-0.077585627329,2,3,1,NG,2.96474362359,CNY,-1.78769947735,2.96474362359,-1.78769947735,0,0
v2,quarterly,walk_forward,T3,H1,2024-09,6,6,14,6.08397490543,4,2,0,CNY,5.60226340268,NG,-2.52983903797,5.60226340268,-2.52983903797,0,0
v2,quarterly,walk_forward,T3,H1,2024-11,6,5,8,15.6854665148,4,1,1,CNY,7.55964552731,NG,-0.641997421507,7.55964552731,-0.641997421507,0,0
v2,quarterly,walk_forward,T3,H1,2024-12,6,3,3,-3.08201978075,1,2,3,Si,0.456592213528,NG,-2.56466015562,0.456592213528,-2.56466015562,0,0
v2,quarterly,true_oos,T2,M30,2025-01,6,6,12,-5.63576284473,1,5,0,Si,0.55685618937,NG,-2.49000382679,0.55685618937,-2.49000382679,0,0
v2,quarterly,true_oos,T2,M30,2025-02,6,5,25,1.3418185023,2,3,1,Si,6.68705210638,MIX,-4.11030440377,6.68705210638,-4.11030440377,0,0
v2,quarterly,true_oos,T2,M30,2025-03,6,6,20,-1.22323884376,3,3,0,GD,2.06734292945,NG,-2.74512620593,2.06734292945,-2.74512620593,0,0
v2,quarterly,true_oos,T2,M30,2025-04,6,6,18,2.54640611965,2,4,0,GD,6.24139445326,CNY,-2.17634663716,6.24139445326,-2.17634663716,0,0
v2,quarterly,true_oos,T2,M30,2025-05,6,6,19,1.58981229154,3,3,0,MIX,2.2012462687,Si,-1.34196154146,2.2012462687,-1.34196154146,0,0
v2,quarterly,true_oos,T2,M30,2025-06,6,6,14,8.54187727856,3,3,0,NG,6.91654849454,MIX,-2.86066710826,6.91654849454,-2.86066710826,0,0
v2,quarterly,true_oos,T2,M30,2025-07,6,5,21,-0.496613077235,2,3,1,NG,1.99974102089,GD,-2.00050107727,1.99974102089,-2.00050107727,0,0
v2,quarterly,true_oos,T2,M30,2025-08,6,5,14,-10.4861279919,1,4,1,BR,0.309129141972,NG,-4.03180370317,0.309129141972,-4.03180370317,0,0
v2,quarterly,true_oos,T2,M30,2025-09,6,6,28,16.9046032364,2,4,0,Si,26.2171730469,MIX,-3.7767927915,26.2171730469,-3.7767927915,0,0
v2,quarterly,true_oos,T2,M30,2025-10,6,6,23,3.37833632429,3,3,0,Si,4.18945858905,BR,-1.67253172454,4.18945858905,-1.67253172454,0,0
v2,quarterly,true_oos,T2,M30,2025-11,6,5,12,-1.00668074898,2,3,1,NG,2.37499554548,CNY,-2.44021701802,2.37499554548,-2.44021701802,0,0
v2,quarterly,true_oos,T2,M30,2025-12,6,6,31,88.3102148687,3,3,0,GD,90.1256235631,Si,-1.81046101911,90.1256235631,-1.81046101911,0,0
v2,quarterly,true_oos,T2,M30,2026-01,6,6,24,15.0596584785,3,3,0,NG,9.2545965112,CNY,-2.18794890696,9.2545965112,-2.18794890696,0,0
v2,quarterly,true_oos,T2,M30,2026-02,6,6,19,-8.37117561057,1,5,0,NG,0.24636459609,GD,-2.94394055064,0.24636459609,-2.94394055064,0,0
v2,quarterly,true_oos,T2,M30,2026-03,6,6,30,7.33220835459,2,4,0,MIX,8.20942600787,CNY,-3.01684275432,8.20942600787,-3.01684275432,0,0
v2,quarterly,true_oos,T2,M30,2026-04,6,6,22,23.6816180752,5,1,0,GD,14.6278583914,MIX,-0.803039293385,14.6278583914,-0.803039293385,0,0
v2,quarterly,true_oos,T2,M30,2026-05,6,6,18,-8.47323361657,1,5,0,Si,0.528416046461,NG,-4.15267621069,0.528416046461,-4.15267621069,0,0
v2,quarterly,true_oos,T2,M30,2026-06,6,6,24,5.11865877385,4,2,0,MIX,4.59104508586,CNY,-1.99613096372,4.59104508586,-1.99613096372,0,0
v2,quarterly,true_oos,T2,M30,2026-07,6,6,27,10.7478096259,3,3,0,BR,11.1902048307,CNY,-2.41665923715,11.1902048307,-2.41665923715,0,0
v2,quarterly,true_oos,T2,M30,2026-08,6,6,25,-4.02724596735,1,5,0,CNY,2.44531792339,BR,-2.07181959768,2.44531792339,-2.07181959768,0,0
v2,quarterly,true_oos,T2,M30,2026-09,6,5,11,-4.82161450199,0,5,1,GD,0,MIX,-1.82737089386,0,-1.82737089386,0,0
v2,quarterly,true_oos,T2,H1,2025-01,6,3,5,-2.65974177858,0,3,3,Si,0,NG,-1.38627345175,0,-1.38627345175,0,0
v2,quarterly,true_oos,T2,H1,2025-02,6,6,14,3.57840023019,4,2,0,CNY,1.78308786774,GD,-1.104129741,1.78308786774,-1.104129741,0,0
v2,quarterly,true_oos,T2,H1,2025-03,6,5,9,-3.4034450623,1,4,1,NG,0.359414783955,MIX,-1.74942833128,0.359414783955,-1.74942833128,0,0
v2,quarterly,true_oos,T2,H1,2025-04,6,6,11,2.66334811589,3,3,0,GD,3.95450441467,MIX,-1.00000096107,3.95450441467,-1.00000096107,0,0
v2,quarterly,true_oos,T2,H1,2025-05,6,6,12,-4.21274916261,1,5,0,NG,1.73817926596,Si,-2.7384577864,1.73817926596,-2.7384577864,0,0
v2,quarterly,true_oos,T2,H1,2025-06,6,5,14,-0.402155989283,1,4,1,Si,5.29245974647,NG,-2.09871080306,5.29245974647,-2.09871080306,0,0
v2,quarterly,true_oos,T2,H1,2025-07,6,5,14,-4.63152969913,1,4,1,NG,0.96416793833,Si,-1.96604345551,0.96416793833,-1.96604345551,0,0
v2,quarterly,true_oos,T2,H1,2025-08,6,6,15,-3.15497533751,2,4,0,NG,1.02226442962,GD,-1.89985588658,1.02226442962,-1.89985588658,0,0
v2,quarterly,true_oos,T2,H1,2025-09,6,4,15,-0.831304580358,2,2,2,BR,0.487795508433,NG,-1.13452297808,0.487795508433,-1.13452297808,0,0
v2,quarterly,true_oos,T2,H1,2025-10,6,6,15,-4.92127312363,2,4,0,MIX,1.59605720714,BR,-2.36260499568,1.59605720714,-2.36260499568,0,0
v2,quarterly,true_oos,T2,H1,2025-11,6,5,18,7.93666686906,3,2,1,CNY,6.20636381937,NG,-5.72531307471,6.20636381937,-5.72531307471,0,0
v2,quarterly,true_oos,T2,H1,2025-12,6,6,23,7.67112439549,4,2,0,GD,4.42992758912,CNY,-1.34889415673,4.42992758912,-1.34889415673,0,0
v2,quarterly,true_oos,T2,H1,2026-01,6,6,15,5.9862283357,3,3,0,GD,3.47894980919,MIX,-2.35146967045,3.47894980919,-2.35146967045,0,0
v2,quarterly,true_oos,T2,H1,2026-02,6,6,13,0.272575745451,4,2,0,BR,1.28150667553,CNY,-1.59726904245,1.28150667553,-1.59726904245,0,0
v2,quarterly,true_oos,T2,H1,2026-03,6,6,17,17.9908035387,3,3,0,GD,15.9290089278,NG,-1.88067094291,15.9290089278,-1.88067094291,0,0
v2,quarterly,true_oos,T2,H1,2026-04,6,5,18,2.42679884814,4,1,1,MIX,2.41124845692,CNY,-2.60160932539,2.41124845692,-2.60160932539,0,0
v2,quarterly,true_oos,T2,H1,2026-05,6,6,10,14.6857996271,5,1,0,Si,13.4022923511,BR,-1.00250407159,13.4022923511,-1.00250407159,0,0
v2,quarterly,true_oos,T2,H1,2026-06,6,6,14,-5.3157243642,1,5,0,GD,1.6468160403,CNY,-3.10428712441,1.6468160403,-3.10428712441,0,0
v2,quarterly,true_oos,T2,H1,2026-07,6,5,16,-0.289177875372,1,4,1,BR,7.65775736606,GD,-5.83438308724,7.65775736606,-5.83438308724,0,0
v2,quarterly,true_oos,T2,H1,2026-08,6,6,17,9.38294058916,3,3,0,CNY,6.69180648029,GD,-1.79010437427,6.69180648029,-1.79010437427,0,0
v2,quarterly,true_oos,T2,H1,2026-09,6,6,12,-4.04017457583,1,5,0,BR,2.08727494469,NG,-2.54175377513,2.08727494469,-2.54175377513,0,0
v2,quarterly,true_oos,T3,M30,2025-01,6,5,14,-4.49060365879,2,3,1,MIX,0.333799708475,GD,-2.00083873294,0.333799708475,-2.00083873294,0,0
v2,quarterly,true_oos,T3,M30,2025-02,6,6,39,10.127568123,5,1,0,GD,4.78270960628,BR,-1.88744673202,4.78270960628,-1.88744673202,0,0
v2,quarterly,true_oos,T3,M30,2025-03,6,6,24,1.60505406338,3,3,0,MIX,3.15726952356,CNY,-2.10636021618,3.15726952356,-2.10636021618,0,0
v2,quarterly,true_oos,T3,M30,2025-04,6,6,32,5.39712575531,4,2,0,BR,7.19023089415,CNY,-3.39182362504,7.19023089415,-3.39182362504,0,0
v2,quarterly,true_oos,T3,M30,2025-05,6,6,26,-1.69554490129,2,4,0,MIX,4.63084697129,CNY,-5.8781565416,4.63084697129,-5.8781565416,0,0
v2,quarterly,true_oos,T3,M30,2025-06,6,6,26,7.01698046438,3,3,0,BR,9.03275983109,GD,-3.37629959651,9.03275983109,-3.37629959651,0,0
v2,quarterly,true_oos,T3,M30,2025-07,6,6,29,28.9979797946,5,1,0,Si,10.2992895647,GD,-3.01279481825,10.2992895647,-3.01279481825,0,0
