generation,futures_type,lifecycle_stage,strategy,timeframe,YYYY-MM,instrument,coverage_start_date,instrument_available,partial_coverage_month,coverage_status,trades,net_R,positive_month,negative_month,zero_month
v2,quarterly,walk_forward,T3,M30,2024-10,MIX,2020-01-01,true,false,AVAILABLE,4,3.02306733691,true,false,false
v2,quarterly,walk_forward,T3,M30,2024-10,NG,2020-02-03,true,false,AVAILABLE,6,-3.48449650104,false,true,false
v2,quarterly,walk_forward,T3,M30,2024-11,Si,2020-01-01,true,false,AVAILABLE,7,5.97884779193,true,false,false
v2,quarterly,walk_forward,T3,M30,2024-11,CNY,2022-04-21,true,false,AVAILABLE,6,8.9317711883,true,false,false
v2,quarterly,walk_forward,T3,M30,2024-11,GD,2020-01-01,true,false,AVAILABLE,7,-1.8442249756,false,true,false
v2,quarterly,walk_forward,T3,M30,2024-11,BR,2020-01-01,true,false,AVAILABLE,2,-1.54765385531,false,true,false
v2,quarterly,walk_forward,T3,M30,2024-11,MIX,2020-01-01,true,false,AVAILABLE,8,3.16436111142,true,false,false
v2,quarterly,walk_forward,T3,M30,2024-11,NG,2020-02-03,true,false,AVAILABLE,7,-0.111993349966,false,true,false
v2,quarterly,walk_forward,T3,M30,2024-12,Si,2020-01-01,true,false,AVAILABLE,3,0.595731590857,true,false,false
v2,quarterly,walk_forward,T3,M30,2024-12,CNY,2022-04-21,true,false,AVAILABLE,4,-0.19210070623,false,true,false
v2,quarterly,walk_forward,T3,M30,2024-12,GD,2020-01-01,true,false,AVAILABLE,6,-3.25570457738,false,true,false
v2,quarterly,walk_forward,T3,M30,2024-12,BR,2020-01-01,true,false,AVAILABLE,3,-0.987989735893,false,true,false
v2,quarterly,walk_forward,T3,M30,2024-12,MIX,2020-01-01,true,false,AVAILABLE,4,-0.24965365729,false,true,false
v2,quarterly,walk_forward,T3,M30,2024-12,NG,2020-02-03,true,false,AVAILABLE,5,6.17311318799,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-02,Si,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,walk_forward,T3,H1,2024-02,CNY,2022-04-21,true,false,AVAILABLE,3,-2.79466687934,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-02,GD,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,walk_forward,T3,H1,2024-02,BR,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,walk_forward,T3,H1,2024-02,MIX,2020-01-01,true,false,AVAILABLE,1,1.17194260303,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-02,NG,2020-02-03,true,false,AVAILABLE,4,-3.31978508186,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-03,Si,2020-01-01,true,false,AVAILABLE,1,-0.60639327872,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-03,CNY,2022-04-21,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,walk_forward,T3,H1,2024-03,GD,2020-01-01,true,false,AVAILABLE,3,7.04333370194,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-03,BR,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,walk_forward,T3,H1,2024-03,MIX,2020-01-01,true,false,AVAILABLE,1,-0.490302529723,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-03,NG,2020-02-03,true,false,AVAILABLE,1,0.531764250419,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-05,Si,2020-01-01,true,false,AVAILABLE,3,-1.08147862726,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-05,CNY,2022-04-21,true,false,AVAILABLE,2,-1.53026754122,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-05,GD,2020-01-01,true,false,AVAILABLE,1,-1.00022435685,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-05,BR,2020-01-01,true,false,AVAILABLE,4,-3.10554537355,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-05,MIX,2020-01-01,true,false,AVAILABLE,5,1.88437986455,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-05,NG,2020-02-03,true,false,AVAILABLE,6,0.708626712648,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-06,Si,2020-01-01,true,false,AVAILABLE,9,2.93271536062,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-06,CNY,2022-04-21,true,false,AVAILABLE,5,11.4016327218,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-06,GD,2020-01-01,true,false,AVAILABLE,2,-2.00041665661,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-06,BR,2020-01-01,true,false,AVAILABLE,3,1.04097374674,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-06,MIX,2020-01-01,true,false,AVAILABLE,4,1.8994470967,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-06,NG,2020-02-03,true,false,AVAILABLE,3,-2.20460815118,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-08,Si,2020-01-01,true,false,AVAILABLE,2,-0.850467277329,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-08,CNY,2022-04-21,true,false,AVAILABLE,2,-1.78769947735,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-08,GD,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,walk_forward,T3,H1,2024-08,BR,2020-01-01,true,false,AVAILABLE,2,-0.446285146011,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-08,MIX,2020-01-01,true,false,AVAILABLE,2,0.042122649774,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-08,NG,2020-02-03,true,false,AVAILABLE,1,2.96474362359,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-09,Si,2020-01-01,true,false,AVAILABLE,2,0.083343526329,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-09,CNY,2022-04-21,true,false,AVAILABLE,3,5.60226340268,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-09,GD,2020-01-01,true,false,AVAILABLE,1,-0.807756089599,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-09,BR,2020-01-01,true,false,AVAILABLE,1,0.557955447009,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-09,MIX,2020-01-01,true,false,AVAILABLE,1,3.17800765698,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-09,NG,2020-02-03,true,false,AVAILABLE,6,-2.52983903797,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-11,Si,2020-01-01,true,false,AVAILABLE,2,6.86236418872,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-11,CNY,2022-04-21,true,false,AVAILABLE,2,7.55964552731,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-11,GD,2020-01-01,true,false,AVAILABLE,1,0.0203551790938,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-11,BR,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,walk_forward,T3,H1,2024-11,MIX,2020-01-01,true,false,AVAILABLE,2,1.88509904119,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-11,NG,2020-02-03,true,false,AVAILABLE,1,-0.641997421507,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-12,Si,2020-01-01,true,false,AVAILABLE,1,0.456592213528,true,false,false
v2,quarterly,walk_forward,T3,H1,2024-12,CNY,2022-04-21,true,false,AVAILABLE,1,-0.973951838654,false,true,false
v2,quarterly,walk_forward,T3,H1,2024-12,GD,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,walk_forward,T3,H1,2024-12,BR,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,walk_forward,T3,H1,2024-12,MIX,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,walk_forward,T3,H1,2024-12,NG,2020-02-03,true,false,AVAILABLE,1,-2.56466015562,false,true,false
v2,quarterly,true_oos,T2,M30,2025-01,Si,2020-01-01,true,false,AVAILABLE,2,0.55685618937,true,false,false
v2,quarterly,true_oos,T2,M30,2025-01,CNY,2022-04-21,true,false,AVAILABLE,4,-1.20653988537,false,true,false
v2,quarterly,true_oos,T2,M30,2025-01,GD,2020-01-01,true,false,AVAILABLE,2,-0.493590214886,false,true,false
v2,quarterly,true_oos,T2,M30,2025-01,BR,2020-01-01,true,false,AVAILABLE,1,-1.0024834057,false,true,false
v2,quarterly,true_oos,T2,M30,2025-01,MIX,2020-01-01,true,false,AVAILABLE,1,-1.00000170135,false,true,false
v2,quarterly,true_oos,T2,M30,2025-01,NG,2020-02-03,true,false,AVAILABLE,2,-2.49000382679,false,true,false
v2,quarterly,true_oos,T2,M30,2025-02,Si,2020-01-01,true,false,AVAILABLE,4,6.68705210638,true,false,false
v2,quarterly,true_oos,T2,M30,2025-02,CNY,2022-04-21,true,false,AVAILABLE,7,3.83210567727,true,false,false
v2,quarterly,true_oos,T2,M30,2025-02,GD,2020-01-01,true,false,AVAILABLE,5,-3.20546011832,false,true,false
v2,quarterly,true_oos,T2,M30,2025-02,BR,2020-01-01,true,false,AVAILABLE,2,-1.86157475927,false,true,false
v2,quarterly,true_oos,T2,M30,2025-02,MIX,2020-01-01,true,false,AVAILABLE,7,-4.11030440377,false,true,false
v2,quarterly,true_oos,T2,M30,2025-02,NG,2020-02-03,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,true_oos,T2,M30,2025-03,Si,2020-01-01,true,false,AVAILABLE,2,-0.390745935777,false,true,false
v2,quarterly,true_oos,T2,M30,2025-03,CNY,2022-04-21,true,false,AVAILABLE,1,-1.01201468618,false,true,false
v2,quarterly,true_oos,T2,M30,2025-03,GD,2020-01-01,true,false,AVAILABLE,4,2.06734292945,true,false,false
v2,quarterly,true_oos,T2,M30,2025-03,BR,2020-01-01,true,false,AVAILABLE,2,0.829488988675,true,false,false
v2,quarterly,true_oos,T2,M30,2025-03,MIX,2020-01-01,true,false,AVAILABLE,6,0.027816066001,true,false,false
v2,quarterly,true_oos,T2,M30,2025-03,NG,2020-02-03,true,false,AVAILABLE,5,-2.74512620593,false,true,false
v2,quarterly,true_oos,T2,M30,2025-04,Si,2020-01-01,true,false,AVAILABLE,2,2.00164844705,true,false,false
v2,quarterly,true_oos,T2,M30,2025-04,CNY,2022-04-21,true,false,AVAILABLE,3,-2.17634663716,false,true,false
v2,quarterly,true_oos,T2,M30,2025-04,GD,2020-01-01,true,false,AVAILABLE,4,6.24139445326,true,false,false
v2,quarterly,true_oos,T2,M30,2025-04,BR,2020-01-01,true,false,AVAILABLE,4,-1.48078136842,false,true,false
v2,quarterly,true_oos,T2,M30,2025-04,MIX,2020-01-01,true,false,AVAILABLE,2,-0.14004681303,false,true,false
v2,quarterly,true_oos,T2,M30,2025-04,NG,2020-02-03,true,false,AVAILABLE,3,-1.89946196205,false,true,false
v2,quarterly,true_oos,T2,M30,2025-05,Si,2020-01-01,true,false,AVAILABLE,3,-1.34196154146,false,true,false
v2,quarterly,true_oos,T2,M30,2025-05,CNY,2022-04-21,true,false,AVAILABLE,5,0.362101716634,true,false,false
v2,quarterly,true_oos,T2,M30,2025-05,GD,2020-01-01,true,false,AVAILABLE,1,-0.367842374621,false,true,false
v2,quarterly,true_oos,T2,M30,2025-05,BR,2020-01-01,true,false,AVAILABLE,3,-0.138448635331,false,true,false
v2,quarterly,true_oos,T2,M30,2025-05,MIX,2020-01-01,true,false,AVAILABLE,3,2.2012462687,true,false,false
v2,quarterly,true_oos,T2,M30,2025-05,NG,2020-02-03,true,false,AVAILABLE,4,0.87471685762,true,false,false
v2,quarterly,true_oos,T2,M30,2025-06,Si,2020-01-01,true,false,AVAILABLE,2,4.43355778021,true,false,false
v2,quarterly,true_oos,T2,M30,2025-06,CNY,2022-04-21,true,false,AVAILABLE,2,-0.085600920545,false,true,false
v2,quarterly,true_oos,T2,M30,2025-06,GD,2020-01-01,true,false,AVAILABLE,1,-1.00018773348,false,true,false
v2,quarterly,true_oos,T2,M30,2025-06,BR,2020-01-01,true,false,AVAILABLE,1,1.1382267661,true,false,false
v2,quarterly,true_oos,T2,M30,2025-06,MIX,2020-01-01,true,false,AVAILABLE,3,-2.86066710826,false,true,false
v2,quarterly,true_oos,T2,M30,2025-06,NG,2020-02-03,true,false,AVAILABLE,5,6.91654849454,true,false,false
v2,quarterly,true_oos,T2,M30,2025-07,Si,2020-01-01,true,false,AVAILABLE,8,-0.871714626975,false,true,false
v2,quarterly,true_oos,T2,M30,2025-07,CNY,2022-04-21,true,false,AVAILABLE,4,-0.845516171698,false,true,false
v2,quarterly,true_oos,T2,M30,2025-07,GD,2020-01-01,true,false,AVAILABLE,2,-2.00050107727,false,true,false
v2,quarterly,true_oos,T2,M30,2025-07,BR,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,true_oos,T2,M30,2025-07,MIX,2020-01-01,true,false,AVAILABLE,3,1.22137777782,true,false,false
v2,quarterly,true_oos,T2,M30,2025-07,NG,2020-02-03,true,false,AVAILABLE,4,1.99974102089,true,false,false
v2,quarterly,true_oos,T2,M30,2025-08,Si,2020-01-01,true,false,AVAILABLE,3,-2.9741741642,false,true,false
v2,quarterly,true_oos,T2,M30,2025-08,CNY,2022-04-21,true,false,AVAILABLE,3,-3.07201571044,false,true,false
v2,quarterly,true_oos,T2,M30,2025-08,GD,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,true_oos,T2,M30,2025-08,BR,2020-01-01,true,false,AVAILABLE,2,0.309129141972,true,false,false
v2,quarterly,true_oos,T2,M30,2025-08,MIX,2020-01-01,true,false,AVAILABLE,2,-0.717263556017,false,true,false
v2,quarterly,true_oos,T2,M30,2025-08,NG,2020-02-03,true,false,AVAILABLE,4,-4.03180370317,false,true,false
v2,quarterly,true_oos,T2,M30,2025-09,Si,2020-01-01,true,false,AVAILABLE,5,26.2171730469,true,false,false
v2,quarterly,true_oos,T2,M30,2025-09,CNY,2022-04-21,true,false,AVAILABLE,3,0.155382430866,true,false,false
v2,quarterly,true_oos,T2,M30,2025-09,GD,2020-01-01,true,false,AVAILABLE,6,-2.66710549773,false,true,false
v2,quarterly,true_oos,T2,M30,2025-09,BR,2020-01-01,true,false,AVAILABLE,3,-1.22073461541,false,true,false
v2,quarterly,true_oos,T2,M30,2025-09,MIX,2020-01-01,true,false,AVAILABLE,8,-3.7767927915,false,true,false
v2,quarterly,true_oos,T2,M30,2025-09,NG,2020-02-03,true,false,AVAILABLE,3,-1.80331933667,false,true,false
v2,quarterly,true_oos,T2,M30,2025-10,Si,2020-01-01,true,false,AVAILABLE,3,4.18945858905,true,false,false
v2,quarterly,true_oos,T2,M30,2025-10,CNY,2022-04-21,true,false,AVAILABLE,6,1.15109434987,true,false,false
v2,quarterly,true_oos,T2,M30,2025-10,GD,2020-01-01,true,false,AVAILABLE,5,-1.38706684564,false,true,false
v2,quarterly,true_oos,T2,M30,2025-10,BR,2020-01-01,true,false,AVAILABLE,4,-1.67253172454,false,true,false
v2,quarterly,true_oos,T2,M30,2025-10,MIX,2020-01-01,true,false,AVAILABLE,1,-1.00000108761,false,true,false
v2,quarterly,true_oos,T2,M30,2025-10,NG,2020-02-03,true,false,AVAILABLE,4,2.09738304317,true,false,false
v2,quarterly,true_oos,T2,M30,2025-11,Si,2020-01-01,true,false,AVAILABLE,1,-0.845646777733,false,true,false
v2,quarterly,true_oos,T2,M30,2025-11,CNY,2022-04-21,true,false,AVAILABLE,3,-2.44021701802,false,true,false
v2,quarterly,true_oos,T2,M30,2025-11,GD,2020-01-01,true,false,AVAILABLE,3,-1.40558228542,false,true,false
v2,quarterly,true_oos,T2,M30,2025-11,BR,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,true_oos,T2,M30,2025-11,MIX,2020-01-01,true,false,AVAILABLE,2,1.30976978671,true,false,false
v2,quarterly,true_oos,T2,M30,2025-11,NG,2020-02-03,true,false,AVAILABLE,3,2.37499554548,true,false,false
v2,quarterly,true_oos,T2,M30,2025-12,Si,2020-01-01,true,false,AVAILABLE,6,-1.81046101911,false,true,false
v2,quarterly,true_oos,T2,M30,2025-12,CNY,2022-04-21,true,false,AVAILABLE,8,0.524610346822,true,false,false
v2,quarterly,true_oos,T2,M30,2025-12,GD,2020-01-01,true,false,AVAILABLE,4,90.1256235631,true,false,false
v2,quarterly,true_oos,T2,M30,2025-12,BR,2020-01-01,true,false,AVAILABLE,2,-0.163113781205,false,true,false
v2,quarterly,true_oos,T2,M30,2025-12,MIX,2020-01-01,true,false,AVAILABLE,4,0.585771290724,true,false,false
v2,quarterly,true_oos,T2,M30,2025-12,NG,2020-02-03,true,false,AVAILABLE,7,-0.9522155317,false,true,false
v2,quarterly,true_oos,T2,M30,2026-01,Si,2020-01-01,true,false,AVAILABLE,5,-0.782532958698,false,true,false
v2,quarterly,true_oos,T2,M30,2026-01,CNY,2022-04-21,true,false,AVAILABLE,5,-2.18794890696,false,true,false
v2,quarterly,true_oos,T2,M30,2026-01,GD,2020-01-01,true,false,AVAILABLE,4,8.8219645522,true,false,false
v2,quarterly,true_oos,T2,M30,2026-01,BR,2020-01-01,true,false,AVAILABLE,3,0.19379039449,true,false,false
v2,quarterly,true_oos,T2,M30,2026-01,MIX,2020-01-01,true,false,AVAILABLE,3,-0.240211113736,false,true,false
v2,quarterly,true_oos,T2,M30,2026-01,NG,2020-02-03,true,false,AVAILABLE,4,9.2545965112,true,false,false
v2,quarterly,true_oos,T2,M30,2026-02,Si,2020-01-01,true,false,AVAILABLE,3,-2.50694498259,false,true,false
v2,quarterly,true_oos,T2,M30,2026-02,CNY,2022-04-21,true,false,AVAILABLE,1,-1.07104847052,false,true,false
v2,quarterly,true_oos,T2,M30,2026-02,GD,2020-01-01,true,false,AVAILABLE,8,-2.94394055064,false,true,false
v2,quarterly,true_oos,T2,M30,2026-02,BR,2020-01-01,true,false,AVAILABLE,4,-1.09560352801,false,true,false
v2,quarterly,true_oos,T2,M30,2026-02,MIX,2020-01-01,true,false,AVAILABLE,1,-1.0000026749,false,true,false
v2,quarterly,true_oos,T2,M30,2026-02,NG,2020-02-03,true,false,AVAILABLE,2,0.24636459609,true,false,false
v2,quarterly,true_oos,T2,M30,2026-03,Si,2020-01-01,true,false,AVAILABLE,8,-0.022235726498,false,true,false
v2,quarterly,true_oos,T2,M30,2026-03,CNY,2022-04-21,true,false,AVAILABLE,5,-3.01684275432,false,true,false
v2,quarterly,true_oos,T2,M30,2026-03,GD,2020-01-01,true,false,AVAILABLE,1,-0.934741004839,false,true,false
v2,quarterly,true_oos,T2,M30,2026-03,BR,2020-01-01,true,false,AVAILABLE,6,4.39699267415,true,false,false
v2,quarterly,true_oos,T2,M30,2026-03,MIX,2020-01-01,true,false,AVAILABLE,7,8.20942600787,true,false,false
v2,quarterly,true_oos,T2,M30,2026-03,NG,2020-02-03,true,false,AVAILABLE,3,-1.30039084177,false,true,false
v2,quarterly,true_oos,T2,M30,2026-04,Si,2020-01-01,true,false,AVAILABLE,4,1.76360946861,true,false,false
v2,quarterly,true_oos,T2,M30,2026-04,CNY,2022-04-21,true,false,AVAILABLE,2,1.38337746439,true,false,false
v2,quarterly,true_oos,T2,M30,2026-04,GD,2020-01-01,true,false,AVAILABLE,2,14.6278583914,true,false,false
v2,quarterly,true_oos,T2,M30,2026-04,BR,2020-01-01,true,false,AVAILABLE,5,3.19686153136,true,false,false
v2,quarterly,true_oos,T2,M30,2026-04,MIX,2020-01-01,true,false,AVAILABLE,5,-0.803039293385,false,true,false
v2,quarterly,true_oos,T2,M30,2026-04,NG,2020-02-03,true,false,AVAILABLE,4,3.51295051281,true,false,false
v2,quarterly,true_oos,T2,M30,2026-05,Si,2020-01-01,true,false,AVAILABLE,1,0.528416046461,true,false,false
v2,quarterly,true_oos,T2,M30,2026-05,CNY,2022-04-21,true,false,AVAILABLE,1,-0.417028184365,false,true,false
v2,quarterly,true_oos,T2,M30,2026-05,GD,2020-01-01,true,false,AVAILABLE,5,-1.80658135144,false,true,false
v2,quarterly,true_oos,T2,M30,2026-05,BR,2020-01-01,true,false,AVAILABLE,3,-2.29330065984,false,true,false
v2,quarterly,true_oos,T2,M30,2026-05,MIX,2020-01-01,true,false,AVAILABLE,2,-0.332063256681,false,true,false
v2,quarterly,true_oos,T2,M30,2026-05,NG,2020-02-03,true,false,AVAILABLE,6,-4.15267621069,false,true,false
v2,quarterly,true_oos,T2,M30,2026-06,Si,2020-01-01,true,false,AVAILABLE,3,-1.21201949876,false,true,false
v2,quarterly,true_oos,T2,M30,2026-06,CNY,2022-04-21,true,false,AVAILABLE,4,-1.99613096372,false,true,false
v2,quarterly,true_oos,T2,M30,2026-06,GD,2020-01-01,true,false,AVAILABLE,4,2.35092232407,true,false,false
v2,quarterly,true_oos,T2,M30,2026-06,BR,2020-01-01,true,false,AVAILABLE,4,1.34777393153,true,false,false
v2,quarterly,true_oos,T2,M30,2026-06,MIX,2020-01-01,true,false,AVAILABLE,5,4.59104508586,true,false,false
v2,quarterly,true_oos,T2,M30,2026-06,NG,2020-02-03,true,false,AVAILABLE,4,0.037067894863,true,false,false
v2,quarterly,true_oos,T2,M30,2026-07,Si,2020-01-01,true,false,AVAILABLE,5,-2.17410359835,false,true,false
v2,quarterly,true_oos,T2,M30,2026-07,CNY,2022-04-21,true,false,AVAILABLE,5,-2.41665923715,false,true,false
v2,quarterly,true_oos,T2,M30,2026-07,GD,2020-01-01,true,false,AVAILABLE,3,0.420725930401,true,false,false
v2,quarterly,true_oos,T2,M30,2026-07,BR,2020-01-01,true,false,AVAILABLE,4,11.1902048307,true,false,false
v2,quarterly,true_oos,T2,M30,2026-07,MIX,2020-01-01,true,false,AVAILABLE,8,4.87132761084,true,false,false
v2,quarterly,true_oos,T2,M30,2026-07,NG,2020-02-03,true,false,AVAILABLE,2,-1.14368591052,false,true,false
v2,quarterly,true_oos,T2,M30,2026-08,Si,2020-01-01,true,false,AVAILABLE,7,-0.749142422379,false,true,false
v2,quarterly,true_oos,T2,M30,2026-08,CNY,2022-04-21,true,false,AVAILABLE,5,2.44531792339,true,false,false
v2,quarterly,true_oos,T2,M30,2026-08,GD,2020-01-01,true,false,AVAILABLE,2,-0.669169644886,false,true,false
v2,quarterly,true_oos,T2,M30,2026-08,BR,2020-01-01,true,false,AVAILABLE,4,-2.07181959768,false,true,false
v2,quarterly,true_oos,T2,M30,2026-08,MIX,2020-01-01,true,false,AVAILABLE,5,-1.695620425,false,true,false
v2,quarterly,true_oos,T2,M30,2026-08,NG,2020-02-03,true,false,AVAILABLE,2,-1.28681180078,false,true,false
v2,quarterly,true_oos,T2,M30,2026-09,Si,2020-01-01,true,false,AVAILABLE,1,-1.00000535295,false,true,false
v2,quarterly,true_oos,T2,M30,2026-09,CNY,2022-04-21,true,false,AVAILABLE,1,-1.04312869538,false,true,false
v2,quarterly,true_oos,T2,M30,2026-09,GD,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,true_oos,T2,M30,2026-09,BR,2020-01-01,true,false,AVAILABLE,4,-0.167428016253,false,true,false
v2,quarterly,true_oos,T2,M30,2026-09,MIX,2020-01-01,true,false,AVAILABLE,4,-1.82737089386,false,true,false
v2,quarterly,true_oos,T2,M30,2026-09,NG,2020-02-03,true,false,AVAILABLE,1,-0.783681543547,false,true,false
v2,quarterly,true_oos,T2,H1,2025-01,Si,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,true_oos,T2,H1,2025-01,CNY,2022-04-21,true,false,AVAILABLE,3,-0.268382180799,false,true,false
v2,quarterly,true_oos,T2,H1,2025-01,GD,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,true_oos,T2,H1,2025-01,BR,2020-01-01,true,false,AVAILABLE,1,-1.00508614603,false,true,false
v2,quarterly,true_oos,T2,H1,2025-01,MIX,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,true_oos,T2,H1,2025-01,NG,2020-02-03,true,false,AVAILABLE,1,-1.38627345175,false,true,false
v2,quarterly,true_oos,T2,H1,2025-02,Si,2020-01-01,true,false,AVAILABLE,1,1.41013719835,true,false,false
v2,quarterly,true_oos,T2,H1,2025-02,CNY,2022-04-21,true,false,AVAILABLE,1,1.78308786774,true,false,false
v2,quarterly,true_oos,T2,H1,2025-02,GD,2020-01-01,true,false,AVAILABLE,4,-1.104129741,false,true,false
v2,quarterly,true_oos,T2,H1,2025-02,BR,2020-01-01,true,false,AVAILABLE,1,-0.650045092361,false,true,false
v2,quarterly,true_oos,T2,H1,2025-02,MIX,2020-01-01,true,false,AVAILABLE,3,0.535411099802,true,false,false
v2,quarterly,true_oos,T2,H1,2025-02,NG,2020-02-03,true,false,AVAILABLE,4,1.60393889766,true,false,false
v2,quarterly,true_oos,T2,H1,2025-03,Si,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,true_oos,T2,H1,2025-03,CNY,2022-04-21,true,false,AVAILABLE,1,-0.657778075235,false,true,false
v2,quarterly,true_oos,T2,H1,2025-03,GD,2020-01-01,true,false,AVAILABLE,1,-0.352850887555,false,true,false
v2,quarterly,true_oos,T2,H1,2025-03,BR,2020-01-01,true,false,AVAILABLE,1,-1.00280255219,false,true,false
v2,quarterly,true_oos,T2,H1,2025-03,MIX,2020-01-01,true,false,AVAILABLE,3,-1.74942833128,false,true,false
v2,quarterly,true_oos,T2,H1,2025-03,NG,2020-02-03,true,false,AVAILABLE,3,0.359414783955,true,false,false
v2,quarterly,true_oos,T2,H1,2025-04,Si,2020-01-01,true,false,AVAILABLE,2,0.284315740531,true,false,false
v2,quarterly,true_oos,T2,H1,2025-04,CNY,2022-04-21,true,false,AVAILABLE,1,-0.813084300942,false,true,false
v2,quarterly,true_oos,T2,H1,2025-04,GD,2020-01-01,true,false,AVAILABLE,1,3.95450441467,true,false,false
v2,quarterly,true_oos,T2,H1,2025-04,BR,2020-01-01,true,false,AVAILABLE,2,0.767921401601,true,false,false
v2,quarterly,true_oos,T2,H1,2025-04,MIX,2020-01-01,true,false,AVAILABLE,1,-1.00000096107,false,true,false
v2,quarterly,true_oos,T2,H1,2025-04,NG,2020-02-03,true,false,AVAILABLE,4,-0.530308178905,false,true,false
v2,quarterly,true_oos,T2,H1,2025-05,Si,2020-01-01,true,false,AVAILABLE,3,-2.7384577864,false,true,false
v2,quarterly,true_oos,T2,H1,2025-05,CNY,2022-04-21,true,false,AVAILABLE,1,-0.601501256069,false,true,false
v2,quarterly,true_oos,T2,H1,2025-05,GD,2020-01-01,true,false,AVAILABLE,3,-1.74658631614,false,true,false
v2,quarterly,true_oos,T2,H1,2025-05,BR,2020-01-01,true,false,AVAILABLE,1,-0.63941990919,false,true,false
v2,quarterly,true_oos,T2,H1,2025-05,MIX,2020-01-01,true,false,AVAILABLE,3,-0.224963160769,false,true,false
v2,quarterly,true_oos,T2,H1,2025-05,NG,2020-02-03,true,false,AVAILABLE,1,1.73817926596,true,false,false
v2,quarterly,true_oos,T2,H1,2025-06,Si,2020-01-01,true,false,AVAILABLE,3,5.29245974647,true,false,false
v2,quarterly,true_oos,T2,H1,2025-06,CNY,2022-04-21,true,false,AVAILABLE,2,-1.60381919139,false,true,false
v2,quarterly,true_oos,T2,H1,2025-06,GD,2020-01-01,true,false,NO_TRADES,0,0,false,false,true
v2,quarterly,true_oos,T2,H1,2025-06,BR,2020-01-01,true,false,AVAILABLE,2,-0.191110879285,false,true,false
v2,quarterly,true_oos,T2,H1,2025-06,MIX,2020-01-01,true,false,AVAILABLE,4,-1.80097486203,false,true,false
v2,quarterly,true_oos,T2,H1,2025-06,NG,2020-02-03,true,false,AVAILABLE,3,-2.09871080306,false,true,false
v2,quarterly,true_oos,T2,H1,2025-07,Si,2020-01-01,true,false,AVAILABLE,4,-1.96604345551,false,true,false
