scope,metric,trades,mean,median,p75,p90
ALL,MAE_R,12,0.403533636063,0.483470664979,0.581787548279,0.721915039554
ALL,MFE_R,12,2.44011544523,0.909917559585,2.00129192903,4.86299862294
WINNERS,MAE_R,4,0.327549186268,0.355812700666,0.518739583197,0.551036148349
WINNERS,MFE_R,4,6.02890142192,4.08376289113,7.37242151912,11.5387266529
LOSERS,MAE_R,8,0.44152586096,0.483470664979,0.640689290485,0.771903763552
LOSERS,MFE_R,8,0.64572245688,0.622466257625,0.886550525846,0.9634206624
