dimension,category,trades,win_rate,PF,expectancy_R,net_R,average_R,median_R,max_drawdown_contribution_R,average_holding_time
distance_from_EMA50,near,18,0.444444444444,1.36168209933,0.152048911692,2.73688041046,0.152048911692,-0.253324610063,-5.33907683405,96.6666666667
distance_from_EMA50,normal,83,0.361445783133,1.0656655282,0.0318163390016,2.64075613713,0.0318163390016,-0.418140485823,-17.2844203908,108.734939759
distance_from_EMA50,extended,1030,0.374757281553,1.16171986339,0.0797598191953,82.1526137712,0.0797598191953,-0.412811978144,-31.4219625765,100.902912621
distance_from_EMA100,near,28,0.357142857143,0.633546911458,-0.185689020191,-5.19929256534,-0.185689020191,-0.343616167704,-8.58481045717,88.3928571429
distance_from_EMA100,normal,52,0.461538461538,1.59103305765,0.229980263582,11.9589737063,0.229980263582,-0.15853595139,-7.9236120024,132.403846154
distance_from_EMA100,extended,1051,0.371075166508,1.15492476163,0.076851160017,80.7705691778,0.076851160017,-0.432373730006,-36.1372676437,100.223596575
distance_from_EMA200,near,5,0.6,0.690029690775,-0.07678182144,-0.3839091072,-0.07678182144,0.00520534247718,-1.23853509763,156
distance_from_EMA200,normal,33,0.333333333333,0.775707723701,-0.114738184154,-3.78636007709,-0.114738184154,-0.510111480675,-8.84567016239,88.6363636364
distance_from_EMA200,extended,1093,0.375114364135,1.17055618462,0.0838980050348,91.7005195031,0.0838980050348,-0.408844712557,-39.0616491409,101.546203111
