strategy_id,instrument,exit_configuration,friction_scenario,month,trades,net_result_ATR,expectancy_ATR,net_result_R,expectancy_R
NR-01,USDRUBF,STOP_1.0_TARGET_2.0,BASE,2026-02,1581,-1818.019041390123,-1.1499171672296793,-1818.019041390123,-1.1499171672296793
NR-01,USDRUBF,STOP_1.0_TARGET_2.0,BASE,2026-03,1789,-1407.229922695284,-0.7866014101147478,-1407.229922695284,-0.7866014101147478
NR-01,USDRUBF,STOP_1.0_TARGET_2.0,BASE,2026-04,1854,-1999.007414453831,-1.0782132764044396,-1999.007414453831,-1.0782132764044396
NR-01,USDRUBF,STOP_1.0_TARGET_2.0,BASE,2026-05,886,-1218.22807757054,-1.3749752568516254,-1218.22807757054,-1.3749752568516254
NR-01,USDRUBF,STOP_1.0_TARGET_2.0,GROSS,2026-01,1559,-81.31040035066955,-0.05215548450973031,-81.31040035066955,-0.05215548450973031
NR-01,USDRUBF,STOP_1.0_TARGET_2.0,GROSS,2026-02,1581,-43.703592980784876,-0.02764300631295691,-43.703592980784876,-0.02764300631295691
NR-01,USDRUBF,STOP_1.0_TARGET_2.0,GROSS,2026-03,1789,26.7331898462806,0.014943091026428507,26.7331898462806,0.014943091026428507
NR-01,USDRUBF,STOP_1.0_TARGET_2.0,GROSS,2026-04,1854,-97.77859276985383,-0.05273926255116172,-97.77859276985383,-0.05273926255116172
NR-01,USDRUBF,STOP_1.0_TARGET_2.0,GROSS,2026-05,886,-69.7277181063448,-0.0786994561019693,-69.7277181063448,-0.0786994561019693
NR-01,USDRUBF,STOP_1.0_TARGET_2.0,STRESS,2026-01,1559,-3089.9434626989287,-1.9820035039762212,-3089.9434626989287,-1.9820035039762212
NR-01,USDRUBF,STOP_1.0_TARGET_2.0,STRESS,2026-02,1581,-3592.33448979694,-2.272191328144807,-3592.33448979694,-2.272191328144807
NR-01,USDRUBF,STOP_1.0_TARGET_2.0,STRESS,2026-03,1789,-2841.193035234811,-1.5881459112547853,-2841.193035234811,-1.5881459112547853
NR-01,USDRUBF,STOP_1.0_TARGET_2.0,STRESS,2026-04,1854,-3900.2362361351065,-2.1036872902562602,-3900.2362361351065,-2.1036872902562602
NR-01,USDRUBF,STOP_1.0_TARGET_2.0,STRESS,2026-05,886,-2366.7284370331035,-2.6712510575994397,-2366.7284370331035,-2.6712510575994397
NR-01,USDRUBF,TIME_15,BASE,2026-01,849,-754.9270965983228,-0.8891956379249975,0.0,
NR-01,USDRUBF,TIME_15,BASE,2026-02,847,-1065.7318763490073,-1.258243065347116,0.0,
NR-01,USDRUBF,TIME_15,BASE,2026-03,994,-906.884767485995,-0.9123589210120674,0.0,
NR-01,USDRUBF,TIME_15,BASE,2026-04,1030,-1190.0627942116053,-1.1554007710792285,0.0,
NR-01,USDRUBF,TIME_15,BASE,2026-05,471,-659.6005515388832,-1.400425799445612,0.0,
NR-01,USDRUBF,TIME_15,GROSS,2026-01,849,47.742651513804894,0.05623398293734381,0.0,
NR-01,USDRUBF,TIME_15,GROSS,2026-02,847,-171.93691794945858,-0.20299518057787316,0.0,
NR-01,USDRUBF,TIME_15,GROSS,2026-03,994,-134.7324067153772,-0.1355456808001783,0.0,
NR-01,USDRUBF,TIME_15,GROSS,2026-04,1030,-152.99664345730528,-0.14854043054107308,0.0,
NR-01,USDRUBF,TIME_15,GROSS,2026-05,471,-70.69040570640148,-0.1500857870624235,0.0,
NR-01,USDRUBF,TIME_15,STRESS,2026-01,849,-1557.5968447093098,-1.834625258785995,0.0,
NR-01,USDRUBF,TIME_15,STRESS,2026-02,847,-1959.526834747286,-2.3134909501148595,0.0,
NR-01,USDRUBF,TIME_15,STRESS,2026-03,994,-1679.0371282555154,-1.6891721612228525,0.0,
NR-01,USDRUBF,TIME_15,STRESS,2026-04,1030,-2227.1289449644314,-2.162261111615953,0.0,
NR-01,USDRUBF,TIME_15,STRESS,2026-05,471,-1248.510697370528,-2.6507658118270236,0.0,
NR-01,USDRUBF,TIME_30,BASE,2026-01,470,-319.9243014130863,-0.6806900030065666,0.0,
NR-01,USDRUBF,TIME_30,BASE,2026-02,466,-671.0492845850944,-1.4400199240023484,0.0,
NR-01,USDRUBF,TIME_30,BASE,2026-03,554,-440.2210610440622,-0.7946228538701484,0.0,
NR-01,USDRUBF,TIME_30,BASE,2026-04,566,-499.08329783051175,-0.8817726110079713,0.0,
NR-01,USDRUBF,TIME_30,BASE,2026-05,256,-311.11194888546885,-1.2152810503338627,0.0,
NR-01,USDRUBF,TIME_30,GROSS,2026-01,470,120.30267868556423,0.2559631461394984,0.0,
NR-01,USDRUBF,TIME_30,GROSS,2026-02,466,-187.09235312795943,-0.4014857363260932,0.0,
NR-01,USDRUBF,TIME_30,GROSS,2026-03,554,-17.116910208731298,-0.03089694983525505,0.0,
NR-01,USDRUBF,TIME_30,GROSS,2026-04,566,57.51524962232202,0.10161704880268907,0.0,
NR-01,USDRUBF,TIME_30,GROSS,2026-05,256,10.144387230426437,0.03962651261885327,0.0,
NR-01,USDRUBF,TIME_30,STRESS,2026-01,470,-760.1512815111113,-1.6173431521513006,0.0,
NR-01,USDRUBF,TIME_30,STRESS,2026-02,466,-1155.0062160415416,-2.478554111677128,0.0,
NR-01,USDRUBF,TIME_30,STRESS,2026-03,554,-863.3252118787918,-1.5583487579039563,0.0,
NR-01,USDRUBF,TIME_30,STRESS,2026-04,566,-1055.6818452825546,-1.8651622708172342,0.0,
NR-01,USDRUBF,TIME_30,STRESS,2026-05,256,-632.3682850009076,-2.470188613284795,0.0,
NR-01,USDRUBF,TIME_60,BASE,2026-01,255,-158.12860096875576,-0.6201121606617873,0.0,
NR-01,USDRUBF,TIME_60,BASE,2026-02,248,-227.5013723174057,-0.9173442432153456,0.0,
NR-01,USDRUBF,TIME_60,BASE,2026-03,298,-266.5023027338573,-0.8943030293082459,0.0,
NR-01,USDRUBF,TIME_60,BASE,2026-04,302,-268.57186168578954,-0.8893108002840713,0.0,
NR-01,USDRUBF,TIME_60,BASE,2026-05,138,-253.59249744247853,-1.8376267930614387,0.0,
NR-01,USDRUBF,TIME_60,GROSS,2026-01,255,76.11345066360398,0.2984841202494274,0.0,
NR-01,USDRUBF,TIME_60,GROSS,2026-02,248,17.113046018096405,0.06900421781490486,0.0,
NR-01,USDRUBF,TIME_60,GROSS,2026-03,298,-41.03335139983852,-0.13769581006657222,0.0,
NR-01,USDRUBF,TIME_60,GROSS,2026-04,302,18.707936369820043,0.06194680917158955,0.0,
NR-01,USDRUBF,TIME_60,GROSS,2026-05,138,-82.2447796719168,-0.5959766642892522,0.0,
NR-01,USDRUBF,TIME_60,STRESS,2026-01,255,-392.37065260078265,-1.5387084415716967,0.0,
NR-01,USDRUBF,TIME_60,STRESS,2026-02,248,-472.1157906525602,-1.9036927042441942,0.0,
NR-01,USDRUBF,TIME_60,STRESS,2026-03,298,-491.9712540675556,-1.6509102485488443,0.0,
NR-01,USDRUBF,TIME_60,STRESS,2026-04,302,-555.8516597409908,-1.8405684097383803,0.0,
NR-01,USDRUBF,TIME_60,STRESS,2026-05,138,-424.9402152127968,-3.0792769218318607,0.0,
PD-01,CNYRUBF,STOP_0.5_TARGET_1.0,BASE,2026-01,60,-27.297455788973476,-0.45495759648289125,-54.59491157794695,-0.9099151929657825
PD-01,CNYRUBF,STOP_0.5_TARGET_1.0,BASE,2026-02,87,-49.0324365560311,-0.5635912247819667,-98.0648731120622,-1.1271824495639333
PD-01,CNYRUBF,STOP_0.5_TARGET_1.0,BASE,2026-03,96,-27.06746991844142,-0.28195281165043146,-54.13493983688284,-0.5639056233008629
PD-01,CNYRUBF,STOP_0.5_TARGET_1.0,BASE,2026-04,160,-76.25531865448718,-0.4765957415905449,-152.51063730897437,-0.9531914831810898
PD-01,CNYRUBF,STOP_0.5_TARGET_1.0,BASE,2026-05,71,-49.97168955112803,-0.7038266133961695,-99.94337910225606,-1.407653226792339
PD-01,CNYRUBF,STOP_0.5_TARGET_1.0,GROSS,2026-01,60,-3.191567384174852,-0.05319278973624753,-6.383134768349704,-0.10638557947249506
PD-01,CNYRUBF,STOP_0.5_TARGET_1.0,GROSS,2026-02,87,-10.672373949743964,-0.12267096493958579,-21.344747899487928,-0.24534192987917158
PD-01,CNYRUBF,STOP_0.5_TARGET_1.0,GROSS,2026-03,96,5.999999999999718,0.06249999999999706,11.999999999999435,0.12499999999999412
PD-01,CNYRUBF,STOP_0.5_TARGET_1.0,GROSS,2026-04,160,4.676612414203305,0.029228827588770656,9.35322482840661,0.05845765517754131
PD-01,CNYRUBF,STOP_0.5_TARGET_1.0,GROSS,2026-05,71,1.9231152773374707,0.02708613066672494,3.8462305546749413,0.05417226133344988
PD-01,CNYRUBF,STOP_0.5_TARGET_1.0,STRESS,2026-01,60,-51.40334419381492,-0.8567224032302486,-102.80668838762983,-1.7134448064604972
PD-01,CNYRUBF,STOP_0.5_TARGET_1.0,STRESS,2026-02,87,-87.39249916238637,-1.0045114846251306,-174.78499832477274,-2.0090229692502612
PD-01,CNYRUBF,STOP_0.5_TARGET_1.0,STRESS,2026-03,96,-60.1349398369413,-0.6264056233014719,-120.2698796738826,-1.2528112466029437
PD-01,CNYRUBF,STOP_0.5_TARGET_1.0,STRESS,2026-04,160,-157.18724972332143,-0.982420310770759,-314.37449944664286,-1.964840621541518
PD-01,CNYRUBF,STOP_0.5_TARGET_1.0,STRESS,2026-05,71,-101.86649437968572,-1.4347393574603622,-203.73298875937144,-2.8694787149207244
PD-01,CNYRUBF,STOP_0.5_TARGET_1.5,BASE,2026-01,60,-25.5474557889744,-0.42579092981624,-51.0949115779488,-0.85158185963248
PD-01,CNYRUBF,STOP_0.5_TARGET_1.5,BASE,2026-02,87,-47.26484745710692,-0.5432741087023784,-94.52969491421383,-1.0865482174047567
PD-01,CNYRUBF,STOP_0.5_TARGET_1.5,BASE,2026-03,96,-26.293397827131937,-0.273889560699291,-52.586795654263874,-0.547779121398582
PD-01,CNYRUBF,STOP_0.5_TARGET_1.5,BASE,2026-04,157,-65.81073975709592,-0.4191766863509294,-131.62147951419183,-0.8383533727018588
PD-01,CNYRUBF,STOP_0.5_TARGET_1.5,BASE,2026-05,70,-48.30524681935979,-0.6900749545622826,-96.61049363871957,-1.3801499091245653
PD-01,CNYRUBF,STOP_0.5_TARGET_1.5,GROSS,2026-01,60,-1.4415673841757775,-0.02402612306959629,-2.883134768351555,-0.04805224613919258
PD-01,CNYRUBF,STOP_0.5_TARGET_1.5,GROSS,2026-02,87,-8.904784850819784,-0.10235384885999751,-17.809569701639568,-0.20470769771999503
PD-01,CNYRUBF,STOP_0.5_TARGET_1.5,GROSS,2026-03,96,6.774072091309204,0.07056325095113754,13.548144182618408,0.14112650190227508
PD-01,CNYRUBF,STOP_0.5_TARGET_1.5,GROSS,2026-04,157,12.426612414205852,0.07915039754271244,24.853224828411705,0.15830079508542488
PD-01,CNYRUBF,STOP_0.5_TARGET_1.5,GROSS,2026-05,70,3.136395684829396,0.04480565264041995,6.272791369658792,0.0896113052808399
PD-01,CNYRUBF,STOP_0.5_TARGET_1.5,STRESS,2026-01,60,-49.65334419381585,-0.8275557365635975,-99.3066883876317,-1.655111473127195
PD-01,CNYRUBF,STOP_0.5_TARGET_1.5,STRESS,2026-02,87,-85.6249100634622,-0.9841943685455424,-171.2498201269244,-1.9683887370910849
PD-01,CNYRUBF,STOP_0.5_TARGET_1.5,STRESS,2026-03,96,-59.360867745631815,-0.6183423723503314,-118.72173549126363,-1.2366847447006628
PD-01,CNYRUBF,STOP_0.5_TARGET_1.5,STRESS,2026-04,157,-144.04809192853665,-0.9175037702454564,-288.0961838570733,-1.8350075404909127
PD-01,CNYRUBF,STOP_0.5_TARGET_1.5,STRESS,2026-05,70,-99.74688932364035,-1.4249555617662906,-199.4937786472807,-2.849911123532581
PD-01,CNYRUBF,STOP_0.5_TARGET_2.0,BASE,2026-01,58,-22.802249296608448,-0.3931422292518698,-45.604498593216896,-0.7862844585037396
PD-01,CNYRUBF,STOP_0.5_TARGET_2.0,BASE,2026-02,87,-46.264847457106384,-0.531779855828809,-92.52969491421277,-1.063559711657618
PD-01,CNYRUBF,STOP_0.5_TARGET_2.0,BASE,2026-03,95,-21.86496367223881,-0.2301575123393559,-43.72992734447762,-0.4603150246787118
PD-01,CNYRUBF,STOP_0.5_TARGET_2.0,BASE,2026-04,152,-67.7000833049445,-0.44539528490095065,-135.400166609889,-0.8907905698019013
PD-01,CNYRUBF,STOP_0.5_TARGET_2.0,BASE,2026-05,68,-46.65254885578236,-0.6860668949379759,-93.30509771156473,-1.3721337898759518
PD-01,CNYRUBF,STOP_0.5_TARGET_2.0,GROSS,2026-01,58,0.8084326158246706,0.013938493376287425,1.6168652316493413,0.02787698675257485
PD-01,CNYRUBF,STOP_0.5_TARGET_2.0,GROSS,2026-02,87,-7.904784850819247,-0.09085959598642813,-15.809569701638495,-0.18171919197285627
PD-01,CNYRUBF,STOP_0.5_TARGET_2.0,GROSS,2026-03,95,10.774072091309861,0.11341128517168275,21.548144182619723,0.2268225703433655
PD-01,CNYRUBF,STOP_0.5_TARGET_2.0,GROSS,2026-04,152,7.329210370151596,0.048218489277313134,14.658420740303193,0.09643697855462627
PD-01,CNYRUBF,STOP_0.5_TARGET_2.0,GROSS,2026-05,68,3.922851527388321,0.057688993049828254,7.845703054776642,0.11537798609965651
PD-01,CNYRUBF,STOP_0.5_TARGET_2.0,STRESS,2026-01,58,-46.41293120908351,-0.8002229518807502,-92.82586241816702,-1.6004459037615004
PD-01,CNYRUBF,STOP_0.5_TARGET_2.0,STRESS,2026-02,87,-84.62491006346166,-0.972700115671973,-169.2498201269233,-1.945400231343946
PD-01,CNYRUBF,STOP_0.5_TARGET_2.0,STRESS,2026-03,95,-54.503999435845465,-0.5737263098510049,-109.00799887169093,-1.1474526197020098
PD-01,CNYRUBF,STOP_0.5_TARGET_2.0,STRESS,2026-04,152,-142.72937698017387,-0.9390090590800912,-285.45875396034774,-1.8780181181601825
PD-01,CNYRUBF,STOP_0.5_TARGET_2.0,STRESS,2026-05,68,-97.22794923904289,-1.4298227829271013,-194.45589847808577,-2.8596455658542026
PD-01,CNYRUBF,STOP_1.0_TARGET_1.0,BASE,2026-01,52,-24.229836370052936,-0.4659583917317872,-24.229836370052936,-0.4659583917317872
PD-01,CNYRUBF,STOP_1.0_TARGET_1.0,BASE,2026-02,69,-27.462568752690686,-0.39800824279261865,-27.462568752690686,-0.39800824279261865
PD-01,CNYRUBF,STOP_1.0_TARGET_1.0,BASE,2026-03,88,-16.251373041618184,-0.1846746936547521,-16.251373041618184,-0.1846746936547521
PD-01,CNYRUBF,STOP_1.0_TARGET_1.0,BASE,2026-04,136,-53.37670817869395,-0.3924757954315732,-53.37670817869395,-0.3924757954315732
PD-01,CNYRUBF,STOP_1.0_TARGET_1.0,BASE,2026-05,62,-41.99374910139727,-0.6773185338935044,-41.99374910139727,-0.6773185338935044
PD-01,CNYRUBF,STOP_1.0_TARGET_1.0,GROSS,2026-01,52,-4.0000000000007585,-0.07692307692309151,-4.0000000000007585,-0.07692307692309151
PD-01,CNYRUBF,STOP_1.0_TARGET_1.0,GROSS,2026-02,69,3.0000000000011187,0.04347826086958143,3.0000000000011187,0.04347826086958143
PD-01,CNYRUBF,STOP_1.0_TARGET_1.0,GROSS,2026-03,88,14.000000000000446,0.15909090909091417,14.000000000000446,0.15909090909091417
PD-01,CNYRUBF,STOP_1.0_TARGET_1.0,GROSS,2026-04,136,13.917134799344232,0.10233187352458994,13.917134799344232,0.10233187352458994
PD-01,CNYRUBF,STOP_1.0_TARGET_1.0,GROSS,2026-05,62,3.9103535704899475,0.06307021887887013,3.9103535704899475,0.06307021887887013
PD-01,CNYRUBF,STOP_1.0_TARGET_1.0,STRESS,2026-01,52,-44.45967274014105,-0.8549937065411741,-44.45967274014105,-0.8549937065411741
PD-01,CNYRUBF,STOP_1.0_TARGET_1.0,STRESS,2026-02,69,-57.92513750543661,-0.8394947464556031,-57.92513750543661,-0.8394947464556031
PD-01,CNYRUBF,STOP_1.0_TARGET_1.0,STRESS,2026-03,88,-46.502746083290546,-0.528440296401029,-46.502746083290546,-0.528440296401029
PD-01,CNYRUBF,STOP_1.0_TARGET_1.0,STRESS,2026-04,136,-120.67055115685167,-0.8872834643886153,-120.67055115685167,-0.8872834643886153
PD-01,CNYRUBF,STOP_1.0_TARGET_1.0,STRESS,2026-05,62,-87.89785177336603,-1.417707286667194,-87.89785177336603,-1.417707286667194
PD-01,CNYRUBF,STOP_1.0_TARGET_1.5,BASE,2026-01,51,-23.542686674869607,-0.4616213073503845,-23.542686674869607,-0.4616213073503845
PD-01,CNYRUBF,STOP_1.0_TARGET_1.5,BASE,2026-02,63,-29.075758350261633,-0.4615199738136767,-29.075758350261633,-0.4615199738136767
PD-01,CNYRUBF,STOP_1.0_TARGET_1.5,BASE,2026-03,80,-12.372566252877208,-0.1546570781609651,-12.372566252877208,-0.1546570781609651
PD-01,CNYRUBF,STOP_1.0_TARGET_1.5,BASE,2026-04,128,-41.550762084267284,-0.32461532878333815,-41.550762084267284,-0.32461532878333815
PD-01,CNYRUBF,STOP_1.0_TARGET_1.5,BASE,2026-05,55,-34.42001279274345,-0.6258184144135173,-34.42001279274345,-0.6258184144135173
PD-01,CNYRUBF,STOP_1.0_TARGET_1.5,GROSS,2026-01,51,-3.499999999999628,-0.06862745098038486,-3.499999999999628,-0.06862745098038486
PD-01,CNYRUBF,STOP_1.0_TARGET_1.5,GROSS,2026-02,63,-0.8457473754583298,-0.013424561515211583,-0.8457473754583298,-0.013424561515211583
PD-01,CNYRUBF,STOP_1.0_TARGET_1.5,GROSS,2026-03,80,14.933537053634234,0.18666921317042792,14.933537053634234,0.18666921317042792
PD-01,CNYRUBF,STOP_1.0_TARGET_1.5,GROSS,2026-04,128,21.917134799341955,0.17122761561985902,21.917134799341955,0.17122761561985902
PD-01,CNYRUBF,STOP_1.0_TARGET_1.5,GROSS,2026-05,55,2.3246113293353368,0.04226566053336976,2.3246113293353368,0.04226566053336976
PD-01,CNYRUBF,STOP_1.0_TARGET_1.5,STRESS,2026-01,51,-43.58537334977519,-0.8546151637210821,-43.58537334977519,-0.8546151637210821
PD-01,CNYRUBF,STOP_1.0_TARGET_1.5,STRESS,2026-02,63,-57.30576932511509,-0.9096153861129379,-57.30576932511509,-0.9096153861129379
PD-01,CNYRUBF,STOP_1.0_TARGET_1.5,STRESS,2026-03,80,-39.67866955943716,-0.4959833694929645,-39.67866955943716,-0.4959833694929645
PD-01,CNYRUBF,STOP_1.0_TARGET_1.5,STRESS,2026-04,128,-105.01865896798927,-0.8204582731874162,-105.01865896798927,-0.8204582731874162
PD-01,CNYRUBF,STOP_1.0_TARGET_1.5,STRESS,2026-05,55,-71.16463691488752,-1.2939024893615914,-71.16463691488752,-1.2939024893615914
PD-01,CNYRUBF,STOP_1.0_TARGET_2.0,BASE,2026-01,51,-23.04950012759926,-0.4519509828941031,-23.04950012759926,-0.4519509828941031
PD-01,CNYRUBF,STOP_1.0_TARGET_2.0,BASE,2026-02,60,-21.29925604552869,-0.3549876007588115,-21.29925604552869,-0.3549876007588115
PD-01,CNYRUBF,STOP_1.0_TARGET_2.0,BASE,2026-03,79,-7.130979212846421,-0.09026555965628381,-7.130979212846421,-0.09026555965628381
PD-01,CNYRUBF,STOP_1.0_TARGET_2.0,BASE,2026-04,124,-38.744832632133964,-0.3124583276784997,-38.744832632133964,-0.3124583276784997
PD-01,CNYRUBF,STOP_1.0_TARGET_2.0,BASE,2026-05,54,-27.590617906161693,-0.510937368632624,-27.590617906161693,-0.510937368632624
PD-01,CNYRUBF,STOP_1.0_TARGET_2.0,GROSS,2026-01,51,-2.99999999999974,-0.05882352941175961,-2.99999999999974,-0.05882352941175961
PD-01,CNYRUBF,STOP_1.0_TARGET_2.0,GROSS,2026-02,60,5.6542526245429325,0.0942375437423822,5.6542526245429325,0.0942375437423822
PD-01,CNYRUBF,STOP_1.0_TARGET_2.0,GROSS,2026-03,79,19.933537053633103,0.252323253843457,19.933537053633103,0.252323253843457
PD-01,CNYRUBF,STOP_1.0_TARGET_2.0,GROSS,2026-04,124,20.702648408443068,0.16695684200357314,20.702648408443068,0.16695684200357314
PD-01,CNYRUBF,STOP_1.0_TARGET_2.0,GROSS,2026-05,54,7.785467116160532,0.14417531696593577,7.785467116160532,0.14417531696593577
PD-01,CNYRUBF,STOP_1.0_TARGET_2.0,STRESS,2026-01,51,-43.099000255234394,-0.845078436377145,-43.099000255234394,-0.845078436377145
PD-01,CNYRUBF,STOP_1.0_TARGET_2.0,STRESS,2026-02,60,-48.2527647156482,-0.8042127452608033,-48.2527647156482,-0.8042127452608033
PD-01,CNYRUBF,STOP_1.0_TARGET_2.0,STRESS,2026-03,79,-34.195495479374024,-0.4328543731566332,-34.195495479374024,-0.4328543731566332
PD-01,CNYRUBF,STOP_1.0_TARGET_2.0,STRESS,2026-04,124,-98.1923136728166,-0.7918734973614242,-98.1923136728166,-0.7918734973614242
PD-01,CNYRUBF,STOP_1.0_TARGET_2.0,STRESS,2026-05,54,-62.966702928546766,-1.1660500542323475,-62.966702928546766,-1.1660500542323475
PD-01,CNYRUBF,TIME_15,BASE,2026-01,39,-58.78214470022935,-1.5072344794930603,0.0,
PD-01,CNYRUBF,TIME_15,BASE,2026-02,49,-54.40396509102823,-1.110285001857719,0.0,
PD-01,CNYRUBF,TIME_15,BASE,2026-03,62,-13.099079280674609,-0.2112754722689453,0.0,
PD-01,CNYRUBF,TIME_15,BASE,2026-04,98,-32.29050204792729,-0.3294949188564009,0.0,
PD-01,CNYRUBF,TIME_15,BASE,2026-05,41,-27.605816351020845,-0.6733125939273377,0.0,
PD-01,CNYRUBF,TIME_15,GROSS,2026-01,39,-43.2751628110921,-1.1096195592587719,0.0,
PD-01,CNYRUBF,TIME_15,GROSS,2026-02,49,-32.80203452586979,-0.669429276038159,0.0,
PD-01,CNYRUBF,TIME_15,GROSS,2026-03,62,8.23920241421492,0.1328903615195955,0.0,
PD-01,CNYRUBF,TIME_15,GROSS,2026-04,98,17.374808486330586,0.17729396414623047,0.0,
PD-01,CNYRUBF,TIME_15,GROSS,2026-05,41,0.1359026784070549,0.003314699473342802,0.0,
PD-01,CNYRUBF,TIME_15,STRESS,2026-01,39,-74.28912658939416,-1.9048493997280553,0.0,
PD-01,CNYRUBF,TIME_15,STRESS,2026-02,49,-76.00589565622505,-1.5511407276780622,0.0,
PD-01,CNYRUBF,TIME_15,STRESS,2026-03,62,-34.43736097560203,-0.5554413060580973,0.0,
PD-01,CNYRUBF,TIME_15,STRESS,2026-04,98,-81.9558125822734,-0.8362838018599326,0.0,
PD-01,CNYRUBF,TIME_15,STRESS,2026-05,41,-55.34753538049803,-1.3499398873292203,0.0,
PD-01,CNYRUBF,TIME_30,BASE,2026-01,28,-71.59136458525094,-2.556834449473248,0.0,
PD-01,CNYRUBF,TIME_30,BASE,2026-02,41,-70.95266262288803,-1.730552746899708,0.0,
PD-01,CNYRUBF,TIME_30,BASE,2026-03,49,-14.077681966503544,-0.28729963196946007,0.0,
PD-01,CNYRUBF,TIME_30,BASE,2026-04,75,-17.630669418386343,-0.23507559224515126,0.0,
PD-01,CNYRUBF,TIME_30,BASE,2026-05,30,-19.781897554887806,-0.6593965851629269,0.0,
PD-01,CNYRUBF,TIME_30,GROSS,2026-01,28,-60.29908130325596,-2.1535386179734273,0.0,
PD-01,CNYRUBF,TIME_30,GROSS,2026-02,41,-52.22418859749738,-1.273760697499936,0.0,
PD-01,CNYRUBF,TIME_30,GROSS,2026-03,49,2.5664066921959616,0.05237564677950942,0.0,
PD-01,CNYRUBF,TIME_30,GROSS,2026-04,75,18.121117264824516,0.24161489686432688,0.0,
PD-01,CNYRUBF,TIME_30,GROSS,2026-05,30,1.3947890648191157,0.04649296882730385,0.0,
PD-01,CNYRUBF,TIME_30,STRESS,2026-01,28,-82.88364786726599,-2.9601302809737855,0.0,
PD-01,CNYRUBF,TIME_30,STRESS,2026-02,41,-89.68113664831193,-2.187344796300291,0.0,
PD-01,CNYRUBF,TIME_30,STRESS,2026-03,49,-30.721770625232615,-0.626974910719033,0.0,
PD-01,CNYRUBF,TIME_30,STRESS,2026-04,75,-53.382456101660715,-0.7117660813554761,0.0,
PD-01,CNYRUBF,TIME_30,STRESS,2026-05,30,-40.95858417463235,-1.3652861391544115,0.0,
PD-01,CNYRUBF,TIME_60,BASE,2026-01,24,-70.54936399136062,-2.9395568329733592,0.0,
PD-01,CNYRUBF,TIME_60,BASE,2026-02,31,12.05787715015637,0.3889637790373023,0.0,
PD-01,CNYRUBF,TIME_60,BASE,2026-03,39,26.446183051964834,0.6781072577426881,0.0,
PD-01,CNYRUBF,TIME_60,BASE,2026-04,57,-17.52419034000212,-0.3074419357895109,0.0,
PD-01,CNYRUBF,TIME_60,BASE,2026-05,23,-28.860705342962305,-1.2548132757809698,0.0,
PD-01,CNYRUBF,TIME_60,GROSS,2026-01,24,-60.89948099868607,-2.537478374945253,0.0,
PD-01,CNYRUBF,TIME_60,GROSS,2026-02,31,26.01878927404114,0.8393157830335851,0.0,
PD-01,CNYRUBF,TIME_60,GROSS,2026-03,39,39.255702488976766,1.0065564740763273,0.0,
PD-01,CNYRUBF,TIME_60,GROSS,2026-04,57,9.412467104469803,0.16513100183280355,0.0,
PD-01,CNYRUBF,TIME_60,GROSS,2026-05,23,-12.940596539710192,-0.5626346321613127,0.0,
PD-01,CNYRUBF,TIME_60,STRESS,2026-01,24,-80.1992469840523,-3.341635291002179,0.0,
PD-01,CNYRUBF,TIME_60,STRESS,2026-02,31,-1.903034973753214,-0.06138822495978109,0.0,
PD-01,CNYRUBF,TIME_60,STRESS,2026-03,39,13.636663614930157,0.34965804140846557,0.0,
PD-01,CNYRUBF,TIME_60,STRESS,2026-04,57,-44.460847784521896,-0.7800148734126648,0.0,
PD-01,CNYRUBF,TIME_60,STRESS,2026-05,23,-44.7808141462427,-1.9469919194018563,0.0,
PD-01,USDRUBF,STOP_0.5_TARGET_1.0,BASE,2026-01,65,-44.40041285467486,-0.6830832746873056,-88.80082570934972,-1.3661665493746111
PD-01,USDRUBF,STOP_0.5_TARGET_1.0,BASE,2026-02,68,-56.84221779646441,-0.8359149675950649,-113.68443559292882,-1.6718299351901298
PD-01,USDRUBF,STOP_0.5_TARGET_1.0,BASE,2026-03,132,-74.90968219340792,-0.5674975923743024,-149.81936438681583,-1.1349951847486048
PD-01,USDRUBF,STOP_0.5_TARGET_1.0,BASE,2026-04,139,-126.25702144165058,-0.9083238952636732,-252.51404288330116,-1.8166477905273464
PD-01,USDRUBF,STOP_0.5_TARGET_1.0,BASE,2026-05,56,-53.44572423235878,-0.9543879327206924,-106.89144846471756,-1.908775865441385
PD-01,USDRUBF,STOP_0.5_TARGET_1.0,GROSS,2026-01,65,-3.7832742400531756,-0.05820421907774116,-7.566548480106351,-0.11640843815548232
PD-01,USDRUBF,STOP_0.5_TARGET_1.0,GROSS,2026-02,68,-13.820678484695316,-0.20324527183375465,-27.641356969390632,-0.4064905436675093
PD-01,USDRUBF,STOP_0.5_TARGET_1.0,GROSS,2026-03,132,-2.1587167487696446,-0.016353914763406398,-4.317433497539289,-0.032707829526812796
PD-01,USDRUBF,STOP_0.5_TARGET_1.0,GROSS,2026-04,139,-24.026622746668732,-0.17285340105517075,-48.053245493337464,-0.3457068021103415
PD-01,USDRUBF,STOP_0.5_TARGET_1.0,GROSS,2026-05,56,0.4190825659611259,0.00748361724930582,0.8381651319222518,0.01496723449861164
PD-01,USDRUBF,STOP_0.5_TARGET_1.0,STRESS,2026-01,65,-85.01755146923882,-1.307962330295982,-170.03510293847765,-2.615924660591964
