instrument,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
CNYRUBF,9,1.77825336845,0.544587306684,4.90128576016,-4.15300007327,1.18017955061,0.222222222222,119,0.420432899809,2.41246059734
