direction,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
LONG,6,1.856969665,0.357548424738,2.14529054843,-1.90527198482,1.12597601053,0.5,239.833333333,0.318858489302,1.79449343794
SHORT,4,1.47986668206,0.234752147005,0.93900858802,-1.95681138766,0.479866682063,0.5,129.75,0.485607817537,2.05164697776
