instrument,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
USDRUBF,10,1.69152267582,0.308429913645,3.08429913645,-3.20457948323,0.962466105955,0.5,195.8,0.385558220596,1.89735485387
