candidate_id,strategy,timeframe,phase3_robustness_classification,phase4_walk_forward_verdict,phase2_PF,phase4_PF,true_oos_PF,PF_decay_phase2_to_oos,phase2_expectancy,phase4_expectancy,true_oos_expectancy,expectancy_decay_phase2_to_oos,phase2_max_drawdown,phase4_max_drawdown,true_oos_max_drawdown,drawdown_expansion_vs_phase4,phase2_trade_frequency,phase4_forward_trades,true_oos_annualized_trade_frequency,oos_observation_days,true_oos_classification
T2_M30_candidate_v2,T2,M30,ROBUST_READY,WALK_FORWARD_BORDERLINE,1.38439307062,1.13601833652,1.63039345829,0.246000387674,0.179005404674,0.0670674887979,0.320392056582,0.141386651908,-33.5282069751,-13.5709264558,-17.9033585907,4.33243213487,196.4,210,256.781293739,621.583333333,BORDERLINE
T2_H1_candidate_v2,T2,H1,BORDERLINE,WALK_FORWARD_BORDERLINE,1.49070753729,1.67624286881,1.26998883491,-0.220718702379,0.224423840621,0.286542923393,0.130412238202,-0.0940116024189,-14.9346837251,-6.50691086667,-21.6276414509,15.1207305843,129.8,117,174.517263708,621.583333333,BORDERLINE
T3_M30_candidate_v2,T3,M30,ROBUST_READY,WALK_FORWARD_BORDERLINE,1.36261268342,1.18734689622,1.45560747392,0.0929947905011,0.162875006507,0.0910723949192,0.223137946374,0.0602629398668,-22.5343558886,-13.6481471103,-19.3664410121,5.7182939018,316.2,324,410.144949725,621.583333333,BORDERLINE
T3_H1_candidate_v2,T3,H1,ROBUST_READY,WALK_FORWARD_BORDERLINE,1.46328578667,1.60681155027,1.40704236492,-0.0562434217477,0.203160457152,0.306220669414,0.196743940046,-0.00641651710559,-16.2129477802,-11.0387762622,-27.3221288716,16.2833526094,142.8,95,192.145270143,621.583333333,BORDERLINE
