iterations,seed,trades,mean_R_2.5%,mean_R_5%,mean_R_50%,mean_R_95%,mean_R_97.5%,probability_mean_R_gt_0
10000,5102025,172,0.0559450188034,0.104345019085,0.374228853775,0.671572121185,0.731832177361,0.9919
