month,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
2025-01,4,16.0603445708,0.683382590966,2.73353036386,-0.181505167496,0.75,0.971678510453,-0.181505167496,15.0603445708
2025-02,3,2.63761439284,0.545888180533,1.6376645416,-1.00003062306,0.666666666667,1.31884758233,-1.00003062306,1.63761439284
2025-03,5,1.7534969612,0.301684718822,1.50842359411,-2.00189738218,0.6,1.1701069921,-1.00094869109,0.753496961199
2025-04,6,1.44243610038,0.14876650688,0.892599041283,-1.72642747064,0.333333333333,1.45503167485,-0.504366077106,0.517020874878
2025-05,6,0.473205212543,-0.359055759832,-2.15433455899,-2.15433455899,0.166666666667,1.93517925224,-0.817902762247,-1
2025-06,5,0,-0.804254196123,-4.02127098062,-4.02127098062,0,,-0.804254196123,-1
2025-07,11,2.8852079954,0.898758160863,9.88633976949,-5.09345084568,0.454545454545,3.02610073984,-0.87402732162,1.94099051292
2025-08,7,0,-0.713704618443,-4.9959323291,-4.9959323291,0,,-0.713704618443,-1
2025-09,9,3.04010704674,0.906850375677,8.16165338109,-3.00028977522,0.555555555556,2.43245078699,-1.00015013846,2.72028836964
2025-10,12,1.68116032055,0.455154425829,5.46185310995,-4.09087394291,0.25,4.49343590544,-0.890939400707,1.33513112019
2025-11,9,1.43128098028,0.25012494173,2.25112447557,-2.7916818543,0.333333333333,2.49024943014,-0.869937302477,0.806368559549
2025-12,11,0.937482842831,-0.0263646797055,-0.29001147676,-1.9701865014,0.454545454545,0.869779740477,-0.773151696524,-0.147200012057
2026-01,6,0.18269477184,-0.436562535966,-2.61937521579,-2.61937521579,0.166666666667,0.585517063789,-0.640978455917,-1
2026-02,8,0.844476552819,-0.0727543716948,-0.582034973558,-3.51081120302,0.25,1.58019545284,-0.623737646539,-0.165783615211
2026-03,6,1.62077772151,0.348669346421,2.09201607853,-1.76894736278,0.333333333333,2.73100413855,-0.842498049641,1.18263331207
2026-04,12,7.00926896249,1.93617485763,23.2340982915,-1.35247802292,0.5,4.51674585386,-0.644396138603,17.1789100434
2026-05,10,1.39910063627,0.185120803787,1.85120803787,-2.768159222,0.5,1.29793145302,-0.927689845446,0.668750562887
2026-06,8,0.745770985524,-0.141541840234,-1.13233472187,-2.45375772266,0.375,1.10722004359,-0.890798970529,-0.461469651797
2026-07,14,3.103611464,0.788297599205,11.0361663889,-2.36331549858,0.428571428571,2.71374357141,-0.655786879951,4.66978124398
2026-08,13,3.46959571168,1.26677706389,16.4681018306,-5.48513807907,0.461538461538,3.85607350094,-0.952619882142,3.00231308551
2026-09,7,0,-0.8405360316,-5.8837522212,-5.8837522212,0,,-0.8405360316,-1
