year,total_trades,PF,expectancy,net_R,max_drawdown,win_rate,average_win,average_loss,recovery_factor
2025,88,1.46383297864,0.239450442403,21.0716389315,-12.629214942,0.363636363636,2.0781564568,-0.811238708679,1.66848367284
2026,84,2.08252259502,0.529334446369,44.464093495,-6.26380944245,0.369047619048,2.7593100387,-0.774990900088,7.09857059088
