year,month,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,1,4,0.484244600195,-0.329667343862,-1.31866937545,-2.13914686709,-0.616446395399,0.25
2023,2,3,0.339966642116,-0.171934068376,-0.515802205129,-0.781478994915,-0.660033357884,0.666666666667
2023,3,4,2.99897271392,0.741841455364,2.96736582146,-1.09111661805,2.71956798418,0.5
2023,4,3,6.72157153289,1.44219990383,4.32659971149,-0.756190792445,5.72157153289,0.666666666667
2023,5,2,0,-0.255689269908,-0.511378539816,-0.511378539816,-1,0
2023,6,2,25.1973131096,2.92345403805,5.84690807609,-0.241634600074,24.1973131096,0.5
2023,7,2,1.78329061492,0.398457676654,0.796915353309,-1.01739423163,0.78329061492,0.5
2023,8,7,3.1370020999,0.465724768256,3.26007337779,-1.0310707525,3.1618328518,0.571428571429
2023,9,3,1.2889148288,0.140018892651,0.420056677954,-1.45391179713,0.288914828798,0.333333333333
2023,10,6,2.99263522579,0.859402836052,5.15641701631,-2.11543823247,2.43751717122,0.5
2023,11,4,3.85484939868,1.00926505976,4.03706023903,-1.07093025321,3.76967615483,0.5
2023,12,3,0,-0.675570906748,-2.02671272024,-2.02671272024,-1,0
2024,1,4,1.72857987583,0.143081177094,0.572324708376,-0.785534609673,0.72857987583,0.5
2024,2,7,0.38824467175,-0.303461250375,-2.12422875262,-3.47235022652,-0.61175532825,0.285714285714
2024,3,3,0.339898952445,-0.46155230649,-1.38465691947,-2.09764387528,-0.660101047555,0.333333333333
2024,4,4,1.63346769883,0.239338990835,0.957355963341,-1.41124249389,0.67837807286,0.5
2024,5,7,0.152254337037,-0.602545898468,-4.21782128928,-4.21782128928,-1,0.142857142857
2024,6,1,0,-0.693910056245,-0.693910056245,-0.693910056245,-1,0
2024,7,4,2.00055119616,0.404880690411,1.61952276164,-1.04432397114,1.5507857776,0.5
2024,8,3,2.20998092098,0.456071849525,1.36821554858,-1.13077448152,1.20998092098,0.333333333333
2024,9,5,1.61337159256,0.256509471866,1.28254735933,-1.17994021995,1.08695960833,0.6
2024,10,4,1.16408656494,0.0722070213457,0.288828085383,-1.76021775751,0.164086564944,0.5
2024,11,3,0,-0.528373224273,-1.58511967282,-1.58511967282,-1,0
2024,12,6,1.42251866384,0.196191053267,1.1771463196,-2.12756975697,0.553282126589,0.166666666667
