direction,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
LONG,59,1.90555875212,0.343651171133,20.2754190968,-5.98663402865,3.38678111937,0.457627118644
SHORT,35,0.968802348271,-0.0164680459491,-0.576381608219,-8.13693162909,-0.0708352527086,0.257142857143
