year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,43,2.37179327402,0.521833335646,22.4388334328,-3.09764297346,7.24384108339,0.441860465116
2024,51,0.888207253052,-0.0537214891016,-2.73979594418,-8.81138252817,-0.310938259169,0.333333333333
