trade_id,strategy_id,symbol,direction,pullback_time,confirmation_time,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,impulse_reference_time,setup_age_bars,quantity,instrument,strategy,timeframe_pair,net_R
T2-CNY-000001,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-01-26 12:00:00+03:00,2023-01-26 13:00:00+03:00,2023-01-26 13:00:00+03:00,10.26,10.2073212785,0.0526787215399,52.6787215399,2023-01-27 10:30:00+03:00,10.24,EMA50_TREND_LOSS,25,-0.379659935081,0.0379659935081,-0.41762592859,0.759319870163,0.759319870163,2023-01-26 11:30:00+03:00,2,18982.9967541,CNYRUBF,T2,H1_M30,-0.41762592859
T2-Si-000001,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-01-31 11:00:00+03:00,2023-01-31 12:30:00+03:00,2023-01-31 12:30:00+03:00,70.64,70.3049790744,0.33502092562,335.02092562,2023-01-31 17:30:00+03:00,70.3922720391,ATR_TRAILING_STOP,10,-0.739440261695,0.00596977635441,-0.745410038049,0.656675398985,0.507430990125,2023-01-31 10:30:00+03:00,3,2984.88817721,USDRUBF,T2,H1_M30,-0.745410038049
T2-Si-000002,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-02-01 11:00:00+03:00,2023-02-01 12:30:00+03:00,2023-02-01 12:30:00+03:00,70.3,70.0328829524,0.267117047562,267.117047562,2023-02-01 14:00:00+03:00,70.11,EMA50_TREND_LOSS,3,-0.711298667509,0.00748735439483,-0.718786021904,0.561551579613,0.0374367719742,2023-02-01 10:00:00+03:00,3,3715.7714518,USDRUBF,T2,H1_M30,-0.718786021904
T2-CNY-000002,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-02-09 14:00:00+03:00,2023-02-09 14:30:00+03:00,2023-02-09 14:30:00+03:00,10.76,10.7169460618,0.0430539381664,43.0539381664,2023-02-10 09:30:00+03:00,10.7283542517,ATR_TRAILING_STOP,20,-0.735025636983,0.0464533579314,-0.781478994915,0.69680036897,0.69680036897,2023-02-09 13:30:00+03:00,1,23129.678332,CNYRUBF,T2,H1_M30,-0.781478994915
T2-Si-000003,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-02-09 17:00:00+03:00,2023-02-09 18:00:00+03:00,2023-02-09 18:00:00+03:00,72.99,72.6635534688,0.326446531182,326.446531182,2023-02-10 09:30:00+03:00,72.738226599,ATR_TRAILING_STOP,13,-0.771254637161,0.00612657758303,-0.777381214744,0.551391982473,0.275695991237,2023-02-09 16:30:00+03:00,2,3018.60036577,USDRUBF,T2,H1_M30,-0.777381214744
T2-Si-000004,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-02-10 23:30:00+03:00,2023-02-13 09:30:00+03:00,2023-02-13 09:30:00+03:00,73.42,73.0837434997,0.336256500341,336.256500341,2023-02-13 20:30:00+03:00,73.4704604152,ATR_TRAILING_STOP,22,0.15006524836,0.00594784040745,0.144117407952,0.565044838708,1.2787856876,2023-02-10 22:30:00+03:00,2,2907.75408841,USDRUBF,T2,H1_M30,0.144117407952
T2-CNY-000003,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-02-13 09:30:00+03:00,2023-02-13 10:30:00+03:00,2023-02-13 10:30:00+03:00,10.78,10.7068687065,0.0731312934967,73.1312934967,2023-02-14 16:30:00+03:00,10.7999577304,ATR_TRAILING_STOP,42,0.272902739683,0.0273480736409,0.245554666042,0.273480736409,1.09392294563,2023-02-10 22:30:00+03:00,2,13510.5170456,CNYRUBF,T2,H1_M30,0.245554666042
T2-Si-000005,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-02-14 23:30:00+03:00,2023-02-15 09:30:00+03:00,2023-02-15 09:30:00+03:00,73.76,73.5255011448,0.234498855245,234.498855245,2023-02-17 11:00:00+03:00,74.8475739943,ATR_TRAILING_STOP,63,4.63786483372,0.00852882628321,4.62933600744,0.298508919912,5.88489013542,2023-02-14 19:30:00+03:00,2,4175.54415054,USDRUBF,T2,H1_M30,4.62933600744
T2-Si-000006,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-02-21 11:30:00+03:00,2023-02-21 12:30:00+03:00,2023-02-21 12:30:00+03:00,74.88,74.5717677859,0.308232214113,308.232214113,2023-02-21 13:00:00+03:00,74.5717677859,INITIAL_STOP,1,-1,0.00648861445503,-1.00648861446,0,0,2023-02-21 11:00:00+03:00,2,3323.75688795,USDRUBF,T2,H1_M30,-1.00648861446
T2-Si-000007,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-02-21 15:00:00+03:00,2023-02-21 16:00:00+03:00,2023-02-21 16:00:00+03:00,74.83,74.4364361149,0.393563885062,393.563885062,2023-02-22 10:00:00+03:00,74.6238419387,ATR_TRAILING_STOP,18,-0.523823625842,0.00508176709275,-0.528905392935,0.686038557521,0.508176709275,2023-02-21 12:30:00+03:00,2,2576.90712653,USDRUBF,T2,H1_M30,-0.528905392935
T2-Si-000008,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-02-24 19:30:00+03:00,2023-02-24 20:30:00+03:00,2023-02-24 20:30:00+03:00,76.08,75.5879988697,0.492001130347,492.001130347,2023-02-27 09:30:00+03:00,75.6129037861,ATR_TRAILING_STOP,8,-0.94938036735,0.00406503131118,-0.953445398661,0.345527661451,0.0609754696678,2023-02-24 19:00:00+03:00,2,2050.42931412,USDRUBF,T2,H1_M30,-0.953445398661
T2-Si-000009,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-03-16 11:00:00+03:00,2023-03-16 12:30:00+03:00,2023-03-16 12:30:00+03:00,76.3,76.0367075145,0.263292485527,263.292485527,2023-03-17 10:30:00+03:00,76.5141352347,ATR_TRAILING_STOP,26,0.813297934865,0.00759611500496,0.80570181986,0.531728050347,2.46873737661,2023-03-16 10:30:00+03:00,3,3795.00027115,USDRUBF,T2,H1_M30,0.80570181986
T2-CNY-000004,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-03-16 12:00:00+03:00,2023-03-16 12:30:00+03:00,2023-03-16 12:30:00+03:00,11.04,11.0068221575,0.0331778425121,33.1778425121,2023-03-20 09:30:00+03:00,11.1818615085,ATR_TRAILING_STOP,54,4.27579064187,0.0602811951763,4.21550944669,0.301405975882,6.6309314694,2023-03-16 11:30:00+03:00,1,29853.2904668,CNYRUBF,T2,H1_M30,4.21550944669
T2-Si-000010,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-03-17 12:00:00+03:00,2023-03-17 13:30:00+03:00,2023-03-17 13:30:00+03:00,76.75,76.3733653663,0.37663463372,376.63463372,2023-03-20 13:00:00+03:00,77.3401715579,ATR_TRAILING_STOP,29,1.56696040414,0.00531018610861,1.56165021803,0.185856513801,2.84094956811,2023-03-17 11:30:00+03:00,3,2674.33076122,USDRUBF,T2,H1_M30,1.56165021803
T2-Si-000011,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2023-03-29 13:30:00+03:00,2023-03-29 14:30:00+03:00,2023-03-29 14:30:00+03:00,77.11,76.9486690275,0.161330972529,161.330972529,2023-03-30 09:30:00+03:00,77.0842726155,ATR_TRAILING_STOP,20,-0.15946959303,0.0123968756194,-0.171866468649,0.185953134291,1.05373442765,2023-03-29 11:00:00+03:00,2,6340.84840352,USDRUBF,T2,H1_M30,-0.171866468649
T2-CNY-000005,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2023-04-04 17:30:00+03:00,2023-04-04 18:30:00+03:00,2023-04-04 18:30:00+03:00,11.53,11.4568092594,0.0731907405598,73.1907405598,2023-04-06 16:30:00+03:00,11.6965944832,ATR_TRAILING_STOP,56,2.27616884166,0.0273258609587,2.2488429807,0.273258609587,3.55236192463,2023-04-04 14:30:00+03:00,2,14103.1641991,CNYRUBF,T2,H1_M30,2.2488429807
