instrument,total_trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_hours,losing_streak,average_MAE_R,average_MFE_R
USDRUBF,93,1.90467196614,0.421079568159,39.1603998388,-6.83339421692,5.73073916061,0.333333333333,21.2795698925,10,0.434358560725,1.77082794752
CNYRUBF,81,1.98871932641,0.476426082854,38.5905127111,-9.93716643988,3.88345238501,0.358024691358,22.1111111111,7,0.440424430929,2.06207490776
