year,total_trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate,average_holding_hours,losing_streak,average_MAE_R,average_MFE_R
2023,77,2.0337161747,0.459051190477,35.3469416668,-5.51034487286,6.41465143876,0.402597402597,27.0324675325,7,0.404002277722,1.86924485923
2024,97,1.88114696852,0.437154339002,42.4039708832,-10.2262890818,4.146564853,0.298969072165,17.4072164948,11,0.463521130599,1.93590940709
