top_1_positive_R_share,top_3_positive_R_share,top_5_positive_R_share,top_10_positive_R_share,net_R_without_best_trade,PF_R_C1_without_best_trade,expectancy_C1_without_best_trade,net_R_without_top3,PF_R_C1_without_top3,expectancy_C1_without_top3,net_R_without_top5,PF_R_C1_without_top5,expectancy_C1_without_top5,top_5_trade_removal_net_R,top_5_trade_removal_PF
0.0921526271854,0.236652512074,0.334724038117,0.502361010778,63.0001733679,1.76533001458,0.364162851837,39.8702835434,1.48434667802,0.233159552885,24.1721146899,1.29364434888,0.143030264437,24.1721146899,1.29364434888
