year,trades,net_profit,PF,winrate,average_R,max_DD
2023,56,15537.45350274994,1.5566371682361348,0.39285714285714285,0.28156394645948835,-11733.584591204673
2024,53,40987.30166286779,2.740191607707562,0.4716981132075472,0.6856025368403114,-9827.916054550558
