generation,futures_type,lifecycle_stage,strategy,timeframe,instrument,source_schema_id,source_path,source_row_number,source_trade_id,canonical_trade_key,direction,entry_time,exit_time,entry_date,exit_date,entry_year,entry_month,exit_year,exit_month,entry_weekday,exit_weekday,entry_hour,exit_hour,canonical_C1_R,gross_R,cost_R,MAE_R,MFE_R,exit_reason_raw,entry_price,exit_price,stop_raw,holding_source_value,holding_minutes,holding_hours,MAE_status,MFE_status,exit_reason_status,stop_status,holding_status
v3,perpetual,true_oos,T2,H1,CNYRUBF,V3_TRUE_OOS,TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv,100,T2-H1-CNYRUBF-000021,v3|true_oos|T2|H1|CNYRUBF|TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv|100|T2-H1-CNYRUBF-000021,SHORT,2026-02-19 17:00:00+03:00,2026-02-20 12:00:00+03:00,2026-02-19,2026-02-20,2026,2,2026,2,3,4,17,12,-0.602673383407,-0.571516629799,0.0311567536081,0.49850805773,0.49850805773,ATR_TRAILING_STOP,11.055,11.0916865327,,0 days 19:00:00,1140,19,SOURCE,SOURCE,SOURCE,UNAVAILABLE,DERIVED
v3,perpetual,true_oos,T2,H1,CNYRUBF,V3_TRUE_OOS,TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv,110,T2-H1-CNYRUBF-000022,v3|true_oos|T2|H1|CNYRUBF|TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv|110|T2-H1-CNYRUBF-000022,SHORT,2026-04-06 19:00:00+03:00,2026-04-07 13:00:00+03:00,2026-04-06,2026-04-07,2026,4,2026,4,0,1,19,13,-0.733357599191,-0.683615345989,0.0497422532022,0.671520418229,1.51713872267,ATR_TRAILING_STOP,11.476,11.503486304,,0 days 18:00:00,1080,18,SOURCE,SOURCE,SOURCE,UNAVAILABLE,DERIVED
v3,perpetual,true_oos,T2,H1,CNYRUBF,V3_TRUE_OOS,TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv,116,T2-H1-CNYRUBF-000023,v3|true_oos|T2|H1|CNYRUBF|TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv|116|T2-H1-CNYRUBF-000023,SHORT,2026-04-22 13:00:00+03:00,2026-04-23 16:00:00+03:00,2026-04-22,2026-04-23,2026,4,2026,4,2,3,13,16,-0.575955409786,-0.544106392482,0.0318490173049,0.477735259573,0.78030092397,ATR_TRAILING_STOP,10.97,11.0041678606,,1 days 03:00:00,1620,27,SOURCE,SOURCE,SOURCE,UNAVAILABLE,DERIVED
v3,perpetual,true_oos,T2,H1,CNYRUBF,V3_TRUE_OOS,TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv,121,T2-H1-CNYRUBF-000024,v3|true_oos|T2|H1|CNYRUBF|TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv|121|T2-H1-CNYRUBF-000024,SHORT,2026-04-30 13:00:00+03:00,2026-04-30 18:00:00+03:00,2026-04-30,2026-04-30,2026,4,2026,4,3,3,13,18,-0.660320219519,-0.629607651169,0.0307125683497,0.399263388546,0.0614251366994,EMA50_TREND_LOSS,10.936,10.977,,0 days 05:00:00,300,5,SOURCE,SOURCE,SOURCE,UNAVAILABLE,DERIVED
v3,perpetual,true_oos,T2,H1,CNYRUBF,V3_TRUE_OOS,TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv,125,T2-H1-CNYRUBF-000025,v3|true_oos|T2|H1|CNYRUBF|TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv|125|T2-H1-CNYRUBF-000025,SHORT,2026-05-12 19:00:00+03:00,2026-05-13 16:00:00+03:00,2026-05-12,2026-05-13,2026,5,2026,5,1,2,19,16,0.223915808171,0.259212864827,0.0352970566563,0.352970566563,1.48247637956,ATR_TRAILING_STOP,10.851,10.8363124941,,0 days 21:00:00,1260,21,SOURCE,SOURCE,SOURCE,UNAVAILABLE,DERIVED
v3,perpetual,true_oos,T2,H1,CNYRUBF,V3_TRUE_OOS,TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv,138,T2-H1-CNYRUBF-000026,v3|true_oos|T2|H1|CNYRUBF|TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv|138|T2-H1-CNYRUBF-000026,LONG,2026-06-29 15:00:00+03:00,2026-06-29 18:00:00+03:00,2026-06-29,2026-06-29,2026,6,2026,6,0,0,15,18,-1.01745105812,-1,0.0174510581154,0.540982801577,0.174510581154,INITIAL_STOP,11.463,11.3483937689,,0 days 03:00:00,180,3,SOURCE,SOURCE,SOURCE,UNAVAILABLE,DERIVED
v3,perpetual,true_oos,T2,H1,CNYRUBF,V3_TRUE_OOS,TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv,144,T2-H1-CNYRUBF-000027,v3|true_oos|T2|H1|CNYRUBF|TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv|144|T2-H1-CNYRUBF-000027,LONG,2026-07-13 18:00:00+03:00,2026-07-13 22:00:00+03:00,2026-07-13,2026-07-13,2026,7,2026,7,0,0,18,22,-1.03796632804,-1,0.0379663280423,0.683393904762,0.227797968254,INITIAL_STOP,11.33,11.2773217426,,0 days 04:00:00,240,4,SOURCE,SOURCE,SOURCE,UNAVAILABLE,DERIVED
v3,perpetual,true_oos,T2,H1,CNYRUBF,V3_TRUE_OOS,TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv,146,T2-H1-CNYRUBF-000028,v3|true_oos|T2|H1|CNYRUBF|TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv|146|T2-H1-CNYRUBF-000028,LONG,2026-07-16 14:00:00+03:00,2026-07-17 10:00:00+03:00,2026-07-16,2026-07-17,2026,7,2026,7,3,4,14,10,-0.286751280431,-0.267229208815,0.0195220716155,0.224503823578,0.722316649772,ATR_TRAILING_STOP,11.569,11.5416228636,,0 days 20:00:00,1200,20,SOURCE,SOURCE,SOURCE,UNAVAILABLE,DERIVED
v3,perpetual,true_oos,T2,H1,CNYRUBF,V3_TRUE_OOS,TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv,151,T2-H1-CNYRUBF-000029,v3|true_oos|T2|H1|CNYRUBF|TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv|151|T2-H1-CNYRUBF-000029,LONG,2026-07-27 16:00:00+03:00,2026-07-30 19:00:00+03:00,2026-07-27,2026-07-30,2026,7,2026,7,0,3,16,19,7.37994022666,7.43527465064,0.0553344239793,0.553344239793,9.96019631628,ATR_TRAILING_STOP,11.524,11.7927395699,,3 days 03:00:00,4500,75,SOURCE,SOURCE,SOURCE,UNAVAILABLE,DERIVED
v3,perpetual,true_oos,T2,H1,CNYRUBF,V3_TRUE_OOS,TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv,153,T2-H1-CNYRUBF-000030,v3|true_oos|T2|H1|CNYRUBF|TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv|153|T2-H1-CNYRUBF-000030,LONG,2026-07-31 11:00:00+03:00,2026-07-31 17:00:00+03:00,2026-07-31,2026-07-31,2026,7,2026,7,4,4,11,17,-1.03291845826,-1,0.0329184582561,0.526695332097,0.411480728201,INITIAL_STOP,11.768,11.7072438132,,0 days 06:00:00,360,6,SOURCE,SOURCE,SOURCE,UNAVAILABLE,DERIVED
