generation,lifecycle_stage,strategy,timeframe,instrument,trades,winners,losers,win_rate,net_R,expectancy_R,PF,avg_win_R,avg_loss_R,median_R,std_R,best_trade_R,worst_trade_R,average_holding_hours,median_holding_hours,average_MAE_R,median_MAE_R,average_MFE_R,median_MFE_R,small_sample_flag
v2,true_oos,T2,M30,CNY,78,22,56,0.282051282051282,-13.1330483325882,-0.168372414520362,0.702105238017607,1.4069614816758,-0.787253588025996,-0.590054580361,1.39717842166831,8.28771996176,-1.21364491389,16.6217948717949,7.75,0.487559318695337,0.521703333629,1.17819706923799,0.6080123176565,false
v2,true_oos,T2,M30,GD,66,20,46,0.303030303030303,105.774063444702,1.60263732491973,3.79765532149354,7.1791087313487,-0.821915460484169,-0.6386849024625,11.3620278231895,90.7159022833,-2.72360484797,15.6666666666667,10.25,0.49227500901355,0.489571990312,3.39146780383538,0.7887729446555,false
v2,true_oos,T2,M30,MIX,82,29,53,0.353658536585366,3.5143947754388,0.0428584728712049,1.08773530830469,1.50245462977889,-0.755788480908474,-0.400230240513,1.47957208657792,7.23554857232,-1.24427566101,15.3475609756098,10.5,0.474000714706484,0.4933819030735,1.40397074373785,0.8175492646305,false
v2,true_oos,T2,M30,NG,72,24,48,0.333333333333333,4.7251876030497,0.0656276055979125,1.12248294941946,1.80431322018394,-0.803715201695102,-0.5823226924315,1.58587598482475,5.7746251304,-2.16404524875,18.6111111111111,14.75,0.471201951887788,0.4995031677045,1.53376230807934,0.8784418619485,false
v2,true_oos,T2,M30,Si,78,29,49,0.371794871794872,29.696083068543,0.380719013699269,1.83015050856902,2.25751757515366,-0.730039318590061,-0.4990615728685,2.8826362174259,21.7895269212,-1.00001371775,18.5961538461538,12.5,0.463534405694033,0.477646121091,1.74050578431682,0.9092175311575,false
v2,true_oos,T3,H1,BR,63,27,36,0.428571428571429,15.0463714745508,0.238831293246839,1.49254760742813,1.68868246748842,-0.84855708743435,-0.343329908928,1.93257275795194,9.67156064673,-3.10688940021,30.3809523809524,21,0.661741918620195,0.651527506289,1.66482913045134,0.972580414047,false
v2,true_oos,T3,H1,CNY,51,19,32,0.372549019607843,12.9080765720899,0.253099540629214,1.514653317502,1.99943088284656,-0.783784693812334,-0.383138262863,1.89215252212446,9.06368753337,-1.95572066746,28.6470588235294,21,0.593290636255931,0.555872680017,1.6186351499711,0.867949713791,false
v2,true_oos,T3,H1,GD,60,23,37,0.383333333333333,9.9832439032507,0.166387398387512,1.30399462581553,1.86188880708303,-0.887572936747541,-0.524525977021,1.77991697235922,8.16055471586,-2.67911365893,29.55,20.5,0.695438871852402,0.7008339668085,1.54569100769174,0.788747568582,false
v2,true_oos,T3,H1,MIX,58,19,39,0.327586206896552,-1.48460886357,-0.0255967045443103,0.948262767072269,1.43213496896132,-0.735773673688077,-0.489243926204,1.18551690618087,4.05164747199,-1.00529876474,32.2241379310345,22.5,0.618484245238586,0.718307195068,1.26752552137801,0.743898191636,false
v2,true_oos,T3,H1,NG,42,14,28,0.333333333333333,7.927852508274,0.188758393054143,1.368240561319,2.10406117735364,-0.768892999095607,-0.5033741248905,1.72698270313658,7.45000819734,-1.19340661617,34.2142857142857,24,0.60628919303494,0.7345000092885,1.61833272359699,0.957790880567,false
