generation,futures_type,lifecycle_stage,strategy,timeframe,instrument_scope,source_family,source_path,source_sha256,source_schema_id,canonical_c1_field,trade_count,first_entry_time,last_exit_time,column_count,has_trade_id,has_direction,has_entry_time,has_exit_time,has_MAE,has_MFE,has_exit_reason,has_entry_price,has_exit_price,has_stop_field,has_holding_field,has_cost_field,has_gross_R_field
v3,perpetual,walk_forward,T2,H1,USDRUBF|CNYRUBF|GLDRUBF|IMOEXF,perpetual_v3/walk_forward,TradingSystemLab/results/perpetual_v3/walk_forward/T2/H1/trades.csv,e19738606fa39d6fa3ad7d1a979a8faf41556a4e813e6f54eea6ab0cb14932e8,V3_T2_WF,net_R_C1,85,2024-01-30T15:00:00+03:00,2024-12-27T16:00:00+03:00,25,true,true,true,true,true,true,true,true,true,true,true,true,true
v3,perpetual,true_oos,T2,H1,USDRUBF|CNYRUBF|GLDRUBF|IMOEXF,perpetual_v3/true_oos,TradingSystemLab/results/perpetual_v3/true_oos/T2/H1/trades.csv,b7cd970fca5ff07b1191e58023ba8b5bccb58b4c79afbc2706c7be648f30b2f5,V3_TRUE_OOS,R_result,172,2025-01-24T19:00:00+03:00,2026-09-16T00:00:00+03:00,16,true,true,true,true,true,true,true,true,true,false,true,true,true
v3,perpetual,baseline,T3,M30,USDRUBF|CNYRUBF|GLDRUBF|IMOEXF,perpetual_v3/baseline,TradingSystemLab/results/perpetual_v3/baseline/T3/M30/CNYRUBF/trades.csv,e2243d73ccc9cea55b05b273ebfc0fd3911fe9ffa872ad22a04a1b0101ca77c6,V3_T3_BASELINE,net_R,119,2023-01-30T14:30:00+03:00,2024-12-24T16:30:00+03:00,29,true,true,true,true,true,true,true,true,true,true,true,true,true
v3,perpetual,baseline,T3,M30,USDRUBF|CNYRUBF|GLDRUBF|IMOEXF,perpetual_v3/baseline,TradingSystemLab/results/perpetual_v3/baseline/T3/M30/GLDRUBF/trades.csv,bc232c69fae2d536350e9fb5e3661dfcbe9c0fcb0c30fd588dd74b8a582e00fb,V3_T3_BASELINE,net_R,94,2023-08-01T20:00:00+03:00,2024-12-10T14:00:00+03:00,29,true,true,true,true,true,true,true,true,true,true,true,true,true
v3,perpetual,baseline,T3,M30,USDRUBF|CNYRUBF|GLDRUBF|IMOEXF,perpetual_v3/baseline,TradingSystemLab/results/perpetual_v3/baseline/T3/M30/IMOEXF/trades.csv,a0cf090e3eb2686b206c3e19c6b0b72737d494b24e86df110b519cb4123d682e,V3_T3_BASELINE,net_R,63,2023-12-06T11:30:00+03:00,2024-12-23T12:30:00+03:00,29,true,true,true,true,true,true,true,true,true,true,true,true,true
v3,perpetual,baseline,T3,M30,USDRUBF|CNYRUBF|GLDRUBF|IMOEXF,perpetual_v3/baseline,TradingSystemLab/results/perpetual_v3/baseline/T3/M30/USDRUBF/trades.csv,f5e9131807710bca579b4ecfa2c714d49c3c99987bf783e05125f54f23c78b63,V3_T3_BASELINE,net_R,122,2023-01-30T15:00:00+03:00,2024-12-16T17:00:00+03:00,29,true,true,true,true,true,true,true,true,true,true,true,true,true
v3,perpetual,walk_forward,T3,M30,USDRUBF|CNYRUBF|GLDRUBF|IMOEXF,perpetual_v3/walk_forward,TradingSystemLab/results/perpetual_v3/walk_forward/T3/M30/trades.csv,e61175b02d5c4453ea5e592c1c90b6e0ab2490efc9b7043f919b12cc6c5f9059,V3_T3_WF,net_R_C1,171,2024-01-25T11:00:00+03:00,2024-12-24T16:30:00+03:00,31,true,true,true,true,true,true,true,true,true,true,true,true,true
v3,perpetual,true_oos,T3,M30,USDRUBF|CNYRUBF|GLDRUBF|IMOEXF,perpetual_v3/true_oos,TradingSystemLab/results/perpetual_v3/true_oos/T3/M30/trades.csv,a8ee0efc40407ec649a73982bf6a184d36052b6d83c6fd32d2050c1ee21a8820,V3_TRUE_OOS,R_result,369,2025-01-27T10:30:00+03:00,2026-09-15T21:00:00+03:00,16,true,true,true,true,true,true,true,true,true,false,true,true,true
v3,perpetual,baseline,T3,H1,USDRUBF|CNYRUBF|GLDRUBF|IMOEXF,perpetual_v3/baseline,TradingSystemLab/results/perpetual_v3/baseline/T3/H1/CNYRUBF/trades.csv,30e996f64f0ecf38890eb59cd603f111c6fd14aae71e9fa2d0aaaea35eafaa39,V3_T3_BASELINE,net_R,52,2023-02-22T19:00:00+03:00,2024-12-09T16:00:00+03:00,29,true,true,true,true,true,true,true,true,true,true,true,true,true
v3,perpetual,baseline,T3,H1,USDRUBF|CNYRUBF|GLDRUBF|IMOEXF,perpetual_v3/baseline,TradingSystemLab/results/perpetual_v3/baseline/T3/H1/GLDRUBF/trades.csv,d228cae9a943b9f32a10b24cc6e2e9c41a3d76df603375e33ca56d281dbb71d3,V3_T3_BASELINE,net_R,41,2023-09-15T15:00:00+03:00,2024-12-12T13:00:00+03:00,29,true,true,true,true,true,true,true,true,true,true,true,true,true
v3,perpetual,baseline,T3,H1,USDRUBF|CNYRUBF|GLDRUBF|IMOEXF,perpetual_v3/baseline,TradingSystemLab/results/perpetual_v3/baseline/T3/H1/IMOEXF/trades.csv,4de6f8bdb8dd02fc8e5e875fa0de1ce65fdac9979a091801b7eab7ff828e358f,V3_T3_BASELINE,net_R,27,2024-01-09T19:00:00+03:00,2024-12-11T18:00:00+03:00,29,true,true,true,true,true,true,true,true,true,true,true,true,true
v3,perpetual,baseline,T3,H1,USDRUBF|CNYRUBF|GLDRUBF|IMOEXF,perpetual_v3/baseline,TradingSystemLab/results/perpetual_v3/baseline/T3/H1/USDRUBF/trades.csv,b88cdd3b7179f51f03874055e64ea04f0e41d43d7801f165519e90a26ee78a51,V3_T3_BASELINE,net_R,64,2023-02-20T23:00:00+03:00,2024-12-12T12:00:00+03:00,29,true,true,true,true,true,true,true,true,true,true,true,true,true
v3,perpetual,walk_forward,T3,H1,USDRUBF|CNYRUBF|GLDRUBF|IMOEXF,perpetual_v3/walk_forward,TradingSystemLab/results/perpetual_v3/walk_forward/T3/H1/trades.csv,792554bf0f6841e31ffc2f42b39098b2c1090a78ed5b3d0b5f287a3bfe720b54,V3_T3_WF,net_R_C1,66,2024-02-15T19:00:00+03:00,2024-12-12T13:00:00+03:00,31,true,true,true,true,true,true,true,true,true,true,true,true,true
v3,perpetual,true_oos,T3,H1,USDRUBF|CNYRUBF|GLDRUBF|IMOEXF,perpetual_v3/true_oos,TradingSystemLab/results/perpetual_v3/true_oos/T3/H1/trades.csv,aef2ec72e2e10622d25744b42a53b004229ec1fa96ded2af96697267c8512df7,V3_TRUE_OOS,R_result,199,2025-02-17T23:00:00+03:00,2026-09-16T00:00:00+03:00,16,true,true,true,true,true,true,true,true,true,false,true,true,true
