generation,lifecycle_stage,strategy,timeframe,entry_weekday,trades,winners,losers,win_rate,net_R,expectancy_R,PF,avg_win_R,avg_loss_R,median_R,std_R,best_trade_R,worst_trade_R,average_holding_hours,median_holding_hours,average_MAE_R,median_MAE_R,average_MFE_R,median_MFE_R,small_sample_flag
v2,true_oos,T2,M30,2,80,23,57,0.2875,-1.4363385282649,-0.0179542316033112,0.965754903070491,1.7611546590238,-0.73584027518969,-0.51676687139,1.49819768673294,8.28771996176,-1.21364491389,11.65625,7.25,0.431658640413197,0.436499825146,1.33864542128682,0.7917632326105,false
v2,true_oos,T2,M30,3,74,21,53,0.283783783783784,-12.3254752866592,-0.166560476846745,0.670337611531662,1.193461922267,-0.705437276495588,-0.6214622901495,1.21645122758575,7.07700909813,-1.46145601869,14.8783783783784,14.75,0.483097470921305,0.4490360852805,1.12326928530341,0.8112579105715,false
v2,true_oos,T2,M30,4,70,28,42,0.4,33.8328119588155,0.483325885125936,2.02808271972299,2.38362355677674,-0.783539229307936,-0.4153938368045,3.00637313912179,21.7895269212,-1.51271273399,37.4428571428571,41.5,0.493218236670589,0.5068113888305,1.77001135398893,0.8291865093365,false
v2,true_oos,T2,M30,5,2,1,1,0.5,-1.325094764137,-0.6625473820685,0.387676960589247,0.838950484613,-2.16404524875,-0.6625473820685,1.5014978666815,0.838950484613,-2.16404524875,38.25,38.25,0.1632272455095,0.1632272455095,1.489448615275,1.489448615275,true
v2,true_oos,T2,M30,6,5,2,3,0.4,90.127658112416,18.0255316224832,54.2708022615451,45.909767678175,-0.563959081311333,-0.264063676014,36.3521385249562,90.7159022833,-1.10559518258,21.2,19.5,0.679492275356,0.791963869353,22.8559287274842,1.52696235066,true
v2,true_oos,T3,H1,0,72,27,45,0.375,16.2331136644665,0.225459912006479,1.472678962452,1.87318156388617,-0.763173079121333,-0.41416135125,1.75012391419961,9.06368753337,-1.06931629371,24.6111111111111,21,0.615089771594226,0.6600706317685,1.65627444249368,0.836679794437,false
v2,true_oos,T3,H1,1,67,20,47,0.298507462686567,3.82316514095285,0.0570621662828783,1.11785111883361,1.81319001151514,-0.690226278496809,-0.502044638109,1.64693789953013,7.45000819734,-1.41654646501,25.910447761194,21,0.606802247108407,0.59057716463,1.44529024257245,0.937603241667,false
v2,true_oos,T3,H1,2,59,23,36,0.389830508474576,11.0936386148536,0.188027773133112,1.35871200836178,1.82695426863768,-0.859064154550361,-0.557805566334,1.62752717282579,6.82156140083,-1.39001025584,24.3898305084746,19,0.645597245971003,0.799963121687,1.59949797940798,0.868374733289,false
v2,true_oos,T3,H1,3,71,30,41,0.422535211267606,30.6990422287307,0.432380876460996,1.99981607631965,2.04679105923223,-0.748894867030154,-0.299960248257,1.86877350637245,9.67156064673,-1.95572066746,38.0845070422535,23,0.61773279147333,0.651527506289,1.76957361977635,1.08975548332,false
v2,true_oos,T3,H1,4,46,18,28,0.391304347826087,0.721909352370901,0.0156936815732804,1.03542363080025,1.17229027606448,-0.727832700599636,-0.3395348098065,1.12343719649356,2.99388187432,-1.76116200638,47.304347826087,61,0.58149187558503,0.525033601564,1.18858799262773,0.760889501712,false
v2,true_oos,T3,H1,5,8,3,5,0.375,8.388909719863,1.04861371498287,4.38847684387218,3.62154223930333,-0.4951433996094,-0.1696846392165,2.81770331263286,8.16055471586,-1.00000315059,54.5,51,0.431189964565513,0.200810209719,2.24142354225025,0.9892147217215,true
v2,true_oos,T3,H1,6,4,1,3,0.25,-6.624510326042,-1.6561275815105,0.0237982006933774,0.161494709748,-2.26200167859667,-1.83955781779,1.31200819092563,0.161494709748,-3.10688940021,19.75,19,1.72647034372725,1.83944107478,0.42651506571775,0.12735823443065,true
v2,true_oos,T3,M30,0,126,50,76,0.396825396825397,44.5973917578553,0.353947553633772,1.7446931325928,2.08968660314012,-0.787986031567769,-0.4545585511455,2.18509695344014,12.8459788553,-2.02029924697,14.6984126984127,15.25,0.596018533823874,0.5864045609275,1.71416597534273,0.8276776201615,false
v2,true_oos,T3,M30,1,145,66,79,0.455172413793103,34.5403206699412,0.23820910806856,1.53404574898548,1.50328830478776,-0.818692499317104,-0.282987441515,1.52831030041559,6.79490145003,-3.44480811104,16.2103448275862,17,0.616249940599978,0.574131590113,1.67474532448719,1.18606744432,false
v2,true_oos,T3,M30,2,137,50,87,0.364963503649635,38.6525081027429,0.282135095640459,1.54225157075512,2.19868026392499,-0.819327644752948,-0.561499686645,2.03277476072978,12.2324667414,-1.72785738491,14.2919708029197,10.5,0.671293369147286,0.79706099736,1.7155464239485,0.896242032056,false
v2,true_oos,T3,M30,3,153,54,99,0.352941176470588,10.9868829426563,0.071809692435662,1.1405532273258,1.65103193326852,-0.789584257109533,-0.536045125345,1.77846412428515,15.0220942887,-1.1708556202,14.0294117647059,12.5,0.625001341560952,0.618230812966,1.41283555280601,0.856570754615,false
v2,true_oos,T3,M30,4,128,51,77,0.3984375,28.6556533324346,0.223872291659645,1.46745953312857,1.76385244491158,-0.796114563091635,-0.4512959446115,1.92817412589395,14.4924415952,-1.94329164063,29.95703125,17.5,0.646210569244268,0.694243405821,1.41204013049257,0.827748028256,false
v2,true_oos,T3,M30,5,6,3,3,0.5,3.4889325259766,0.581488754329433,3.55469087122453,1.618209694188,-0.455232185529133,0.4399558736008,1.16461778126592,2.54936642617,-0.699019597956,37.5833333333333,37,0.3226735643847,0.3136515538965,1.732406262205,1.4826509703245,true
v2,true_oos,T3,M30,6,3,0,3,0,-5.17140276283,-1.72380092094333,0,NA,-1.72380092094333,-1.08558705644,0.963720185865392,-1.00000460153,-3.08581110486,16.8333333333333,15.5,1.70368389503333,1.08558430821,0.157248989175133,0.0905828555956,true
v2,walk_forward,T2,H1,0,18,6,12,0.333333333333333,2.862193587066,0.159010754837,1.3025554848204,2.05370923268483,-0.788338484086917,-0.570610570098,1.56533075203183,3.86786983537,-1.05340845647,28.5555555555556,22,0.538848758443367,0.475894313962,1.56015004290506,0.669572684791,true
v2,walk_forward,T2,H1,1,25,9,16,0.36,8.1678987409846,0.326715949639384,2.05921811588776,1.76435017951116,-0.481953304663488,-0.146698570006,1.60702206995366,5.63575315309,-1.15848039679,29.52,26,0.452630915534568,0.398075112625,1.77361184330208,1.18922058966,true
v2,walk_forward,T2,H1,2,16,5,11,0.3125,8.398610421259,0.524913151328688,2.03936394332262,3.2958278718762,-0.734593539829273,-0.6295622952955,2.30376028186912,7.42532253399,-1.00000069418,36.0625,18.5,0.568292096420969,0.613479918473,2.11182013395887,0.6168426290455,true
v2,walk_forward,T2,H1,3,36,13,23,0.361111111111111,7.9840996452371,0.221780545701031,1.5312138260286,1.77030896268631,-0.653474646508039,-0.411185386706,1.3756167402168,3.92092442151,-1.04053616355,43.4444444444444,22.5,0.442466109041783,0.5245141931595,1.53960466380993,0.7557547963645,false
v2,walk_forward,T2,H1,4,21,11,10,0.523809523809524,7.1349226021521,0.3397582191501,1.8625189101349,1.40064684250109,-0.82721926653599,0.049675243465,1.44525002116949,3.447023415,-2.38548483767,68.1428571428571,72,0.343186132734771,0.276086709482,1.6962573134931,1.11547187688,true
v2,walk_forward,T2,H1,5,1,0,1,0,-1.02220295974,-1.02220295974,0,NA,-1.02220295974,-1.02220295974,0,-1.02220295974,-1.02220295974,4,4,0.687553834149,0.687553834149,0.0778362831112,0.0778362831112,true
v2,walk_forward,T2,M30,0,42,20,22,0.476190476190476,-0.4097621399154,-0.00975624142655714,0.973624092373527,0.756285427622115,-0.706157758743532,-0.09793693489835,0.919725065677868,2.62001418533,-1.06182059002,17.1190476190476,18,0.443586252578012,0.4022478288145,1.27559972256805,1.07666104417,false
v2,walk_forward,T2,M30,1,43,16,27,0.372093023255814,16.6209527293353,0.386533784403147,1.78300612148818,2.36550357398913,-0.78618905387003,-0.44477994983,2.05920919345981,8.50823344586,-2.07393898693,13.7790697674419,17.5,0.382945245824737,0.342269135274,1.73979147184145,0.937252796463,false
v2,walk_forward,T2,M30,2,45,20,25,0.444444444444444,10.0220325814956,0.222711835144346,1.42837857866706,1.67086513740428,-0.9358108066636,-0.368595375013,1.88379909181597,7.02977416654,-5.12451155193,15.2,16.5,0.420614458847796,0.384581062493,1.68990698453219,1.15340806,false
v2,walk_forward,T2,M30,3,37,14,23,0.378378378378378,-7.338377711325,-0.198334532738514,0.609846578381987,0.819326868822643,-0.817780603254,-0.485964053856,0.966533820215567,1.98251150362,-3.32087807086,14.0405405405405,11.5,0.411573392701859,0.373152198533,1.35085772050446,1.21115564692,false
v2,walk_forward,T2,M30,4,43,14,29,0.325581395348837,-4.8106728119996,-0.111876111906967,0.804279765447215,1.41204715339846,-0.84756320550269,-0.543557573627,1.45786274098356,5.10862153932,-2.67303061281,35.2209302325581,18,0.461567949436307,0.46255331017,1.35972892057256,0.609085888345,false
v2,walk_forward,T3,H1,0,26,14,12,0.538461538461538,24.2699837645948,0.933460914022877,3.96465185863283,2.31831692771949,-0.682204435289833,0.1310752821264,2.86277130556069,13.5545083328,-1.06960027164,29.6538461538462,23.5,0.470388363849273,0.358164295817,2.4307644513321,1.319375363715,true
v2,walk_forward,T3,H1,1,15,7,8,0.466666666666667,0.74770528159,0.0498470187726667,1.11204947351609,1.0600996642,-0.83412404597625,-0.434127309956,1.11027276289699,2.27127710906,-1.07054251382,25.4,23,0.530253059039433,0.434119457082,1.38013637094667,0.913588302836,true
v2,walk_forward,T3,H1,2,10,4,6,0.4,-1.601621401675,-0.1601621401675,0.70193759556311,0.942955450737,-0.895573867437167,-0.30410187162,1.17491592083409,2.03759703303,-2.56466015562,32,22.5,0.770581889657,0.6519336216335,1.3931161340498,1.18635552493,true
v2,walk_forward,T3,H1,3,19,3,16,0.157894736842105,-6.453747216699,-0.339670906142053,0.52279102274324,2.35673207388767,-0.845246464897625,-1.00000434215,1.26800951024314,3.56980398429,-1.07188225347,36.8421052631579,16,0.804713708641947,0.97375737662,0.957923069700779,0.365007259058,true
v2,walk_forward,T3,H1,4,23,10,13,0.434782608695652,14.209324492205,0.617796717052391,2.17401627248856,2.6312499571785,-0.93101346766,-0.75486751837,2.06745408343625,5.21935245504,-1.07431351098,67.3913043478261,72,0.643283817221348,0.826576977041,2.0366449842159,1.0780112415,true
v2,walk_forward,T3,H1,5,2,0,2,0,-2.0806813257,-1.04034066285,0,NA,-1.04034066285,-1.04034066285,0.0310797673000001,-1.00926089555,-1.07142043015,63.5,63.5,1,1,0.1943702170243,0.1943702170243,true
v2,walk_forward,T3,M30,0,71,29,42,0.408450704225352,-6.8431706801327,-0.0963826856356718,0.773348086185424,0.805146665872417,-0.718867237867448,-0.223542649883,0.984772743042215,4.1123713105,-1.5175650576,13.4647887323944,15,0.573746346955762,0.526721081531,1.21004477261576,0.996367572587,false
v2,walk_forward,T3,M30,1,57,20,37,0.350877192982456,9.06357802681822,0.159010140821372,1.31133136468442,1.90879485510219,-0.786819434465554,-0.543838684615,1.77086233754624,7.24391279689,-1.37597003424,15.3859649122807,15.5,0.606181869480056,0.645208777924,1.54297268817197,0.790351867314,false
v2,walk_forward,T3,M30,2,56,22,34,0.392857142857143,1.0356031811162,0.0184929139485036,1.03818108417112,1.27995750285401,-0.797748878872706,-0.5660274674425,1.16587425185771,3.11245353339,-1.0880659732,11.9732142857143,13.25,0.658974343689943,0.69808805055,1.46174026759123,0.915988514134,false
v2,walk_forward,T3,M30,3,69,24,45,0.347826086956522,1.11394280087778,0.0161440985634461,1.03229418089243,1.48364793002933,-0.766524611551693,-0.424994662943,1.55510809466144,8.21044964058,-1.89027508611,21.9347826086957,16,0.638185275460669,0.751091882404,1.29344016013586,0.577812516881,false
v2,walk_forward,T3,M30,4,70,27,43,0.385714285714286,24.4784707819233,0.349692439741761,1.66917827679792,2.26142093719572,-0.850695221450256,-0.4011580328345,2.36129086652289,13.1606208736,-3.699242647,40.2214285714286,61,0.676565699891237,0.5822322669195,1.82132794599937,1.0194793491525,false
v2,walk_forward,T3,M30,5,1,1,0,1,0.659031843257,0.659031843257,NA,0.659031843257,NA,0.659031843257,0,0.659031843257,0.659031843257,72,72,0.723321775905,0.723321775905,1.91680270615,1.91680270615,true
v3,baseline,T2,H1,0,30,13,17,0.433333333333333,11.5367097839162,0.384556992797207,2.13866371471666,1.66680822597915,-0.595988067871341,-0.202722551579,1.33337204959074,3.51249141907,-1.037932284,28.2666666666667,21,0.32273174010973,0.285740967334,1.81267151325591,1.14008385955,false
v3,baseline,T2,H1,1,36,14,22,0.388888888888889,17.6801968441527,0.491116579004242,2.46712174870863,2.12365266472323,-0.54777002099875,-0.14519097285385,1.63051799617855,4.58283581202,-1.05361761666,30.7777777777778,23,0.445330862206758,0.3732223003365,1.99088816445388,1.341617164195,false
v3,baseline,T2,H1,2,40,14,26,0.35,24.0987113415557,0.602467783538893,2.29519178210049,3.0503570974005,-0.715626462386588,-0.4249381843575,3.19659553403634,18.3674323515,-1.05306817286,29.35,20,0.508117260908697,0.5063149626865,2.15506904086329,0.8918156879815,false
v3,baseline,T2,H1,3,43,15,28,0.348837209302326,9.596046370655,0.223163869085,1.46656512347306,2.01089854661993,-0.734551136737286,-0.484678740135,1.63880174720006,5.63889890027,-1.05838180376,38.0697674418605,19,0.436411333395472,0.428488731165,1.80288768548935,0.657708619335,false
v3,baseline,T2,H1,4,25,13,12,0.52,16.6594663644753,0.666378654579012,2.98932434366698,1.92568467991764,-0.697869539537833,0.009299491003,1.77566251483545,6.53259188453,-1.00749621483,57.4,66,0.415062853051696,0.42676838319,2.30606561812994,1.6669623453,true
v3,baseline,T2,H1,5,2,1,1,0.5,0.91575804738,0.45787902369,1.8928452372405,1.94142073693,-1.02566268955,0.45787902369,1.48354171324,1.94142073693,-1.02566268955,36.5,36.5,0.5014420943955,0.5014420943955,2.26567405271065,2.26567405271065,true
v3,baseline,T2,M30,0,61,23,38,0.377049180327869,1.22493800237188,0.0200809508585553,1.04582439881017,1.21548125602078,-0.703450812792263,-0.388641932565,1.23867300102162,4.40803151328,-1.20165281226,13.2049180327869,14.5,0.448262289065712,0.466061287548,1.3601877291694,0.90579053263,false
v3,baseline,T2,M30,1,81,35,46,0.432098765432099,62.3472940848927,0.769719680060404,2.79074735616758,2.77610423431555,-0.756877263394598,-0.349766637236,2.69805616195135,14.8739692779,-2.52449966961,16.8950617283951,16,0.491504015292106,0.475021362441,2.24169686408414,1.18368519974,false
v3,baseline,T2,M30,2,82,25,57,0.304878048780488,11.3822096195906,0.138807434385251,1.30842659174755,1.93145288215708,-0.647440569023445,-0.4091107262835,1.54536395628194,6.37696907271,-1.15188029918,12.2134146341463,12.25,0.457431580600187,0.439379516789,1.6530592197463,0.973808624415,false
v3,baseline,T2,M30,3,74,23,51,0.310810810810811,-0.652195603041701,-0.00881345409515812,0.981475280511115,1.50237295167901,-0.690328891993314,-0.5022888549505,1.3287924300129,5.30712568994,-1.09111661805,16.6013513513514,8.5,0.453144899603308,0.459629943561,1.31405525752476,0.7564679281155,false
v3,baseline,T2,M30,4,65,29,36,0.446153846153846,24.9450063955635,0.383769329162515,2.03882559064314,1.68819674355223,-0.667019421318089,-0.120227560217,1.57201052969383,6.41851590164,-1.07503646711,36.2076923076923,10.5,0.35903888617716,0.316073409169,1.76413188515452,1.35644989683,false
v3,baseline,T2,M30,5,3,0,3,0,-2.335614654181,-0.778538218060333,0,NA,-0.778538218060333,-0.816674840368,0.223282567693475,-0.488007467363,-1.03093234645,1.66666666666667,2,0.519469554056333,0.417586677141,0.465794846767333,0.201060251957,true
v3,baseline,T3,H1,0,39,18,21,0.461538461538462,20.4436983095019,0.524197392551331,2.514654811796,1.88560910690406,-0.642726934036724,-0.0591464131603,2.58344945907069,15.1589397796,-1.12661816856,26.7692307692308,24,0.506558990345944,0.479035534533,1.96600501949644,1.24430613892,false
v3,baseline,T3,H1,1,43,16,27,0.372093023255814,13.058906558704,0.303695501365209,1.73777953891791,1.92244934134058,-0.655566033435011,-0.344735845449,1.74250853357754,6.41682327936,-1.08151339639,25.1627906976744,24,0.53223667119457,0.497448577123,1.772944122086,1.05432158938,false
v3,baseline,T3,H1,2,34,20,14,0.588235294117647,20.2592977704503,0.595861699130891,3.05297249373655,1.50637865398357,-0.7048768078015,0.274519845812,1.63123809319252,5.21972796479,-1.06134703479,26.0294117647059,24.5,0.495316225190235,0.4571474282245,2.47482238528862,1.835855834995,false
v3,baseline,T3,H1,3,27,11,16,0.407407407407407,6.202380847359,0.229717809161444,1.51637273899461,1.65580201410136,-0.75071508173475,-0.223241885581,1.41532680573876,4.00537635671,-1.06437173859,47.5555555555556,22,0.608537945299778,0.646504820429,1.83803052874707,0.952108138641,true
v3,baseline,T3,H1,4,41,20,21,0.48780487804878,22.208934675989,0.541681333560707,2.38585820834795,1.9117168255812,-0.763114373125476,-0.27220662283,1.59365682534274,4.05058778742,-1.04935174646,65.9268292682927,71,0.538210423210844,0.584924701567,1.98420305297548,1.36839059343,false
v3,baseline,T3,M30,0,102,45,57,0.441176470588235,26.5188794978728,0.259989014685027,1.666767441757,1.47313748128693,-0.697759774737526,-0.1625058623615,1.39722630942172,4.64283739553,-1.08273404169,15.0343137254902,14.75,0.540191743389536,0.527915734326,1.63949853879139,1.037821874495,false
v3,baseline,T3,M30,1,83,41,42,0.493975903614458,41.712125958329,0.502555734437698,2.28778085800059,1.80738604673242,-0.771207189469058,-0.00510222851774,1.87408635181382,7.82165559416,-1.14672320561,14.4578313253012,16.5,0.557685385079576,0.508121934407,1.92910524949825,1.21425835493,false
v3,baseline,T3,M30,2,56,29,27,0.517857142857143,23.5692663281437,0.420879755859709,2.16250566453836,1.51185535302061,-0.750908848498296,0.019069516181195,1.44308707434447,4.90240189566,-1.09366484394,17.3660714285714,17,0.566889020144909,0.569218361531,1.77572485960467,1.25327343082,false
v3,baseline,T3,M30,3,71,20,51,0.28169014084507,1.0996391335438,0.0154878751203352,1.02671482459321,2.11308855158881,-0.807100625455537,-0.686680991933,1.60455892429043,5.39819454541,-1.12261664082,16.7253521126761,6,0.659517554766854,0.762053607644,1.51279093885435,0.668667576906,false
v3,baseline,T3,M30,4,86,39,47,0.453488372093023,37.5353339759494,0.436457371813365,2.04354935174185,1.88472423553455,-0.765295983189321,-0.144206322344,1.99771030412849,10.0110673543,-1.15680299257,34.9883720930233,7,0.560105116245194,0.5342043608035,1.84588416789129,1.085813654705,false
v3,true_oos,T2,H1,0,31,13,18,0.419354838709677,28.849400657736,0.930625827668903,2.84305952113536,3.42326117058038,-0.869610808878278,-0.619913414194,3.15669963361289,11.2365496376,-1.03796632804,28.6774193548387,18,0.457884723745526,0.510527018147,2.34618429403221,0.852173241567,false
v3,true_oos,T2,H1,1,38,14,24,0.368421052631579,6.6766815580887,0.175702146265492,1.37938623891316,1.73395148686472,-0.733276635750725,-0.489628096583,1.77010079115804,6.28124956994,-1.05737553005,23.2368421052632,17.5,0.470309973408553,0.461708925286,1.68301609315969,0.8514418315495,false
v3,true_oos,T2,H1,2,32,10,22,0.3125,10.1931647940374,0.318536399813669,1.60608478101393,2.701121585446,-0.764456866382845,-0.587634197996,1.88466647748568,5.10641515429,-1.00183973365,23.96875,21.5,0.44833901358125,0.464636665998,1.76387562620746,0.6345636269155,false
v3,true_oos,T2,H1,3,32,11,21,0.34375,10.1036007791204,0.315737524347513,1.60192219688156,2.44446910555958,-0.799312351525476,-0.614620741949,2.59596650611339,12.9932280859,-1.04887781657,37.9375,19.5,0.3963023383435,0.415266198887,1.71229577037358,0.9956867908845,false
v3,true_oos,T2,H1,4,37,15,22,0.405405405405405,11.120501500859,0.300554094617811,1.60964238290906,1.95743505119313,-0.829137466683545,-0.522320426518,1.8242040818361,6.7228196653,-1.34605231801,53.2702702702703,63,0.537788320520276,0.526695332097,1.74409995045988,0.929745066904,false
v3,true_oos,T2,H1,5,2,0,2,0,-1.407616863444,-0.703808431722,0,NA,-0.703808431722,-0.703808431722,0.076056943183,-0.627751488539,-0.779865374905,64,64,0.574919968692,0.574919968692,0.6117683197195,0.6117683197195,true
v3,true_oos,T2,M30,0,70,25,45,0.357142857142857,6.446669543961,0.0920952791994429,1.20466657789322,1.5178027440091,-0.699964423472587,-0.3959491179035,1.40826342524494,7.46253032363,-1.24349572858,12.1428571428571,10.5,0.461205121309277,0.429414257239,1.54165458772502,0.84343673012,false
v3,true_oos,T2,M30,1,81,24,57,0.296296296296296,-1.322911195208,-0.0163322369778766,0.968638479048342,1.70248796555701,-0.740046006466249,-0.540121714656,1.83979115765609,11.3206489606,-1.07076994119,11.7037037037037,8,0.528608039548835,0.552899909599,1.39349872442861,0.689648424706,false
v3,true_oos,T2,M30,2,62,21,41,0.338709677419355,12.1791388342615,0.19643772313325,1.36541391166485,2.16708792615773,-0.812919697928071,-0.554425983774,1.99775181900489,9.30802749605,-2.84099867441,10.7096774193548,7,0.4087721264328,0.3878042180005,1.70365913763922,0.7625731475115,false
v3,true_oos,T2,M30,3,71,20,51,0.28169014084507,-3.801007505426,-0.053535316977831,0.897070866919082,1.65636928826449,-0.724086142563055,-0.538475323254,1.451338167625,6.67675197959,-1.15327782893,14.2253521126761,9.5,0.533551548421676,0.529311287653,1.31077739844784,0.730301024821,false
v3,true_oos,T2,M30,4,74,24,50,0.324324324324324,17.6912658014087,0.239071159478496,1.41430320779092,2.51635492057317,-0.854025045846946,-0.709388780767,2.60487629990716,14.6714150043,-2.55787447421,32.6824324324324,17.75,0.439189985658388,0.408088545798,1.54969206750039,0.6665330878105,false
v3,true_oos,T2,M30,5,1,1,0,1,0.956122681295,0.956122681295,NA,0.956122681295,NA,0.956122681295,0,0.956122681295,0.956122681295,20,20,0.184933775491,0.184933775491,3.51374173433,3.51374173433,true
v3,true_oos,T2,M30,6,2,1,1,0.5,1.033711169458,0.516855584729,7.83905644960481,1.1848593837,-0.151148214242,0.516855584729,0.668003798971,1.1848593837,-0.151148214242,19,19,0.16716069192735,0.16716069192735,2.38548039345,2.38548039345,true
v3,true_oos,T3,H1,0,40,20,20,0.5,49.0661174557435,1.22665293639359,4.9738823868617,3.07066331670605,-0.617357443918875,0.09703521210315,2.74626363189316,10.1793183443,-1.04890433657,32.675,26,0.455304087502652,0.4905892035735,2.48073036182633,1.23467399958,false
v3,true_oos,T3,H1,1,44,14,30,0.318181818181818,6.7121441032299,0.152548729618861,1.40002386326034,1.6779645239829,-0.55931197441769,-0.3558923569575,1.37049531074049,5.78742989448,-1.00447028278,34.6590909090909,24,0.556906698734943,0.575446564745,1.2846929842022,0.6551796978915,false
v3,true_oos,T3,H1,2,40,17,23,0.425,4.035047279312,0.1008761819828,1.25113408924963,1.18249113989624,-0.69857835212713,-0.408661723671,1.06448229688295,2.57933335137,-1.03564076895,24.325,22.5,0.530734553559957,0.6360519295045,1.28906029566753,0.7731009640555,false
v3,true_oos,T3,H1,3,37,18,19,0.486486486486487,13.9185528736625,0.376177104693581,2.38789024841233,1.3303956497621,-0.527819411687121,-0.0824531618163,1.32501171804516,3.7811246141,-1.0501541399,35.2702702702703,24,0.451544097378152,0.347535218187,1.49839726554364,0.940742261538,false
v3,true_oos,T3,H1,4,33,16,17,0.484848484848485,13.583386604356,0.411617775889576,2.47230955688199,1.42558066168044,-0.542700234266529,-0.132733526029,1.17625095535409,2.96172313269,-1.04322415944,59.5454545454545,69,0.413284950862306,0.342147214817,1.41838266164978,0.855316047605,false
v3,true_oos,T3,H1,5,4,1,3,0.25,-1.955186532355,-0.48879663308875,0.190284199229194,0.459471216072,-0.804885916142333,-0.7059404605435,0.560854338109766,0.459471216072,-1.00277682734,45.5,46.5,0.67510888128925,0.7490629410745,0.33365788745175,0.0573347607485,true
v3,true_oos,T3,H1,6,1,0,1,0,-0.929007263683,-0.929007263683,0,NA,-0.929007263683,-0.929007263683,0,-0.929007263683,-0.929007263683,21,21,0.928827160728,0.928827160728,0.022512869382,0.022512869382,true
v3,true_oos,T3,M30,0,68,36,32,0.529411764705882,73.0498262527861,1.07426215077627,3.89956785144024,2.72897710398049,-0.787292171578491,0.0762456969385,3.22515886493268,14.4040122767,-1.09153031952,16.4117647058824,17.25,0.536664151384396,0.5134679736135,2.50050945779095,1.36752907729,false
v3,true_oos,T3,M30,1,82,30,52,0.365853658536585,14.0040307177594,0.1707808624117,1.35203183388007,1.79282037501712,-0.765011164091429,-0.470772374955,1.76060046396896,7.60367717863,-1.06765493648,13.2317073170732,14.5,0.610594665040511,0.6469778644955,1.52889145246894,0.8518160851535,false
v3,true_oos,T3,M30,2,72,34,38,0.472222222222222,29.8683879841761,0.414838722002446,2.07211928207207,1.69787030289274,-0.733136903004658,-0.182053195421,1.75041444949797,8.82891581916,-1.12769297394,13.3402777777778,14.75,0.53582561561411,0.5720938955415,1.91572001808707,1.24129623726,false
v3,true_oos,T3,M30,3,84,31,53,0.369047619047619,3.7786432362051,0.0449838480500607,1.08772152181129,1.51142207176519,-0.81274416959464,-0.5116651193085,1.4297633035318,6.16757122537,-1.10303507146,13.6845238095238,11.25,0.667113859465077,0.7381004579155,1.4253383875656,0.812837368648,false
v3,true_oos,T3,M30,4,58,32,26,0.551724137931034,40.233016011088,0.693672689846345,3.02621631437215,1.87778892000478,-0.763701131887115,0.190084710671,1.71833840777367,5.05379224868,-1.09104559464,43.1120689655172,48.5,0.536780397773638,0.4670992494915,2.08614322517377,1.054747383185,false
v3,true_oos,T3,M30,5,3,0,3,0,-2.510862160624,-0.836954053541333,0,NA,-0.836954053541333,-1.00002615351,0.230623288593598,-0.510803471034,-1.00003253608,6.5,1.5,0.941804518574,1,0.419170008424,0.137305913932,true
v3,true_oos,T3,M30,6,2,0,2,0,-1.95088286292,-0.97544143146,0,NA,-0.97544143146,-0.97544143146,0.02460898767,-0.95083244379,-1.00005041913,18.25,18.25,0.9752610215455,0.9752610215455,0.0194000436897,0.0194000436897,true
v3,walk_forward,T2,H1,0,13,6,7,0.461538461538462,5.736206438708,0.441246649131385,2.19680465472511,1.75485683973383,-0.684704942813571,-0.427085262873,1.44026987996522,3.51249141907,-0.933063858496,23.9230769230769,19,0.313227986798138,0.272071283333,2.16551052411869,1.69384152493,true
v3,walk_forward,T2,H1,1,16,5,11,0.3125,-0.0462862668803998,-0.00289289168002499,0.9923737863228,1.20461555007768,-0.551760365206254,-0.227413045926,1.14395714417497,3.54767791202,-1.00007659567,26.8125,21.5,0.412345817522006,0.3220606854065,1.42754723342906,1.05408825048,true
v3,walk_forward,T2,H1,2,25,13,12,0.52,32.151529630965,1.2860611852386,3.80572927127559,3.354674711369,-0.954936801402667,0.217179771131,3.96297863057411,18.3674323515,-1.05306817286,36.96,20,0.469706428061728,0.43892350372,2.97044245749268,1.57854564182,true
v3,walk_forward,T2,H1,3,15,5,10,0.333333333333333,-0.241975020674,-0.0161316680449333,0.966508377320663,1.3965933321472,-0.722494168141,-0.484118449277,1.11845774835506,2.53612926362,-1.05519075196,34.4666666666667,18,0.409265827817933,0.406172717283,1.7493781667075,0.789574204444,true
v3,walk_forward,T2,H1,4,15,8,7,0.533333333333333,8.7656723979,0.58437815986,2.94445240895319,1.65921425289512,-0.644005946465857,0.074771442107,1.36499565291385,3.37024556997,-1.00749621483,55.3333333333333,65,0.465146007030093,0.434455060444,2.30313133655117,2.42222836911,true
v3,walk_forward,T2,H1,5,1,1,0,1,1.94142073694,1.94142073694,NA,1.94142073694,NA,1.94142073694,0,1.94142073694,1.94142073694,69,69,0.361316949978,0.361316949978,4.46719138154,4.46719138154,true
v3,walk_forward,T2,M30,0,39,14,25,0.358974358974359,2.84677783067488,0.0729943033506378,1.15572369124157,1.50912379134971,-0.73123820992884,-0.390389226092,1.59334478860373,6.99685125427,-1.20165281226,12.8205128205128,15,0.484532597165575,0.493841714911,1.50726381684774,0.90579053263,false
