generation,lifecycle_stage,strategy,timeframe,entry_weekday,trades,winners,losers,win_rate,net_R,expectancy_R,PF,avg_win_R,avg_loss_R,median_R,std_R,best_trade_R,worst_trade_R,average_holding_hours,median_holding_hours,average_MAE_R,median_MAE_R,average_MFE_R,median_MFE_R,small_sample_flag
v1,walk_forward,T3,H1,4,10,7,3,0.7,10.4764132074623,1.04764132074623,5.65103141939351,1.81841509547632,-0.750830820290642,0.657956009044679,1.60410111116044,3.81828711383638,-1.00162338332806,84.2,75.5,0.5409958025557,0.444854524765,2.5632927520166,1.84849677153,true
v1,walk_forward,T3,M30,0,15,5,10,0.333333333333333,-0.179016027907,-0.0119344018604667,0.967606603621952,1.0694592733374,-0.5526312394594,-0.194817663812,1.1142611706899,3.67550579303,-1.04654090709,14.9,17.5,0.51269169106,0.46387357939,1.1967149687513,0.902385249723,true
v1,walk_forward,T3,M30,1,14,9,5,0.642857142857143,23.615593802403,1.68682812874307,8.24066496168772,2.98634628827656,-0.6523045584172,0.5064724055485,2.69276886868356,7.69567657866,-1.05501230452,19.9642857142857,20.5,0.513737642329029,0.475621116525,3.14998343029243,1.77997757664,true
v1,walk_forward,T3,M30,2,7,5,2,0.714285714285714,4.9854841943137,0.7122120277591,5.60067004520432,1.21382545210074,-0.541821533095,1.11462559912,0.968669794331724,1.99368684935,-0.713669089171,21.5,23,0.545467091950571,0.494016156378,2.04357127264143,2.26681189589,true
v1,walk_forward,T3,M30,3,13,2,11,0.153846153846154,-7.020814880319,-0.540062683101462,0.241823644437911,1.1196597129595,-0.841830391476182,-0.99115007471,0.747754236280494,1.34582804493,-1.09593625999,19.5,4,0.785669354210585,0.983760548171,0.666399664649277,0.34797462628,true
v1,walk_forward,T3,M30,4,11,4,7,0.363636363636364,0.12493824676673,0.0113580224333391,1.02163466489073,1.474962109562,-0.82498717021161,-0.608229942397,1.23394222137509,2.50215306526,-1.05695204314,24,7.5,0.645914959604855,0.705689485372,1.18982030598425,0.503117943415,true
v2,baseline,T2,H1,0,107,34,73,0.317757009345794,27.0504620568629,0.252808056606195,1.60657956144937,2.10722172762789,-0.610891461403911,-0.39322851116,1.71168720436104,7.80876634475,-1.01365396376,28.5327102803738,21,0.427280704527078,0.416355598107,1.69235650132967,0.958562682661,false
v2,baseline,T2,H1,1,129,55,74,0.426356589147287,66.796633227364,0.517803358351659,2.46380358046667,2.0441612932824,-0.616651863556323,-0.113934873223,2.13152974430105,13.8794534098,-1.15848039679,30.953488372093,24,0.459058884543068,0.446080784203,1.98481790859868,1.30204692797,false
v2,baseline,T2,H1,2,144,46,98,0.319444444444444,27.9246250034315,0.193921006968274,1.3863043357184,2.17850477934121,-0.737618314757799,-0.5031857482645,2.37503814353254,21.5671653981,-2.59521059978,33.1458333333333,21,0.482164093860567,0.5185483721965,1.63117888561052,0.7569171924265,false
v2,baseline,T2,H1,3,179,61,118,0.340782122905028,15.3487910251575,0.0857474358947346,1.16841746419707,1.74564228684725,-0.772333800614618,-0.50144516844,1.55979340012871,7.22113828913,-2.35439614092,43.854748603352,20,0.485339184394702,0.507850499377,1.44492859062306,0.717262471963,false
v2,baseline,T2,H1,4,146,66,80,0.452054794520548,58.801951909544,0.402753095270849,1.96488943596727,1.81429696116448,-0.761770594091395,-0.21773661052,1.633666270239,6.48032455554,-2.38548483767,68.7945205479452,70,0.411903559111143,0.3938548581265,1.84655262770673,1.0606840994,false
v2,baseline,T2,H1,5,2,0,2,0,-1.55427803454,-0.77713901727,0,NA,-0.77713901727,-0.77713901727,0.24506394247,-0.5320750748,-1.02220295974,30.5,30.5,0.564314810254,0.564314810254,0.03891814155555,0.03891814155555,true
v2,baseline,T2,M30,0,253,95,158,0.375494071146245,36.5885396445175,0.144618733772796,1.32222181025952,1.58041394837732,-0.718675857286888,-0.39750483834,1.5783874776438,11.5359552628,-1.09389140318,15.0316205533597,15.5,0.457130211327686,0.425142898848,1.52564388197852,0.922599876104,false
v2,baseline,T2,M30,1,307,103,204,0.335504885993485,31.3126463290366,0.101995590648328,1.21332740320165,1.72907530263069,-0.719520146283942,-0.419614264268,1.69752193264675,14.7045706407,-2.07393898693,13.8631921824104,14.5,0.455060950615436,0.444061641781,1.49491622182776,0.928653949063,false
v2,baseline,T2,M30,2,333,114,219,0.342342342342342,11.5226666157359,0.0346026024496574,1.07037211269163,1.53738394491932,-0.747667137466059,-0.463094577877,1.56354057027011,13.9093219482,-5.12451155193,13.8318318318318,14,0.445533829118536,0.432478344006,1.4288747862149,0.749781599726,false
v2,baseline,T2,M30,3,277,89,188,0.32129963898917,-1.33992869612905,-0.00483728771165724,0.990165405787819,1.51580377870652,-0.724715239367072,-0.473721253474,1.55460575605633,12.1677500369,-3.32087807086,17.9079422382671,14.5,0.462118660482457,0.483224196246,1.39211164873858,0.867530136399,false
v2,baseline,T2,M30,4,265,102,163,0.384905660377359,103.964502569324,0.392318877620092,1.87704755892929,2.18140869861515,-0.727234261898287,-0.36017968679,1.9820067423752,8.87182641037,-2.67303061281,45.6433962264151,63,0.443509774936672,0.448601030246,1.82439029351892,0.882384322013,false
v2,baseline,T2,M30,5,3,0,3,0,-2.548347467341,-0.849449155780333,0,NA,-0.849449155780333,-1.00733428551,0.266716580845729,-0.473840421451,-1.06717276038,40.8333333333333,57.5,0.357395642504,0.286272082358,0.496204942753333,0,true
v2,baseline,T3,H1,0,160,63,97,0.39375,28.1239498481678,0.175774686551049,1.40909430488243,1.53763193896461,-0.708730539243326,-0.273067657642,1.64218939810429,13.5545083328,-1.06960027164,25.23125,23,0.576412606921277,0.589901247493,1.5560771129181,1.059146943905,false
v2,baseline,T3,H1,1,135,55,80,0.407407407407407,14.402102786876,0.106682242865748,1.25833964822483,1.27546936960106,-0.696858906764777,-0.368626885722,1.28036766174135,6.33073533834,-1.07054251382,29.2074074074074,23,0.5708104480921,0.589923482325,1.46250042966214,1.01890462761,false
v2,baseline,T3,H1,2,151,67,84,0.443708609271523,41.3738924341169,0.273999287643159,1.65348678891899,1.56248370008983,-0.753720422284545,-0.27818680676,1.45070783615499,5.43799834026,-2.56466015562,33.7615894039735,23,0.613432085369618,0.652827131925,1.71241144301252,1.0926457733,false
v2,baseline,T3,H1,3,149,50,99,0.335570469798658,15.5332834186106,0.104250224285977,1.20803067354135,1.80403038754404,-0.754224605642339,-0.54199696193,1.84445479764371,13.5001769173,-1.2907098997,42.3288590604027,22,0.627544391023354,0.675942509607,1.48910255790407,0.788073556338,false
v2,baseline,T3,H1,4,142,64,78,0.450704225352113,52.8844893879445,0.372425981605243,1.93866519723455,1.70663418104212,-0.722308951266039,-0.153184967226,1.51594871386159,6.38833943865,-1.07077495705,68.7394366197183,72,0.576952780440023,0.5603016375385,1.74463110582164,1.13480728152,false
v2,baseline,T3,H1,5,4,2,2,0.5,-0.767025357411,-0.19175633935275,0.631358561286193,0.6568279841445,-1.04034066285,-0.3750802342855,0.894243778238023,1.05455554131,-1.07142043015,66.75,66,0.68421212639175,0.8684242527835,1.01425007410465,0.6766364330855,true
v2,baseline,T3,M30,0,299,126,173,0.421404682274247,56.1430705550469,0.187769466739287,1.45111311079036,1.43331429671325,-0.719390351623251,-0.234251222633,1.38327128091445,5.84489994426,-1.5175650576,14.9615384615385,14.5,0.58854972027821,0.616847909147,1.52423428253312,1.09305478327,false
v2,baseline,T3,M30,1,295,113,182,0.383050847457627,10.2462540474041,0.0347330645674716,1.07490405048095,1.3012210266539,-0.75160286793674,-0.340432678637,1.376529173554,7.24391279689,-2.76919055248,14.4101694915254,13.5,0.616342721139998,0.633578585776,1.39947447914238,0.9998568262,false
v2,baseline,T3,M30,2,314,132,182,0.420382165605096,63.5788126329526,0.202480295009403,1.47085662723335,1.50459680750383,-0.741911900865678,-0.317623134693,1.52392136703124,10.654853857,-1.0880659732,14.453821656051,13,0.605872351442747,0.670271502466,1.58308753998233,1.017976250485,false
v2,baseline,T3,M30,3,327,115,212,0.351681957186544,6.96291754294138,0.0212933258193926,1.04341421712165,1.45518492781387,-0.75652523186629,-0.448108398066,1.38140422172836,8.21044964058,-1.89027508611,18.5917431192661,12.5,0.621335603779813,0.663882847755,1.32681916509141,0.805777765456,false
v2,baseline,T3,M30,4,321,137,184,0.426791277258567,117.532300763868,0.366144239139775,1.85240835364474,1.86434251861237,-0.749362088511014,-0.21316681648,1.8849216233525,13.1606208736,-3.699242647,41.8582554517134,62,0.609070630057235,0.600593689965,1.74076878368475,1.05988282907,false
v2,baseline,T3,M30,5,7,4,3,0.571428571428571,3.110622751883,0.444374678840429,2.21857200127135,1.41582535472775,-0.850892889009333,0.598989948274,1.27837331597799,2.29402057578,-1.00351786982,68.5714285714286,64.5,0.557665065666143,0.643798279659,1.65509865034214,1.57206556661,true
v2,true_oos,T2,H1,0,73,31,42,0.424657534246575,11.5524324817559,0.158252499750081,1.33538078601194,1.48381135435591,-0.820136178649462,-0.235761103427,1.68191925235764,8.75473535575,-2.51630612463,23.6712328767123,20,0.390782270616096,0.338868484142,1.58856742493483,1.02571793654,false
v2,true_oos,T2,H1,1,72,31,41,0.430555555555556,13.1551388195775,0.182710261383021,1.45139755416908,1.36446037145438,-0.710808114524595,-0.233315356197,1.39540962604176,4.55802557133,-1.07605429803,27.4861111111111,20,0.403739564411268,0.400803736827,1.60689445783792,1.107146335465,false
v2,true_oos,T2,H1,2,50,12,38,0.24,11.663289633041,0.23326579266082,1.4060669338474,3.3654890622595,-0.755857345107184,-0.666755371731,2.50491027707794,12.8936279959,-1.27418478194,28.66,20.5,0.487616605276245,0.484896770081,1.67051420317392,0.527807140565,false
v2,true_oos,T2,H1,3,52,14,38,0.269230769230769,2.5090238457262,0.0482504585716577,1.08801769341358,2.21535192972071,-0.750155346588521,-0.6575887786265,1.69723067035681,5.88657923476,-1.38627345175,28.2115384615385,18,0.407834503945587,0.3681455515615,1.27588135200412,0.6348048578725,false
v2,true_oos,T2,H1,4,49,21,28,0.428571428571429,0.879774252679,0.0179545765852857,1.04070233373493,1.07117189828719,-0.771958414691143,-0.344295954042,1.09469274287271,3.70430281248,-1.81618667237,55.3061224489796,66,0.435142584101253,0.3946658484,1.33827115823302,1.16525010758,false
v2,true_oos,T2,H1,6,1,0,1,0,-1.02722428677,-1.02722428677,0,NA,-1.02722428677,-1.02722428677,0,-1.02722428677,-1.02722428677,17,17,0.385938046491,0.385938046491,0.127184128957,0.127184128957,true
v2,true_oos,T2,M30,0,97,32,65,0.329896907216495,25.5824796337534,0.263736903440757,1.49130991757946,2.42663822193762,-0.8010760533577,-0.590009522709,2.44189129894233,15.6279601249,-2.72360484797,12.4536082474227,11,0.462163424872797,0.481410401211,1.73848463236937,0.831004958119,false
v2,true_oos,T2,M30,1,109,39,70,0.357798165137615,5.5552876004858,0.0509659412888605,1.10299794189045,1.52541529234376,-0.770512982870299,-0.493820241381,1.57772304326699,7.63431436371,-1.56849482457,12.7293577981651,13,0.484772449352667,0.529820472451,1.50578781117722,0.844909321001,false
