generation,lifecycle_stage,strategy,timeframe,holding_bucket,trades,net_R,expectancy,win_rate,avg_MAE,avg_MFE,avg_giveback,share_MFE_ge_1R_final_le_0
v1,baseline,T3,M30,24–48h,27,65.7074020735157,2.43360748420428,0.888888888888889,0.300397359449996,3.84504631569119,1.4114388314869,0.037037037037037
v1,baseline,T3,M30,3–6h,38,-10.3694893935945,-0.272881299831434,0.315789473684211,0.565153197141729,1.30007461404937,1.5729559138808,0.184210526315789
v1,baseline,T3,M30,48–96h,26,27.7942352904291,1.06900904963189,0.653846153846154,0.509881527300292,2.36843322941692,1.29942417978503,0.0769230769230769
v1,baseline,T3,M30,6–12h,22,0.317730897896663,0.0144423135407574,0.318181818181818,0.577315602467291,1.40465862998414,1.39021631644338,0.181818181818182
v1,baseline,T3,M30,<1h,9,-9.22060877756934,-1.02451208639659,0,1,0,1.02451208639659,0
v1,baseline,T3,M30,>96h,2,17.4378692891208,8.71893464456038,1,0.2522427287295,10.363366942535,1.64443229797463,0
v1,true_oos,T2,H1,12–24h,16,-4.169893721963,-0.260618357622687,0.25,0.474737822695687,1.22713945795988,1.48775781558256,0.125
v1,true_oos,T2,H1,1–3h,3,-2.677264982275,-0.892421660758333,0,0.354131312303333,0.281852280112333,1.17427394087067,0
v1,true_oos,T2,H1,24–48h,15,9.305538092749,0.620369206183267,0.533333333333333,0.3994211862694,2.10538487235637,1.48501566617311,0.133333333333333
v1,true_oos,T2,H1,3–6h,8,-7.386723791957,-0.923340473994625,0,0.66046276386775,0.205455403693375,1.128795877688,0
v1,true_oos,T2,H1,48–96h,21,32.225902716238,1.53456679601133,0.714285714285714,0.570504866553162,3.15497390411109,1.62040710809976,0.0476190476190476
v1,true_oos,T2,H1,6–12h,3,-3.06826201819,-1.02275400606333,0,0.538402054281,0.305285408673667,1.328039414737,0
v1,true_oos,T2,H1,>96h,3,18.628389956243,6.20946331874767,1,0.2084877780614,7.98982732681667,1.780364008069,0
v1,true_oos,T2,M30,12–24h,56,8.855261244312,0.158129665077,0.428571428571429,0.472330489495796,1.49993136668248,1.34180170160548,0.107142857142857
v1,true_oos,T2,M30,1–3h,34,-32.253755720566,-0.948639874134294,0,0.587785380866765,0.233426209627206,1.1820660837615,0.0294117647058824
v1,true_oos,T2,M30,24–48h,13,46.0739430428268,3.54414946483283,1,0.344685327382569,5.27192170764654,1.72777224281371,0
v1,true_oos,T2,M30,3–6h,30,-14.350594616395,-0.478353153879833,0.1,0.570907376283607,1.17886724430553,1.65722039818537,0.133333333333333
v1,true_oos,T2,M30,48–96h,16,0.5760751987777,0.0360046999236062,0.5,0.452610946451687,1.17422730663094,1.13822260670733,0.0625
v1,true_oos,T2,M30,6–12h,11,-3.6837379129132,-0.334885264810291,0.181818181818182,0.523950774589582,1.01190380093555,1.34678906574584,0.272727272727273
v1,true_oos,T2,M30,<1h,8,-7.69109582842,-0.9613869785525,0,0,0,0.9613869785525,0
v1,true_oos,T2,M30,>96h,3,30.58772789188,10.1959092972933,1,0.588603497305333,12.8022542782133,2.60634498092,0
v1,true_oos,T3,H1,12–24h,29,-5.0688683678278,-0.174788564407855,0.241379310344828,0.504720813245793,1.21912249280862,1.39391105721647,0.241379310344828
v1,true_oos,T3,H1,1–3h,4,-4.09259206041,-1.0231480151025,0,1,0,1.0231480151025,0
v1,true_oos,T3,H1,24–48h,39,30.0872342627059,0.771467545197587,0.564102564102564,0.434513686905521,2.23954138553292,1.46807384033534,0.102564102564103
v1,true_oos,T3,H1,3–6h,7,-2.493980102853,-0.356282871836143,0.285714285714286,0.724641719440514,1.0534118761426,1.40969474797874,0
v1,true_oos,T3,H1,48–96h,11,22.022188209564,2.00201710996036,0.636363636363636,0.478950900027127,3.34110952322301,1.33909241326265,0
v1,true_oos,T3,H1,6–12h,3,0.724608971517,0.241536323839,0.333333333333333,0.793973953075333,1.94496851202567,1.70343218818667,0
v1,true_oos,T3,H1,>96h,4,16.05209119072,4.01302279768,1,0.6336709395455,5.27724763176,1.26422483408,0
v1,true_oos,T3,M30,12–24h,57,23.7608588460377,0.416857172737504,0.596491228070175,0.429127279434923,1.66160812211358,1.24475094937608,0.0526315789473684
v1,true_oos,T3,M30,1–3h,23,-16.197142450902,-0.704223584821826,0.130434782608696,0.874356373875948,0.722926061502744,1.42714964632457,0
v1,true_oos,T3,M30,24–48h,22,57.5612936692971,2.6164224395135,0.954545454545455,0.355267042555068,4.21500298946623,1.59858054995272,0
v1,true_oos,T3,M30,3–6h,28,-14.1283011580103,-0.504582184214654,0.178571428571429,0.765434839050118,0.997659541438343,1.502241725653,0.0714285714285714
v1,true_oos,T3,M30,48–96h,8,26.543429714817,3.31792871435213,0.375,0.556843661914625,4.90754416290741,1.58961544855529,0
v1,true_oos,T3,M30,6–12h,24,-4.83711154820974,-0.201546314508739,0.25,0.527988500102083,1.25733640590621,1.45888272041495,0.291666666666667
v1,walk_forward,T2,H1,12–24h,8,-2.280496777191,-0.285062097148875,0.25,0.357849635187212,0.883163373356375,1.16822547050525,0
v1,walk_forward,T2,H1,1–3h,1,-1.00747536861,-1.00747536861,0,0.971797918673,0,1.00747536861,0
v1,walk_forward,T2,H1,24–48h,8,1.22175840660729,0.152719800825911,0.5,0.595680464867812,1.666301984877,1.51358218405109,0.125
v1,walk_forward,T2,H1,3–6h,2,-2.05935829794,-1.02967914897,0,0.569440540282,0.2853367333255,1.3150158822955,0
v1,walk_forward,T2,H1,48–96h,9,8.4926110614207,0.943623451268967,0.777777777777778,0.3929255225005,3.197984102006,2.25436065073703,0.111111111111111
v1,walk_forward,T2,H1,6–12h,2,-1.544782999373,-0.7723914996865,0,0.394999977246,0.54605658210455,1.31844808179105,0.5
v1,walk_forward,T2,H1,>96h,3,24.13225703629,8.04408567876333,1,0.293883475695,10.59825991821,2.55417423944667,0
v1,walk_forward,T2,M30,12–24h,25,9.44368709036,0.3777474836144,0.44,0.425876179120972,1.82550383489688,1.44775635128248,0.2
v1,walk_forward,T2,M30,1–3h,16,-12.210955294838,-0.763184705927375,0.0625,0.557676107023125,0.529115000572681,1.29229970650006,0.125
v1,walk_forward,T2,M30,24–48h,6,19.7827075956966,3.29711793261611,0.833333333333333,0.4571979466205,4.70782816402417,1.41071023140806,0
v1,walk_forward,T2,M30,3–6h,9,-8.117278737864,-0.901919859762667,0,0.630879488834889,0.715372318141556,1.61729217790422,0.444444444444444
v1,walk_forward,T2,M30,48–96h,1,0.490219264394,0.490219264394,1,0.633145958698,1.81309979082,1.322880526426,0
v1,walk_forward,T2,M30,6–12h,6,0.088693929223,0.0147823215371667,0.5,0.516933641847,1.84907592445383,1.83429360291667,0.166666666666667
v1,walk_forward,T2,M30,<1h,4,-1.783798417423,-0.44594960435575,0,0,0,0.44594960435575,0
v1,walk_forward,T3,H1,12–24h,9,-2.04371567003959,-0.227079518893288,0.222222222222222,0.631880513827111,1.20951645923556,1.43659597812884,0.111111111111111
v1,walk_forward,T3,H1,1–3h,1,-1.04752562596437,-1.04752562596437,0,1,0.166339690875,1.21386531683937,0
v1,walk_forward,T3,H1,24–48h,6,15.8625403464841,2.64375672441402,0.666666666666667,0.356162201774,4.657001056397,2.01324433198298,0
v1,walk_forward,T3,H1,3–6h,2,-2.04631807554166,-1.02315903777083,0,1,0.1238899968855,1.14704903465633,0
v1,walk_forward,T3,H1,48–96h,11,13.7468333105904,1.24971211914458,0.545454545454545,0.545534008359245,2.85088130599564,1.60116918685105,0.0909090909090909
v1,walk_forward,T3,H1,6–12h,1,1.40208931331515,1.40208931331515,1,0.12753832787,3.18845819674,1.78636888342485,0
v1,walk_forward,T3,H1,>96h,4,7.03780128025645,1.75945032006411,1,0.46675024558975,2.8943986637175,1.13494834365339,0
v1,walk_forward,T3,M30,12–24h,24,13.0058674555357,0.541911143980654,0.541666666666667,0.539397889340775,1.82799971973282,1.28608857575216,0
v1,walk_forward,T3,M30,1–3h,8,-8.20771145077,-1.02596393134625,0,1,0.121537468926288,1.14750140027254,0
v1,walk_forward,T3,M30,24–48h,6,16.776685815974,2.79611430266233,1,0.3399154943949,4.066279621645,1.27016531898267,0
v1,walk_forward,T3,M30,3–6h,8,-5.441635605914,-0.68020445073925,0,0.662760928317125,0.84369774446875,1.523902195208,0.375
v1,walk_forward,T3,M30,48–96h,5,2.660019654743,0.5320039309486,0.6,0.5304842349594,1.6129205249756,1.080916594027,0
v1,walk_forward,T3,M30,6–12h,7,4.83861813789873,0.691231162556961,0.428571428571429,0.440026750095629,2.00722216208929,1.31599099953232,0.142857142857143
v1,walk_forward,T3,M30,<1h,2,-2.10565867221,-1.052829336105,0,1,0,1.052829336105,0
v2,baseline,T2,H1,12–24h,202,-112.70327862375,-0.557937022889849,0.123762376237624,0.488670170687329,0.83099040493178,1.38892742782163,0.198019801980198
v2,baseline,T2,H1,1–3h,46,-40.098113914907,-0.871698128584935,0,0.410657406817509,0.154338499637223,1.02603662822216,0.0217391304347826
v2,baseline,T2,H1,24–48h,113,50.3288083136612,0.445387684191692,0.539823008849557,0.398680347904056,1.94660899783845,1.50122131364676,0.194690265486726
v2,baseline,T2,H1,3–6h,74,-63.1426103997871,-0.853278518916042,0.0405405405405405,0.621852888836991,0.424467389143224,1.27774590805927,0.0675675675675676
v2,baseline,T2,H1,48–96h,150,156.845462039465,1.04563641359644,0.606666666666667,0.40580628656179,2.57700550439729,1.53136909080085,0.0733333333333333
v2,baseline,T2,H1,6–12h,42,-25.336323996649,-0.603245809444024,0.119047619047619,0.480075623196638,0.986086815436557,1.58933262488058,0.0952380952380952
v2,baseline,T2,H1,>96h,80,228.474241769786,2.85592802212233,0.9625,0.410097460321159,4.32533305986795,1.46940503774562,0
v2,baseline,T2,M30,12–24h,499,113.984057086626,0.228424964101455,0.462925851703407,0.425634816185044,1.67332116482631,1.44489620072486,0.160320641282565
v2,baseline,T2,M30,1–3h,280,-240.702326773107,-0.859651167046811,0.0178571428571429,0.582157714954681,0.371565281707158,1.23121644875397,0.0535714285714286
v2,baseline,T2,M30,24–48h,112,207.147596226923,1.84953210916895,0.883928571428571,0.390880216028914,3.27166777963508,1.42213567046613,0.0625
v2,baseline,T2,M30,3–6h,179,-121.344831904531,-0.677904088852128,0.0726256983240224,0.560876683936553,0.760214401181038,1.43811849003317,0.17877094972067
v2,baseline,T2,M30,48–96h,180,246.784719359853,1.37102621866585,0.638888888888889,0.426792404481784,2.86065181516188,1.48962559649603,0.0888888888888889
v2,baseline,T2,M30,6–12h,101,-35.7083975975529,-0.35354849106488,0.227722772277228,0.454744850024353,1.25535997931574,1.60890847038062,0.188118811881188
v2,baseline,T2,M30,<1h,68,-59.648792422388,-0.877188123858647,0,0,0,0.877188123858647,0
v2,baseline,T2,M30,>96h,19,68.9880550193214,3.63095026417481,0.894736842105263,0.421382099893495,5.68789797187958,2.05694770770477,0.0526315789473684
v2,baseline,T3,H1,12–24h,162,-44.3740150289305,-0.273913673018089,0.240740740740741,0.586284842474091,1.14682741339905,1.42074108641714,0.135802469135802
v2,baseline,T3,H1,1–3h,37,-33.512068225668,-0.905731573666703,0.027027027027027,0.964551822536514,0.258085676903938,1.16381725057064,0.027027027027027
v2,baseline,T3,H1,24–48h,171,87.3389437254462,0.510754056873955,0.584795321637427,0.47523977379748,1.94015758511457,1.42940352824062,0.152046783625731
v2,baseline,T3,H1,3–6h,77,-66.4348219010348,-0.862789894818634,0.025974025974026,0.882660465259532,0.453578294715679,1.31636818953431,0.142857142857143
v2,baseline,T3,H1,48–96h,164,108.405142641939,0.661006967328896,0.554878048780488,0.501187110369251,2.06200706842274,1.40100010109384,0.121951219512195
v2,baseline,T3,H1,6–12h,66,-44.973709048214,-0.681419834063848,0.0757575757575758,0.787939836620126,0.744054479616783,1.42547431368063,0.121212121212121
v2,baseline,T3,H1,>96h,64,145.101220354767,2.26720656804323,0.984375,0.406028057885748,3.58360126214292,1.31639469409969,0
v2,baseline,T3,M30,12–24h,441,99.6658685779817,0.225999701990888,0.480725623582766,0.485557697646174,1.50629662655718,1.2802969245663,0.0861678004535147
v2,baseline,T3,M30,1–3h,270,-236.565269998415,-0.876167666660797,0.0407407407407407,0.906872107026486,0.468340083736277,1.34450775039707,0.0851851851851852
v2,baseline,T3,M30,24–48h,179,302.515189662326,1.69002899252696,0.910614525139665,0.419743588350434,3.08486566116637,1.39483666863941,0.0502793296089385
v2,baseline,T3,M30,3–6h,247,-138.417106801037,-0.560393144943471,0.149797570850202,0.743940317510795,0.91055274544444,1.47094589038791,0.149797570850202
v2,baseline,T3,M30,48–96h,212,213.955584503657,1.00922445520593,0.641509433962264,0.513792327527504,2.31213066855315,1.30290621334722,0.0471698113207547
v2,baseline,T3,M30,6–12h,172,-22.065852787727,-0.12828984178911,0.313953488372093,0.525263874897287,1.29348458023216,1.42177442202127,0.244186046511628
v2,baseline,T3,M30,<1h,28,-29.90910617017,-1.06818236322036,0,1.05187339342679,0,1.06818236322036,0
v2,baseline,T3,M30,>96h,14,68.39467130748,4.88533366482,1,0.288419168815621,6.38897718226286,1.50364351744286,0
v2,true_oos,T2,H1,12–24h,82,-30.609421516045,-0.373285628244451,0.280487804878049,0.439189690194057,1.00196414628006,1.37524977452451,0.0975609756097561
v2,true_oos,T2,H1,1–3h,27,-24.540471516711,-0.908906352470778,0,0.213849614832359,0.0871097024351667,0.996016054905944,0
v2,true_oos,T2,H1,24–48h,60,33.9340046775185,0.565566744625308,0.55,0.38427556947964,2.06614016719778,1.50057342257247,0.15
v2,true_oos,T2,H1,3–6h,30,-22.1869267730928,-0.73956422576976,0.0666666666666667,0.53327570022727,0.65475092557575,1.39431515134551,0.133333333333333
v2,true_oos,T2,H1,48–96h,57,48.6406891143251,0.853345423058335,0.649122807017544,0.41865973985597,2.11963783885954,1.26629241580121,0.0701754385964912
v2,true_oos,T2,H1,6–12h,27,-25.2622620117102,-0.935639333767044,0.037037037037037,0.528431844815022,0.6728504836559,1.60848981742294,0.185185185185185
v2,true_oos,T2,H1,>96h,14,58.756822771725,4.19691591226607,0.928571428571429,0.422781369660195,5.72325390687864,1.52633799461257,0
v2,true_oos,T2,M30,12–24h,149,50.8500235577802,0.341275325891143,0.503355704697987,0.444342312016174,1.74177021367898,1.40049488778784,0.12751677852349
v2,true_oos,T2,M30,1–3h,82,-72.816240334902,-0.888002930913439,0.0121951219512195,0.575133721755213,0.352978593705368,1.24098152461881,0.0731707317073171
v2,true_oos,T2,M30,24–48h,36,64.0035506613895,1.77787640726082,0.888888888888889,0.423338062474675,3.20638793019094,1.42851152293013,0.0277777777777778
v2,true_oos,T2,M30,3–6h,76,-35.7214534906758,-0.470019124877313,0.0921052631578947,0.571785224393403,1.11474619853753,1.58476532341485,0.184210526315789
v2,true_oos,T2,M30,48–96h,37,141.666344083523,3.82882011036548,0.621621621621622,0.474696493259438,5.62019257413906,1.79137246377358,0.135135135135135
v2,true_oos,T2,M30,6–12h,36,-22.1635713264171,-0.615654759067142,0.138888888888889,0.419421189949086,0.808405207253892,1.42405996632103,0.111111111111111
v2,true_oos,T2,M30,<1h,18,-17.061534712518,-0.947863039584333,0,0,0,0.947863039584333,0
v2,true_oos,T2,M30,>96h,3,31.25421028823,10.4180700960767,1,0.491465213994667,12.82279380624,2.40472371016333,0
v2,true_oos,T3,H1,12–24h,98,-50.4702213522325,-0.51500225869625,0.163265306122449,0.689118352849861,0.87100803833648,1.38601029703273,0.173469387755102
v2,true_oos,T3,H1,1–3h,25,-25.400037146075,-1.016001485843,0,0.99712990913932,0.18548017611368,1.20148166195668,0.04
v2,true_oos,T3,H1,24–48h,77,58.4099904142118,0.758571304080673,0.61038961038961,0.433427890750659,2.23512838164558,1.47655707756491,0.0649350649350649
v2,true_oos,T3,H1,3–6h,31,-27.35568875057,-0.882441572599032,0.032258064516129,0.900012268195861,0.520428032888768,1.4028696054878,0.0967741935483871
v2,true_oos,T3,H1,48–96h,66,89.9784632448542,1.36331004916446,0.681818181818182,0.437918808088698,2.58210524140493,1.21879519224047,0.0151515151515152
v2,true_oos,T3,H1,6–12h,20,-11.229054546551,-0.56145272732755,0.15,0.803885861700135,0.920694468675256,1.48214719600281,0.2
v2,true_oos,T3,H1,>96h,10,30.401816531558,3.0401816531558,1,0.5278974408789,4.334202829053,1.2940211758972,0
v2,true_oos,T3,M30,12–24h,229,70.3021458642173,0.30699627014942,0.506550218340611,0.479772705853525,1.61660456588934,1.30960829573991,0.0873362445414847
v2,true_oos,T3,M30,1–3h,108,-100.392796610966,-0.929562931583019,0.0462962962962963,0.937866984223893,0.426164231932538,1.35572716351556,0.0277777777777778
v2,true_oos,T3,M30,24–48h,92,160.88558412234,1.74875634915587,0.891304347826087,0.509017553778477,3.15563645656066,1.40688010740479,0.0326086956521739
v2,true_oos,T3,M30,3–6h,102,-76.4829724966452,-0.7498330636926,0.0490196078431373,0.792325442761698,0.663082696511101,1.4129157602037,0.196078431372549
v2,true_oos,T3,M30,48–96h,54,117.029089300899,2.16720535742405,0.759259259259259,0.468925948755024,3.47798958513678,1.31078422771273,0.037037037037037
v2,true_oos,T3,M30,6–12h,88,-22.1740877877882,-0.251978270315775,0.25,0.615700779350182,1.18874125217009,1.44071952248587,0.125
v2,true_oos,T3,M30,<1h,21,-21.82726681664,-1.03939365793524,0,1,0,1.03939365793524,0
v2,true_oos,T3,M30,>96h,4,28.41059099336,7.10264774834,0.75,0.625238888486275,8.75554159361375,1.65289384527375,0
v2,walk_forward,T2,H1,12–24h,41,-24.580233522184,-0.599517890784976,0.0731707317073171,0.515600395463281,0.74500144858641,1.34451933937139,0.24390243902439
v2,walk_forward,T2,H1,1–3h,6,-4.938995344857,-0.8231658908095,0,0.222518931174167,0.143747898791833,0.966913789601333,0
v2,walk_forward,T2,H1,24–48h,19,8.4511148407006,0.44479551793161,0.473684210526316,0.400413466191995,1.90924615443258,1.46445063650097,0.263157894736842
v2,walk_forward,T2,H1,3–6h,10,-9.266498899121,-0.9266498899121,0,0.7409346376747,0.268164980306891,1.19481487021899,0
v2,walk_forward,T2,H1,48–96h,27,31.1829897220252,1.15492554526019,0.740740740740741,0.35261601110053,2.69676973207641,1.54184418681621,0.0740740740740741
v2,walk_forward,T2,H1,6–12h,3,-0.1243511381,-0.0414503793666667,0.333333333333333,0.467951157853333,2.43528665427133,2.476737033638,0
v2,walk_forward,T2,H1,>96h,11,32.801496378495,2.98195421622682,1,0.501322620132273,4.25941913735,1.27746492112318,0
v2,walk_forward,T2,M30,12–24h,82,32.8883112507709,0.401076966472816,0.560975609756098,0.39722219898991,1.82752905836677,1.42645209189395,0.121951219512195
v2,walk_forward,T2,M30,1–3h,37,-32.956101851518,-0.890705455446432,0,0.546138376027081,0.320158335141968,1.2108637905884,0.0810810810810811
v2,walk_forward,T2,M30,24–48h,15,27.632174503083,1.8421449668722,1,0.4013763077302,3.148821417366,1.3066764504938,0
v2,walk_forward,T2,M30,3–6h,23,-14.4543488573009,-0.62844995031743,0.130434782608696,0.465578367556822,0.965745241994404,1.59419519231183,0.173913043478261
v2,walk_forward,T2,M30,48–96h,21,20.5082485447624,0.976583264036305,0.666666666666667,0.418309431095581,2.55414140462133,1.57755814058503,0.0476190476190476
v2,walk_forward,T2,M30,6–12h,19,-16.4096006820105,-0.863663193790026,0.210526315789474,0.495529915388911,0.808405669624579,1.67206886341461,0.0526315789473684
v2,walk_forward,T2,M30,<1h,11,-9.771939596496,-0.888358145136,0,0,0,0.888358145136,0
v2,walk_forward,T2,M30,>96h,2,6.6474293363,3.32371466815,1,0.696351218645,6.368867475835,3.045152807685,0
v2,walk_forward,T3,H1,12–24h,29,-9.9465486055952,-0.342984434675697,0.206896551724138,0.671167651904138,1.04462280289523,1.38760723757093,0.103448275862069
v2,walk_forward,T3,H1,1–3h,4,-4.22149160477,-1.0553729011925,0,1,0.210011189922,1.2653840911145,0
v2,walk_forward,T3,H1,24–48h,18,24.634873391046,1.36860407728033,0.777777777777778,0.395659292280233,2.93369215330375,1.56508807602342,0.0555555555555556
v2,walk_forward,T3,H1,3–6h,10,-8.487806589713,-0.8487806589713,0.1,0.9138439617032,0.5566013540344,1.4053820130057,0.1
v2,walk_forward,T3,H1,48–96h,23,11.15881369981,0.485165813035217,0.391304347826087,0.630873412464192,1.81969962719544,1.33453381416023,0.0869565217391304
v2,walk_forward,T3,H1,6–12h,3,-2.318053045154,-0.772684348384667,0,0.728400415588,0.773336884998333,1.546021233383,0.666666666666667
v2,walk_forward,T3,H1,>96h,8,18.271176348692,2.2838970435865,1,0.44441774822425,3.69818945133875,1.41429240775225,0
v2,walk_forward,T3,M30,12–24h,107,18.9449103758253,0.177055237157246,0.532710280373832,0.510360843443993,1.46308894529223,1.28603370813498,0.0654205607476635
v2,walk_forward,T3,M30,1–3h,61,-56.0435343211551,-0.918746464281231,0.0163934426229508,0.897326720044,0.430370547971975,1.34911701225321,0.0655737704918033
v2,walk_forward,T3,M30,24–48h,30,46.0280258530643,1.53426752843548,0.833333333333333,0.45449106763401,3.0142413683333,1.47997383989782,0.1
v2,walk_forward,T3,M30,3–6h,51,-27.6491828195178,-0.542140839598388,0.176470588235294,0.706136569946131,0.940653348450818,1.48279418804921,0.137254901960784
v2,walk_forward,T3,M30,48–96h,44,29.2611117032759,0.665025265983543,0.522727272727273,0.629818034582105,2.03534229575782,1.37031702977428,0.0454545454545455
v2,walk_forward,T3,M30,6–12h,21,-4.6170828691528,-0.219861089007276,0.19047619047619,0.439909331142905,1.23885009514557,1.45871118415285,0.476190476190476
v2,walk_forward,T3,M30,<1h,6,-6.58943386698,-1.09823897783,0,1.08430181800833,0,1.09823897783,0
v2,walk_forward,T3,M30,>96h,4,30.1726418985,7.543160474625,1,0.46487189120225,9.40065290929,1.857492434665,0
v3,baseline,T2,H1,12–24h,53,-23.9430681774584,-0.451756003348272,0.132075471698113,0.458546167511396,0.936165390771368,1.38792139411964,0.226415094339623
v3,baseline,T2,H1,1–3h,12,-9.812506438703,-0.817708869891917,0,0.262950368732008,0.272151039420975,1.08985990931289,0.0833333333333333
v3,baseline,T2,H1,24–48h,33,21.217438017775,0.642952667205303,0.606060606060606,0.422893073013306,2.15752624127955,1.51457357407424,0.0606060606060606
v3,baseline,T2,H1,3–6h,20,-16.958581086148,-0.8479290543074,0,0.553199315891715,0.523241291263665,1.37117034557106,0.1
v3,baseline,T2,H1,48–96h,34,50.1996144579593,1.47645924876351,0.764705882352941,0.429511218485921,3.1771970255341,1.70073777677059,0.0882352941176471
v3,baseline,T2,H1,6–12h,10,1.102504064856,0.1102504064856,0.3,0.3336156116863,1.78741636510885,1.67716595862325,0.3
v3,baseline,T2,H1,>96h,14,58.681487913854,4.19153485098957,1,0.411882139616143,6.53695767832714,2.34542282733757,0
v3,baseline,T2,M30,12–24h,110,35.8628027532743,0.326025479575221,0.445454545454545,0.415990395248001,1.7505603592637,1.42453487968848,0.172727272727273
v3,baseline,T2,M30,1–3h,70,-61.054949734618,-0.8722135676374,0,0.562430352664887,0.36410596738982,1.23631953502722,0.1
v3,baseline,T2,M30,24–48h,37,88.2766171847339,2.38585451850632,0.891891891891892,0.407601529621532,4.07311357381649,1.68725905531017,0.027027027027027
v3,baseline,T2,M30,3–6h,56,-30.779639948283,-0.549636427647911,0.0892857142857143,0.527471811752318,0.948314299802127,1.49795072745004,0.25
v3,baseline,T2,M30,48–96h,36,63.5037365708632,1.76399268252398,0.833333333333333,0.341451355433553,3.16475150284452,1.40075882032054,0.0277777777777778
v3,baseline,T2,M30,6–12h,40,2.35070441685455,0.0587676104213637,0.375,0.511661890115498,1.60196424693368,1.54319663651231,0.225
v3,baseline,T2,M30,<1h,14,-11.484149975599,-0.8202964268285,0,0,0,0.8202964268285,0
v3,baseline,T2,M30,>96h,3,10.23651657797,3.41217219265667,1,0.195467565679,4.51210512845,1.09993293579333,0
v3,baseline,T3,H1,12–24h,41,-9.9254580309384,-0.24208434221801,0.292682926829268,0.519932359879695,1.12657436525319,1.3686587074712,0.0731707317073171
v3,baseline,T3,H1,1–3h,8,-8.2758762433,-1.0344845304125,0,1,0.156598585454725,1.19108311586723,0
v3,baseline,T3,H1,24–48h,59,69.7681949249574,1.18251177838911,0.661016949152542,0.414917816821217,2.95108456743898,1.76857278904987,0.101694915254237
