generation,lifecycle_stage,strategy,timeframe,holding_bucket,trades,net_R,expectancy,win_rate,avg_MAE,avg_MFE,avg_giveback,share_MFE_ge_1R_final_le_0
v3,baseline,T3,H1,3–6h,16,-13.5507017844125,-0.846918861525781,0,0.833468015939169,0.5161475271985,1.36306638872428,0.1875
v3,baseline,T3,H1,48–96h,35,23.4100076948387,0.668857362709677,0.6,0.460242273997174,2.31679325275326,1.64793589004359,0.0857142857142857
v3,baseline,T3,H1,6–12h,13,-7.485395227676,-0.575799632898154,0.153846153846154,0.765020179295077,0.852753804315492,1.42855343721365,0.0769230769230769
v3,baseline,T3,H1,>96h,12,28.232446828535,2.35270390237792,0.916666666666667,0.399439407731817,3.83713772353983,1.48443382116192,0
v3,baseline,T3,M30,12–24h,123,67.7508821555587,0.550820180126493,0.585365853658537,0.453107180851733,1.8696379050537,1.31881772492721,0.024390243902439
v3,baseline,T3,M30,1–3h,69,-64.88716910326,-0.94039375511971,0.0144927536231884,0.915706590348159,0.544825595168655,1.48521935028837,0.0869565217391304
v3,baseline,T3,M30,24–48h,40,81.9449726489851,2.04862431622463,0.9,0.385131193098397,3.42052593660545,1.37190162038082,0.025
v3,baseline,T3,M30,3–6h,64,-25.2143692270505,-0.393974519172665,0.28125,0.620112857775114,1.14173328624913,1.5357078054218,0.171875
v3,baseline,T3,M30,48–96h,42,56.6067545764291,1.34777987086736,0.666666666666667,0.401524065180624,2.92472208576864,1.57694221490128,0.0714285714285714
v3,baseline,T3,M30,6–12h,42,-3.99821781605973,-0.0951956622871364,0.30952380952381,0.54516912772974,1.28555356275617,1.3807492250433,0.166666666666667
v3,baseline,T3,M30,<1h,12,-12.34231064501,-1.02852588708417,0,1,0,1.02852588708417,0
v3,baseline,T3,M30,>96h,6,30.574702304246,5.09578371737433,1,0.3930822664035,6.44290008163333,1.347116364259,0
v3,true_oos,T2,H1,12–24h,34,-14.4027836956834,-0.423611285167159,0.176470588235294,0.486705683758638,1.05540969951414,1.4790209846813,0.205882352941176
v3,true_oos,T2,H1,1–3h,20,-18.966146617148,-0.9483073308574,0,0.2483935052957,0.079762677500125,1.02807000835752,0
v3,true_oos,T2,H1,24–48h,33,17.6939269791534,0.536179605428891,0.545454545454545,0.365719425333579,2.04497220148627,1.50879259605738,0.181818181818182
v3,true_oos,T2,H1,3–6h,14,-12.3372477007799,-0.881231978627136,0.0714285714285714,0.602643097805214,0.567488813734179,1.44872079236131,0.0714285714285714
v3,true_oos,T2,H1,48–96h,42,71.436174443479,1.70086129627331,0.714285714285714,0.538402733134731,3.30933054335717,1.60846924708386,0.0476190476190476
v3,true_oos,T2,H1,6–12h,23,-18.2519269920636,-0.7935620431332,0.0869565217391304,0.562494575429913,0.590665904866717,1.38422794799992,0
v3,true_oos,T2,H1,>96h,6,40.36373600944,6.72728933490667,1,0.428473116387833,8.032289357395,1.30500002248833,0
v3,true_oos,T2,M30,12–24h,112,23.5632232456203,0.210385921835896,0.473214285714286,0.474837194477471,1.64839981209675,1.43801389026086,0.151785714285714
v3,true_oos,T2,M30,1–3h,68,-62.628219315041,-0.921003225221191,0,0.634295326816235,0.273831599227313,1.1948348244485,0.0441176470588235
v3,true_oos,T2,M30,24–48h,27,72.7697656424868,2.69517650527729,0.925925925925926,0.411565298853389,4.1838355505543,1.48865904527701,0
v3,true_oos,T2,M30,3–6h,68,-30.8939416314078,-0.454322671050115,0.132352941176471,0.566016845137484,1.15717308783888,1.611495758889,0.147058823529412
v3,true_oos,T2,M30,48–96h,27,24.9154592572027,0.922794787303804,0.592592592592593,0.395441213822711,2.30793606671474,1.38514127941094,0.037037037037037
v3,true_oos,T2,M30,6–12h,32,-7.6150026022518,-0.237968831320369,0.28125,0.392539353033303,1.3496032510195,1.58757208233987,0.21875
v3,true_oos,T2,M30,<1h,23,-20.315222526879,-0.883270544646913,0,0,0,0.883270544646913,0
v3,true_oos,T2,M30,>96h,4,33.38692726002,8.346731815005,1,0.5483817390735,10.5122399462325,2.1655081312275,0
v3,true_oos,T3,H1,12–24h,56,-19.5500399094368,-0.349107855525657,0.214285714285714,0.506161552716711,0.7652670939099,1.11437494943556,0.0535714285714286
v3,true_oos,T3,H1,1–3h,4,-3.97096273546,-0.992740683865,0,0.96620029373725,0.125078627254725,1.11781931111972,0
v3,true_oos,T3,H1,24–48h,66,38.4643636960055,0.582793389333417,0.53030303030303,0.421102827961686,1.7691584329492,1.18636504361578,0.0151515151515152
v3,true_oos,T3,H1,3–6h,12,-11.159986357428,-0.929998863119,0,0.912224753051583,0.234257475587405,1.1642563387064,0
v3,true_oos,T3,H1,48–96h,43,63.4353354630732,1.47524035960635,0.720930232558139,0.351400762888538,2.5981477910272,1.12290743142084,0
v3,true_oos,T3,H1,6–12h,11,-7.482824909565,-0.680256809960455,0.0909090909090909,0.779160299804182,0.507241048232618,1.18749785819307,0
v3,true_oos,T3,H1,>96h,7,24.695169273077,3.52788132472529,1,0.469987163278057,4.384537727,0.856656402274714,0
v3,true_oos,T3,M30,12–24h,122,33.8970746273959,0.277844873995048,0.532786885245902,0.467201688520165,1.58345821899493,1.30561334499988,0.0655737704918033
v3,true_oos,T3,M30,1–3h,59,-46.133906326372,-0.78193061570122,0.101694915254237,0.874564875663207,0.606539673529399,1.38847028923062,0.0338983050847458
v3,true_oos,T3,M30,24–48h,53,133.65972419894,2.52188158865924,0.905660377358491,0.394851563418434,3.99604080202131,1.47415921336208,0
v3,true_oos,T3,M30,3–6h,46,-27.5977053499331,-0.599950116302894,0.130434782608696,0.784076171426287,0.872144662109659,1.47209477841255,0.152173913043478
v3,true_oos,T3,M30,48–96h,33,76.896221227887,2.33018852205718,0.757575757575758,0.397503453862718,4.03428731401853,1.70409879196135,0
v3,true_oos,T3,M30,6–12h,46,-13.9569469609167,-0.303411890454711,0.239130434782609,0.639279955172478,1.09795723958707,1.40136913004178,0.108695652173913
v3,true_oos,T3,M30,<1h,8,-8.07635662306,-1.0095445778825,0,1,0,1.0095445778825,0
v3,true_oos,T3,M30,>96h,2,7.78405438453,3.892027192265,1,0.485534845324,5.42127522967,1.529248037405,0
v3,walk_forward,T2,H1,12–24h,23,-6.1691538865774,-0.268224082025104,0.260869565217391,0.417631058687004,1.17798391091504,1.44620799294015,0.260869565217391
v3,walk_forward,T2,H1,1–3h,7,-5.71956109945,-0.817080157064286,0,0.327460052174143,0.374279665114571,1.19135982217886,0.142857142857143
v3,walk_forward,T2,H1,24–48h,13,14.492142363329,1.11478018179454,0.769230769230769,0.376983704175446,2.81738379684492,1.70260361505038,0.0769230769230769
v3,walk_forward,T2,H1,3–6h,11,-9.214618687127,-0.837692607920636,0,0.601431278646509,0.686247112402182,1.52393972032282,0.0909090909090909
v3,walk_forward,T2,H1,48–96h,16,15.805908023754,0.987869251484625,0.75,0.375475107889875,2.63073157877053,1.64286232728591,0.0625
v3,walk_forward,T2,H1,6–12h,7,0.687666471497,0.0982380673567143,0.285714285714286,0.488802029653286,1.99582875902436,1.89759069166764,0.285714285714286
v3,walk_forward,T2,H1,>96h,8,38.424184731533,4.80302309144162,1,0.38077115184325,7.56968576754875,2.76666267610713,0
v3,walk_forward,T2,M30,12–24h,65,28.6379676912502,0.440584118326926,0.476923076923077,0.43554724591486,1.97389594120836,1.53331182288144,0.184615384615385
v3,walk_forward,T2,M30,1–3h,39,-35.502489870313,-0.910320253084949,0,0.603630760175515,0.341826724028911,1.25214697711386,0.102564102564103
v3,walk_forward,T2,M30,24–48h,20,61.2022671542168,3.06011335771084,0.9,0.443967839603035,4.77350157128855,1.71338821357771,0
v3,walk_forward,T2,M30,3–6h,26,-18.649581998348,-0.717291615321077,0.0384615384615385,0.502718728250455,0.865417985054127,1.5827096003752,0.384615384615385
v3,walk_forward,T2,M30,48–96h,17,27.193777739476,1.59963398467506,0.823529411764706,0.364916295252294,2.95530697698141,1.35567299230635,0
v3,walk_forward,T2,M30,6–12h,17,5.613511257922,0.330206544583647,0.588235294117647,0.484933167085882,2.13367877262482,1.80347222804118,0.176470588235294
v3,walk_forward,T2,M30,<1h,9,-7.097831354611,-0.788647928290111,0,0,0,0.788647928290111,0
v3,walk_forward,T3,H1,12–24h,14,-2.5833433550896,-0.184524525363543,0.214285714285714,0.405713298270286,0.918874341540214,1.10339886690376,0
v3,walk_forward,T3,H1,1–3h,2,-1.908584395442,-0.954292197721,0,0.934468515948,0.236888382997,1.191180580718,0
v3,walk_forward,T3,H1,24–48h,19,25.7339743819372,1.35441970431248,0.736842105263158,0.299581584753079,2.71495499545837,1.36053529114588,0.0526315789473684
v3,walk_forward,T3,H1,3–6h,3,-3.00036429904,-1.00012143301333,0,1,0.127763255946667,1.12788468896,0
v3,walk_forward,T3,H1,48–96h,21,14.6240234186576,0.696382067555124,0.666666666666667,0.430362070654819,2.20186348639067,1.50548141883554,0.0476190476190476
v3,walk_forward,T3,H1,6–12h,3,-1.062377533929,-0.354125844643,0.333333333333333,0.606385657491067,0.83599787028,1.190123714923,0
v3,walk_forward,T3,H1,>96h,4,6.489820875602,1.6224552189005,1,0.33725367033425,2.8020326523175,1.179577433417,0
v3,walk_forward,T3,M30,12–24h,64,29.6959450229955,0.463999140984305,0.484375,0.487490188697433,1.80971325933164,1.34571411834733,0.03125
v3,walk_forward,T3,M30,1–3h,30,-28.841996933995,-0.961399897799833,0,0.927097549656133,0.7226568859564,1.68405678375623,0.1
v3,walk_forward,T3,M30,24–48h,12,24.718675516377,2.05988962636475,0.833333333333333,0.466567655468417,3.46867261265542,1.40878298629067,0
v3,walk_forward,T3,M30,3–6h,21,-11.7439526182823,-0.559235838965824,0.238095238095238,0.687316066574876,0.879941789430476,1.4391776283963,0.0952380952380952
v3,walk_forward,T3,M30,48–96h,22,30.9767511682115,1.40803414400961,0.727272727272727,0.342340567292086,2.95426359802141,1.5462294540118,0.0454545454545455
v3,walk_forward,T3,M30,6–12h,16,-1.702850043559,-0.106428127722437,0.25,0.573536824325694,1.28023960575227,1.38666773347471,0.1875
v3,walk_forward,T3,M30,<1h,4,-4.02549382294,-1.006373455735,0,1,0,1.006373455735,0
v3,walk_forward,T3,M30,>96h,2,7.5887962194,3.7943981097,1,0.712363750502,5.251394042375,1.456995932675,0
