generation,lifecycle_stage,strategy,timeframe,exit_reason_raw,trades,share_of_trades,winners,losers,win_rate,net_R,expectancy_R,PF,avg_win_R,avg_loss_R,median_R,std_R,best_trade_R,worst_trade_R,average_holding_hours,median_holding_hours,average_MAE_R,median_MAE_R,average_MFE_R,median_MFE_R,small_sample_flag
v2,walk_forward,T2,H1,ATR_TRAILING_STOP,88,0.752136752136752,44,44,0.5,58.9760499884227,0.670182386232076,3.44453945757702,1.88867450348919,-0.548309731025039,-0.00619938229145,1.70092403516703,7.42532253399,-2.38548483767,50.3181818181818,29.5,0.43134487058665,0.4502238733655,2.13470460974815,1.307965631235,false
v2,walk_forward,T2,H1,EMA50_TREND_LOSS,9,0.0769230769230769,0,9,0,-5.0536755297639,-0.5615195033071,0,NA,-0.5615195033071,-0.589477041711,0.248093075433143,-0.0914992352739,-0.966654823767,19.2222222222222,15,0.375876833791722,0.344100204857,0.568568844913556,0.558472651964,true
v2,walk_forward,T2,H1,INITIAL_STOP,20,0.170940170940171,0,20,0,-20.3968524217,-1.019842621085,0,NA,-1.019842621085,-1.000130204295,0.0383556131238834,-1.00000030356,-1.15848039679,11.35,4,0.62948632572065,0.751098741054,0.218300074987485,0.138645619045,true
v2,walk_forward,T2,M30,ATR_TRAILING_STOP,148,0.704761904761905,83,65,0.560810810810811,74.6716863667549,0.504538421396992,2.7584826430082,1.41126976294045,-0.653287753189269,0.1351105108565,1.61794455737274,8.50823344586,-2.67303061281,25.4121621621622,19,0.400315545391048,0.348808899413,1.98563429457279,1.45422993578,false
v2,walk_forward,T2,M30,EMA50_TREND_LOSS,20,0.0952380952380952,1,19,0.05,-10.383721906144,-0.5191860953072,0.0454941643618111,0.494914471392,-0.572559809344,-0.546531729149,0.289609118389509,0.494914471392,-0.837079815321,6.05,2.25,0.382047134628945,0.35667078052,0.469684817903225,0.3701337499015,true
v2,walk_forward,T2,M30,INITIAL_STOP,42,0.2,0,42,0,-50.20379181302,-1.19532837650048,0,NA,-1.19532837650048,-1.005441893285,0.723484554750521,-1.00000091898,-5.12451155193,3.51190476190476,2,0.528878875527786,0.661468565782,0.228917695938952,0.09842746304405,false
v2,walk_forward,T3,H1,ATR_TRAILING_STOP,95,1,38,57,0.4,29.0909635943158,0.306220669413851,1.60681155026869,2.02714874299655,-0.841064712974614,-0.490302529723,2.05558069162355,13.5545083328,-2.56466015562,40.5157894736842,24,0.631313689500322,0.708651980761,1.71858101089117,0.936814998537,false
v2,walk_forward,T3,M30,ATR_TRAILING_STOP,324,1,123,201,0.37962962962963,29.5074559538598,0.0910723949193204,1.18734689622014,1.52039969872664,-0.7835905820374,-0.3957835080285,1.65676003577214,13.1606208736,-3.699242647,21.3101851851852,15.75,0.630582176592398,0.6410751426055,1.46412718222874,0.9091208557445,false
v3,baseline,T2,H1,ATR_TRAILING_STOP,129,0.732954545454545,70,59,0.542635658914729,121.616440051163,0.942763101171805,5.10491870171818,2.16062061975171,-0.502152598838247,0.217179771131,2.23481500838572,18.3674323515,-0.971467653092,44.3333333333333,28,0.393759561812315,0.365584121452,2.61123336512739,1.72168622097,false
v3,baseline,T2,H1,EMA50_TREND_LOSS,14,0.0795454545454545,0,14,0,-7.714214820098,-0.551015344292714,0,NA,-0.551015344292714,-0.4988597055555,0.232132256160742,-0.143127303197,-0.992841222994,14.8571428571429,11,0.418862035851086,0.4013649833195,0.371835750449171,0.2977972543345,true
v3,baseline,T2,H1,INITIAL_STOP,33,0.1875,0,33,0,-33.41533647893,-1.01258595390697,0,NA,-1.01258595390697,-1.00422842621,0.0185946723949932,-1.00003401569,-1.05838180376,10.5454545454545,5,0.591655895589939,0.641567238813,0.300219253925412,0.161584946654,false
v3,baseline,T2,M30,ATR_TRAILING_STOP,244,0.666666666666667,134,110,0.549180327868853,203.387157697398,0.833553924989337,4.8003046040404,1.91720749204955,-0.486533147611285,0.159117085786,1.98159015071889,14.8739692779,-1.02343498438,25.6311475409836,18.5,0.391836244663451,0.3667646234675,2.35576039416845,1.54927402746,false
v3,baseline,T2,M30,EMA50_TREND_LOSS,41,0.112021857923497,1,40,0.024390243902439,-22.3357865242122,-0.544775281078347,0.00056016151282901,0.0125186604414,-0.558707629616341,-0.548959220546,0.217466750236722,0.0125186604414,-0.96087698249,5.9390243902439,3.5,0.444305016867244,0.453528117869,0.336869313675237,0.262414500632,false
v3,baseline,T2,M30,INITIAL_STOP,81,0.221311475409836,0,81,0,-84.13973332799,-1.03876213985173,0,NA,-1.03876213985173,-1.00591419358,0.169812777880064,-1.00003452752,-2.52449966961,3.2716049382716,2,0.608263258342895,0.687953663737,0.306032365231313,0.199088638872,false
v3,baseline,T3,H1,ATR_TRAILING_STOP,184,1,85,99,0.46195652173913,82.1732181620042,0.446593576967414,2.18914684143125,1.77971629567215,-0.698006737072005,-0.08364996244695,1.86945436813906,15.1589397796,-1.12661816856,38.0326086956522,25,0.532499353348179,0.4845519685365,2.0001842584676,1.252126204345,false
