generation,lifecycle_stage,strategy,timeframe,entry_hour,trades,winners,losers,win_rate,net_R,expectancy_R,PF,avg_win_R,avg_loss_R,median_R,std_R,best_trade_R,worst_trade_R,average_holding_hours,median_holding_hours,average_MAE_R,median_MAE_R,average_MFE_R,median_MFE_R,small_sample_flag
v1,baseline,T2,M30,12,23,8,15,0.347826086956522,4.1458413081852,0.180253969921096,1.36697024320352,1.9304159554805,-0.753165755710587,-0.531106170129,1.48647315980826,4.21550944669,-1.09861697982,15.2391304347826,5,0.461762733757543,0.469202392505,1.56689517913635,1.00912477561,true
v1,baseline,T2,M30,13,26,7,19,0.269230769230769,-7.4574472293295,-0.28682489343575,0.396280735616254,0.699294439888071,-0.650132016239263,-0.423588322668,0.723294239674369,1.81430958494,-1.05979174723,14.5384615384615,5,0.412856426725308,0.438306543226,1.30957340718072,1.20921267975,true
v1,baseline,T2,M30,14,17,5,12,0.294117647058824,20.229336495776,1.18996097033976,3.97748360686679,5.4046883149366,-0.56617542324225,-0.208336091266,3.85821315420637,14.7507391821,-1.01654106329,20,19,0.510771962349294,0.513002730203,3.14877569115188,1.02600546041,true
v1,baseline,T2,M30,15,15,4,11,0.266666666666667,-3.545082459206,-0.236338830613733,0.534186738155053,1.0163600902395,-0.691865710924,-0.344978738674,0.901479771939721,1.89330694451,-1.09128445245,10.1666666666667,4,0.443267965028333,0.380079626538,1.03131437026126,0.456422262269,true
v1,baseline,T2,M30,16,18,4,14,0.222222222222222,-2.987446029483,-0.165969223860167,0.699393814899779,1.7376565910235,-0.709862313826929,-0.6258664393095,1.23993840935862,4.06282958822,-1.07079919273,16.8055555555556,17.5,0.503246562513944,0.493122572489,1.270842800006,0.8527494196915,true
v1,baseline,T2,M30,17,23,11,12,0.478260869565217,16.1280127874724,0.70121794728141,3.59135890556602,2.03197993668185,-0.518647209668989,-0.00903442544637,2.09868512889054,8.6411459116,-1.02749233241,24.4347826086957,17.5,0.434425886898044,0.491079250772,2.02337558938765,1.33389082231,true
v1,baseline,T2,M30,18,17,6,11,0.352941176470588,8.02728338381,0.472193140224118,2.09036983674426,2.56487760559883,-0.669271113616636,-0.349766637236,1.78796115467298,4.9245064661,-1.05681080967,22.4117647058824,16,0.425748239134012,0.374055097017,1.82456366186518,0.849155287488,true
v1,baseline,T2,M30,19,15,5,10,0.333333333333333,4.379855150498,0.291990343366533,1.63035383951326,2.2656207398182,-0.6948248548593,-0.388134315877,1.72416084838251,4.95467216217,-1.09111661805,19.9,16,0.516655108806067,0.633145958698,1.65957129788164,0.557710256317,true
v1,baseline,T2,M30,20,3,1,2,0.333333333333333,1.486075389905,0.495358463301667,1.96514170217377,3.02582378805,-0.7698741990725,-0.586302999484,1.79557594383782,3.02582378805,-0.953445398661,53.6666666666667,61,0.1821640649561,0.172333767177,1.62481954840527,0.715769156008,true
v1,baseline,T2,M30,21,2,0,2,0,-1.73203485454,-0.86601742727,0,NA,-0.86601742727,-0.86601742727,0.14032620057,-0.7256912267,-1.00634362784,7.75,7.75,0.603059754146,0.603059754146,0.2746754858505,0.2746754858505,true
v1,baseline,T2,M30,23,1,0,1,0,-0.250406519181,-0.250406519181,0,NA,-0.250406519181,-0.250406519181,0,-0.250406519181,-0.250406519181,13.5,13.5,0,0,0.957713277076,0.957713277076,true
