trade_id,family,submodel,instrument,variant_id,signal_time,entry_time,exit_time,side,raw_entry_price,entry_price,stop_price,target_price,exit_price,exit_reason,friction,pnl_native,pnl,pnl_R,pnl_bps,bars_held,entry_z,exit_z,w_cny,w_si,beta_at_entry,entry_price_cny,entry_price_si,exit_price_cny,exit_price_si,pnl_cny,pnl_si,total_pnl
4,STRUCTURAL,BREAKOUT_RETEST,CNYRUBF,STRUCTURAL|BREAKOUT_RETEST|CNYRUBF|target=3,2026-01-06 15:30:00+03:00,2026-01-06 15:30:00+03:00,2026-01-06 15:48:00+03:00,SHORT,11.372,11.372,11.382,11.342,11.382,STOP,GROSS,-0.009999999999999787,-0.009999999999999787,-1.0,-8.793527963418736,18,,,,,,,,,,,,
4,STRUCTURAL,BREAKOUT_RETEST,CNYRUBF,STRUCTURAL|BREAKOUT_RETEST|CNYRUBF|target=3,2026-01-06 15:30:00+03:00,2026-01-06 15:30:00+03:00,2026-01-06 15:48:00+03:00,SHORT,11.372,11.371,11.382,11.342,11.383,STOP,BASE,-0.011999999999998678,-0.011999999999998678,-1.1999999999998934,-10.552233556101546,18,,,,,,,,,,,,
4,STRUCTURAL,BREAKOUT_RETEST,CNYRUBF,STRUCTURAL|BREAKOUT_RETEST|CNYRUBF|target=3,2026-01-06 15:30:00+03:00,2026-01-06 15:30:00+03:00,2026-01-06 15:48:00+03:00,SHORT,11.372,11.37,11.382,11.342,11.384,STOP,STRESS,-0.014000000000001123,-0.014000000000001123,-1.400000000000142,-12.31093914878748,18,,,,,,,,,,,,
5,STRUCTURAL,BREAKOUT_RETEST,CNYRUBF,STRUCTURAL|BREAKOUT_RETEST|CNYRUBF|target=3,2026-01-06 17:00:00+03:00,2026-01-06 17:00:00+03:00,2026-01-06 17:12:00+03:00,SHORT,11.362,11.362,11.368,11.344,11.368,STOP,GROSS,-0.006000000000000227,-0.006000000000000227,-1.0,-5.280760429502049,12,,,,,,,,,,,,
5,STRUCTURAL,BREAKOUT_RETEST,CNYRUBF,STRUCTURAL|BREAKOUT_RETEST|CNYRUBF|target=3,2026-01-06 17:00:00+03:00,2026-01-06 17:00:00+03:00,2026-01-06 17:12:00+03:00,SHORT,11.362,11.361,11.368,11.344,11.369,STOP,BASE,-0.007999999999999119,-0.007999999999999119,-1.3333333333331359,-7.041013906001689,12,,,,,,,,,,,,
5,STRUCTURAL,BREAKOUT_RETEST,CNYRUBF,STRUCTURAL|BREAKOUT_RETEST|CNYRUBF|target=3,2026-01-06 17:00:00+03:00,2026-01-06 17:00:00+03:00,2026-01-06 17:12:00+03:00,SHORT,11.362,11.36,11.368,11.344,11.370000000000001,STOP,STRESS,-0.010000000000001563,-0.010000000000001563,-1.6666666666668641,-8.801267382504456,12,,,,,,,,,,,,
1,STRUCTURAL,GERCHIK_A_M5_PROXY,CNYRUBF,STRUCTURAL|GERCHIK_A_M5_PROXY|CNYRUBF|target=3.0,2026-01-08 13:15:00+03:00,2026-01-08 13:15:00+03:00,2026-01-08 13:16:00+03:00,LONG,11.396,11.396,11.394,11.402,11.402,TARGET,GROSS,0.005999999999998451,0.005999999999998451,2.9999999999982236,5.265005265003905,1,,,,,,,,,,,,
1,STRUCTURAL,GERCHIK_A_M5_PROXY,CNYRUBF,STRUCTURAL|GERCHIK_A_M5_PROXY|CNYRUBF|target=3.0,2026-01-08 13:15:00+03:00,2026-01-08 13:15:00+03:00,2026-01-08 13:16:00+03:00,LONG,11.396,11.397,11.394,11.402,11.401,TARGET,BASE,0.0039999999999995595,0.0039999999999995595,1.9999999999991118,3.5100035100031235,1,,,,,,,,,,,,
1,STRUCTURAL,GERCHIK_A_M5_PROXY,CNYRUBF,STRUCTURAL|GERCHIK_A_M5_PROXY|CNYRUBF|target=3.0,2026-01-08 13:15:00+03:00,2026-01-08 13:15:00+03:00,2026-01-08 13:16:00+03:00,LONG,11.396,11.398000000000001,11.394,11.402,11.399999999999999,TARGET,STRESS,0.001999999999997115,0.001999999999997115,0.9999999999982236,1.7550017549992236,1,,,,,,,,,,,,
2,STRUCTURAL,GERCHIK_A_M5_PROXY,CNYRUBF,STRUCTURAL|GERCHIK_A_M5_PROXY|CNYRUBF|target=3.0,2026-01-15 11:40:00+03:00,2026-01-15 11:40:00+03:00,2026-01-15 13:40:00+03:00,LONG,11.232,11.232,11.217,11.277,11.271,TIME,GROSS,0.03900000000000148,0.03900000000000148,2.600000000000308,34.722222222223536,120,,,,,,,,,,,,
