level_family_id,level_snapshot_id,snapshot_version,instrument,level_type,anchor_price,level_price,valid_from,valid_trading_date,first_touch,last_touch,touch_count,touch_times,tolerance_ticks,min_touches,round_confluence,historical,mirror,source_pivot_ids,source_sides,known_index,level_id,price,known_time
CNYRUBF-L29,CNYRUBF-L29-V7,7,CNYRUBF,MIRROR,11.312,11.312,2026-01-13 09:30:00+03:00,2026-01-13,2026-01-06 18:05:00+03:00,2026-01-13 09:20:00+03:00,8,2026-01-06 18:05:00+03:00|2026-01-06 19:10:00+03:00|2026-01-09 09:30:00+03:00|2026-01-09 10:50:00+03:00|2026-01-12 11:30:00+03:00|2026-01-12 13:05:00+03:00|2026-01-12 13:25:00+03:00|2026-01-13 09:20:00+03:00,2,2,False,True,True,74|77|123|127|167|170|171|199,LOW|LOW|LOW|HIGH|LOW|HIGH|HIGH|HIGH,707,CNYRUBF-L29-V7,11.312,2026-01-13 09:30:00+03:00
CNYRUBF-L61,CNYRUBF-L61-V3,3,CNYRUBF,MIRROR,11.282,11.281,2026-01-13 09:50:00+03:00,2026-01-13,2026-01-12 17:45:00+03:00,2026-01-13 09:40:00+03:00,4,2026-01-12 17:45:00+03:00|2026-01-12 20:20:00+03:00|2026-01-12 21:50:00+03:00|2026-01-13 09:40:00+03:00,2,2,False,True,True,186|193|195|200,HIGH|LOW|LOW|LOW,711,CNYRUBF-L61-V3,11.281,2026-01-13 09:50:00+03:00
CNYRUBF-L32,CNYRUBF-L32-V1,1,CNYRUBF,MIRROR,11.322,11.322,2026-01-13 10:15:00+03:00,2026-01-13,2026-01-06 20:25:00+03:00,2026-01-13 10:05:00+03:00,2,2026-01-06 20:25:00+03:00|2026-01-13 10:05:00+03:00,2,2,False,True,True,79|201,LOW|HIGH,716,CNYRUBF-L32-V1,11.322,2026-01-13 10:15:00+03:00
CNYRUBF-L62,CNYRUBF-L62-V2,2,CNYRUBF,EL,11.268,11.269,2026-01-13 10:20:00+03:00,2026-01-13,2026-01-12 18:05:00+03:00,2026-01-13 10:10:00+03:00,3,2026-01-12 18:05:00+03:00|2026-01-12 19:10:00+03:00|2026-01-13 10:10:00+03:00,2,2,False,True,False,188|190|202,LOW|LOW|LOW,717,CNYRUBF-L62-V2,11.269,2026-01-13 10:20:00+03:00
CNYRUBF-L1,CNYRUBF-L1-V3,3,CNYRUBF,EL,11.265,11.266,2026-01-13 10:50:00+03:00,2026-01-13,2026-01-05 10:05:00+03:00,2026-01-13 10:40:00+03:00,4,2026-01-05 10:05:00+03:00|2026-01-12 12:30:00+03:00|2026-01-12 17:35:00+03:00|2026-01-13 10:40:00+03:00,2,2,False,True,False,1|168|185|204,LOW|LOW|LOW|LOW,723,CNYRUBF-L1-V3,11.266,2026-01-13 10:50:00+03:00
CNYRUBF-L49,CNYRUBF-L49-V4,4,CNYRUBF,MIRROR,11.251,11.251,2026-01-13 11:25:00+03:00,2026-01-13,2026-01-09 13:55:00+03:00,2026-01-13 11:15:00+03:00,5,2026-01-09 13:55:00+03:00|2026-01-12 14:10:00+03:00|2026-01-12 15:30:00+03:00|2026-01-12 15:50:00+03:00|2026-01-13 11:15:00+03:00,2,2,True,True,True,135|172|178|180|205,HIGH|LOW|LOW|LOW|LOW,730,CNYRUBF-L49-V4,11.251,2026-01-13 11:25:00+03:00
CNYRUBF-L59,CNYRUBF-L59-V2,2,CNYRUBF,EL,11.259,11.259,2026-01-13 12:05:00+03:00,2026-01-13,2026-01-12 15:15:00+03:00,2026-01-13 11:55:00+03:00,3,2026-01-12 15:15:00+03:00|2026-01-12 17:50:00+03:00|2026-01-13 11:55:00+03:00,2,2,False,True,False,177|187|207,LOW|LOW|LOW,738,CNYRUBF-L59-V2,11.259,2026-01-13 12:05:00+03:00
CNYRUBF-L63,CNYRUBF-L63-V1,1,CNYRUBF,EH,11.308,11.308,2026-01-13 12:30:00+03:00,2026-01-13,2026-01-12 22:20:00+03:00,2026-01-13 12:20:00+03:00,2,2026-01-12 22:20:00+03:00|2026-01-13 12:20:00+03:00,2,2,False,True,False,196|208,HIGH|HIGH,743,CNYRUBF-L63-V1,11.308,2026-01-13 12:30:00+03:00
CNYRUBF-L60,CNYRUBF-L60-V2,2,CNYRUBF,MIRROR,11.285,11.285,2026-01-13 12:40:00+03:00,2026-01-13,2026-01-12 17:30:00+03:00,2026-01-13 12:30:00+03:00,3,2026-01-12 17:30:00+03:00|2026-01-12 20:05:00+03:00|2026-01-13 12:30:00+03:00,2,2,False,True,True,184|192|209,HIGH|LOW|LOW,745,CNYRUBF-L60-V2,11.285,2026-01-13 12:40:00+03:00
CNYRUBF-L66,CNYRUBF-L66-V1,1,CNYRUBF,MIRROR,11.28,11.28,2026-01-13 13:00:00+03:00,2026-01-13,2026-01-13 11:35:00+03:00,2026-01-13 12:50:00+03:00,2,2026-01-13 11:35:00+03:00|2026-01-13 12:50:00+03:00,2,2,False,False,True,206|210,HIGH|LOW,749,CNYRUBF-L66-V1,11.28,2026-01-13 13:00:00+03:00
CNYRUBF-L41,CNYRUBF-L41-V4,4,CNYRUBF,MIRROR,11.301,11.301,2026-01-13 13:10:00+03:00,2026-01-13,2026-01-08 17:05:00+03:00,2026-01-13 13:00:00+03:00,5,2026-01-08 17:05:00+03:00|2026-01-08 17:20:00+03:00|2026-01-08 18:05:00+03:00|2026-01-12 16:50:00+03:00|2026-01-13 13:00:00+03:00,2,2,True,True,True,110|111|114|183|211,LOW|LOW|LOW|HIGH|HIGH,751,CNYRUBF-L41-V4,11.301,2026-01-13 13:10:00+03:00
CNYRUBF-L61,CNYRUBF-L61-V4,4,CNYRUBF,MIRROR,11.282,11.281,2026-01-13 13:15:00+03:00,2026-01-13,2026-01-12 17:45:00+03:00,2026-01-13 13:05:00+03:00,5,2026-01-12 17:45:00+03:00|2026-01-12 20:20:00+03:00|2026-01-12 21:50:00+03:00|2026-01-13 09:40:00+03:00|2026-01-13 13:05:00+03:00,2,2,False,True,True,186|193|195|200|212,HIGH|LOW|LOW|LOW|LOW,752,CNYRUBF-L61-V4,11.281,2026-01-13 13:15:00+03:00
CNYRUBF-L41,CNYRUBF-L41-V5,5,CNYRUBF,MIRROR,11.301,11.301,2026-01-13 13:25:00+03:00,2026-01-13,2026-01-08 17:05:00+03:00,2026-01-13 13:15:00+03:00,6,2026-01-08 17:05:00+03:00|2026-01-08 17:20:00+03:00|2026-01-08 18:05:00+03:00|2026-01-12 16:50:00+03:00|2026-01-13 13:00:00+03:00|2026-01-13 13:15:00+03:00,2,2,True,True,True,110|111|114|183|211|213,LOW|LOW|LOW|HIGH|HIGH|HIGH,754,CNYRUBF-L41-V5,11.301,2026-01-13 13:25:00+03:00
CNYRUBF-L63,CNYRUBF-L63-V2,2,CNYRUBF,EH,11.308,11.308,2026-01-13 13:50:00+03:00,2026-01-13,2026-01-12 22:20:00+03:00,2026-01-13 13:40:00+03:00,3,2026-01-12 22:20:00+03:00|2026-01-13 12:20:00+03:00|2026-01-13 13:40:00+03:00,2,2,False,True,False,196|208|214,HIGH|HIGH|HIGH,759,CNYRUBF-L63-V2,11.308,2026-01-13 13:50:00+03:00
CNYRUBF-L61,CNYRUBF-L61-V5,5,CNYRUBF,MIRROR,11.282,11.282,2026-01-13 14:35:00+03:00,2026-01-13,2026-01-12 17:45:00+03:00,2026-01-13 14:25:00+03:00,6,2026-01-12 17:45:00+03:00|2026-01-12 20:20:00+03:00|2026-01-12 21:50:00+03:00|2026-01-13 09:40:00+03:00|2026-01-13 13:05:00+03:00|2026-01-13 14:25:00+03:00,2,2,False,True,True,186|193|195|200|212|215,HIGH|LOW|LOW|LOW|LOW|LOW,767,CNYRUBF-L61-V5,11.282,2026-01-13 14:35:00+03:00
CNYRUBF-L65,CNYRUBF-L65-V1,1,CNYRUBF,EH,11.298,11.298,2026-01-13 14:45:00+03:00,2026-01-13,2026-01-13 10:25:00+03:00,2026-01-13 14:35:00+03:00,2,2026-01-13 10:25:00+03:00|2026-01-13 14:35:00+03:00,2,2,False,False,False,203|216,HIGH|HIGH,769,CNYRUBF-L65-V1,11.298,2026-01-13 14:45:00+03:00
CNYRUBF-L61,CNYRUBF-L61-V6,6,CNYRUBF,MIRROR,11.282,11.282,2026-01-13 14:55:00+03:00,2026-01-13,2026-01-12 17:45:00+03:00,2026-01-13 14:45:00+03:00,7,2026-01-12 17:45:00+03:00|2026-01-12 20:20:00+03:00|2026-01-12 21:50:00+03:00|2026-01-13 09:40:00+03:00|2026-01-13 13:05:00+03:00|2026-01-13 14:25:00+03:00|2026-01-13 14:45:00+03:00,2,2,False,True,True,186|193|195|200|212|215|217,HIGH|LOW|LOW|LOW|LOW|LOW|LOW,771,CNYRUBF-L61-V6,11.282,2026-01-13 14:55:00+03:00
CNYRUBF-L0,CNYRUBF-L0-V5,5,CNYRUBF,MIRROR,11.29,11.29,2026-01-13 15:15:00+03:00,2026-01-13,2026-01-05 09:50:00+03:00,2026-01-13 15:00:00+03:00,6,2026-01-05 09:50:00+03:00|2026-01-12 16:00:00+03:00|2026-01-12 18:10:00+03:00|2026-01-12 19:40:00+03:00|2026-01-13 09:15:00+03:00|2026-01-13 15:00:00+03:00,2,2,False,True,True,0|181|189|191|198|218,HIGH|HIGH|HIGH|HIGH|LOW|HIGH,774,CNYRUBF-L0-V5,11.29,2026-01-13 15:15:00+03:00
CNYRUBF-L61,CNYRUBF-L61-V7,7,CNYRUBF,MIRROR,11.282,11.282,2026-01-13 15:20:00+03:00,2026-01-13,2026-01-12 17:45:00+03:00,2026-01-13 15:10:00+03:00,8,2026-01-12 17:45:00+03:00|2026-01-12 20:20:00+03:00|2026-01-12 21:50:00+03:00|2026-01-13 09:40:00+03:00|2026-01-13 13:05:00+03:00|2026-01-13 14:25:00+03:00|2026-01-13 14:45:00+03:00|2026-01-13 15:10:00+03:00,2,2,False,True,True,186|193|195|200|212|215|217|219,HIGH|LOW|LOW|LOW|LOW|LOW|LOW|LOW,775,CNYRUBF-L61-V7,11.282,2026-01-13 15:20:00+03:00
CNYRUBF-L62,CNYRUBF-L62-V3,3,CNYRUBF,EL,11.268,11.269,2026-01-13 15:55:00+03:00,2026-01-13,2026-01-12 18:05:00+03:00,2026-01-13 15:45:00+03:00,4,2026-01-12 18:05:00+03:00|2026-01-12 19:10:00+03:00|2026-01-13 10:10:00+03:00|2026-01-13 15:45:00+03:00,2,2,False,True,False,188|190|202|220,LOW|LOW|LOW|LOW,782,CNYRUBF-L62-V3,11.269,2026-01-13 15:55:00+03:00
CNYRUBF-L66,CNYRUBF-L66-V2,2,CNYRUBF,MIRROR,11.28,11.28,2026-01-13 16:05:00+03:00,2026-01-13,2026-01-13 11:35:00+03:00,2026-01-13 15:55:00+03:00,3,2026-01-13 11:35:00+03:00|2026-01-13 12:50:00+03:00|2026-01-13 15:55:00+03:00,2,2,False,False,True,206|210|221,HIGH|LOW|HIGH,784,CNYRUBF-L66-V2,11.28,2026-01-13 16:05:00+03:00
CNYRUBF-L46,CNYRUBF-L46-V4,4,CNYRUBF,MIRROR,11.247,11.247,2026-01-13 16:35:00+03:00,2026-01-13,2026-01-09 13:00:00+03:00,2026-01-13 16:25:00+03:00,5,2026-01-09 13:00:00+03:00|2026-01-09 16:00:00+03:00|2026-01-09 20:55:00+03:00|2026-01-09 21:30:00+03:00|2026-01-13 16:25:00+03:00,2,2,False,True,True,131|140|154|156|222,HIGH|HIGH|HIGH|HIGH|LOW,790,CNYRUBF-L46-V4,11.247,2026-01-13 16:35:00+03:00
CNYRUBF-L62,CNYRUBF-L62-V4,4,CNYRUBF,MIRROR,11.268,11.268,2026-01-13 17:10:00+03:00,2026-01-13,2026-01-12 18:05:00+03:00,2026-01-13 17:00:00+03:00,5,2026-01-12 18:05:00+03:00|2026-01-12 19:10:00+03:00|2026-01-13 10:10:00+03:00|2026-01-13 15:45:00+03:00|2026-01-13 17:00:00+03:00,2,2,False,True,True,188|190|202|220|223,LOW|LOW|LOW|LOW|HIGH,797,CNYRUBF-L62-V4,11.268,2026-01-13 17:10:00+03:00
CNYRUBF-L42,CNYRUBF-L42-V4,4,CNYRUBF,MIRROR,11.255,11.256,2026-01-13 17:15:00+03:00,2026-01-13,2026-01-09 10:20:00+03:00,2026-01-13 17:05:00+03:00,5,2026-01-09 10:20:00+03:00|2026-01-09 13:25:00+03:00|2026-01-12 09:05:00+03:00|2026-01-12 14:50:00+03:00|2026-01-13 17:05:00+03:00,2,2,False,True,True,126|133|161|175|224,LOW|HIGH|HIGH|LOW|LOW,798,CNYRUBF-L42-V4,11.256,2026-01-13 17:15:00+03:00
CNYRUBF-L61,CNYRUBF-L61-V8,8,CNYRUBF,MIRROR,11.282,11.282,2026-01-13 17:30:00+03:00,2026-01-13,2026-01-12 17:45:00+03:00,2026-01-13 17:20:00+03:00,9,2026-01-12 17:45:00+03:00|2026-01-12 20:20:00+03:00|2026-01-12 21:50:00+03:00|2026-01-13 09:40:00+03:00|2026-01-13 13:05:00+03:00|2026-01-13 14:25:00+03:00|2026-01-13 14:45:00+03:00|2026-01-13 15:10:00+03:00|2026-01-13 17:20:00+03:00,2,2,False,True,True,186|193|195|200|212|215|217|219|225,HIGH|LOW|LOW|LOW|LOW|LOW|LOW|LOW|HIGH,801,CNYRUBF-L61-V8,11.282,2026-01-13 17:30:00+03:00
CNYRUBF-L58,CNYRUBF-L58-V1,1,CNYRUBF,EH,11.276,11.276,2026-01-13 17:55:00+03:00,2026-01-13,2026-01-12 15:05:00+03:00,2026-01-13 17:45:00+03:00,2,2026-01-12 15:05:00+03:00|2026-01-13 17:45:00+03:00,2,2,False,True,False,176|226,HIGH|HIGH,806,CNYRUBF-L58-V1,11.276,2026-01-13 17:55:00+03:00
CNYRUBF-L42,CNYRUBF-L42-V5,5,CNYRUBF,MIRROR,11.255,11.256,2026-01-13 18:00:00+03:00,2026-01-13,2026-01-09 10:20:00+03:00,2026-01-13 17:50:00+03:00,6,2026-01-09 10:20:00+03:00|2026-01-09 13:25:00+03:00|2026-01-12 09:05:00+03:00|2026-01-12 14:50:00+03:00|2026-01-13 17:05:00+03:00|2026-01-13 17:50:00+03:00,2,2,False,True,True,126|133|161|175|224|227,LOW|HIGH|HIGH|LOW|LOW|LOW,807,CNYRUBF-L42-V5,11.256,2026-01-13 18:00:00+03:00
CNYRUBF-L59,CNYRUBF-L59-V3,3,CNYRUBF,EL,11.259,11.26,2026-01-13 18:25:00+03:00,2026-01-13,2026-01-12 15:15:00+03:00,2026-01-13 18:15:00+03:00,4,2026-01-12 15:15:00+03:00|2026-01-12 17:50:00+03:00|2026-01-13 11:55:00+03:00|2026-01-13 18:15:00+03:00,2,2,False,True,False,177|187|207|228,LOW|LOW|LOW|LOW,812,CNYRUBF-L59-V3,11.26,2026-01-13 18:25:00+03:00
CNYRUBF-L65,CNYRUBF-L65-V2,2,CNYRUBF,EH,11.298,11.298,2026-01-13 18:40:00+03:00,2026-01-13,2026-01-13 10:25:00+03:00,2026-01-13 18:30:00+03:00,3,2026-01-13 10:25:00+03:00|2026-01-13 14:35:00+03:00|2026-01-13 18:30:00+03:00,2,2,False,False,False,203|216|229,HIGH|HIGH|HIGH,815,CNYRUBF-L65-V2,11.298,2026-01-13 18:40:00+03:00
CNYRUBF-L58,CNYRUBF-L58-V2,2,CNYRUBF,MIRROR,11.276,11.277,2026-01-13 19:15:00+03:00,2026-01-13,2026-01-12 15:05:00+03:00,2026-01-13 18:50:00+03:00,3,2026-01-12 15:05:00+03:00|2026-01-13 17:45:00+03:00|2026-01-13 18:50:00+03:00,2,2,False,True,True,176|226|230,HIGH|HIGH|LOW,819,CNYRUBF-L58-V2,11.277,2026-01-13 19:15:00+03:00
CNYRUBF-L0,CNYRUBF-L0-V6,6,CNYRUBF,MIRROR,11.29,11.29,2026-01-13 19:25:00+03:00,2026-01-13,2026-01-05 09:50:00+03:00,2026-01-13 19:15:00+03:00,7,2026-01-05 09:50:00+03:00|2026-01-12 16:00:00+03:00|2026-01-12 18:10:00+03:00|2026-01-12 19:40:00+03:00|2026-01-13 09:15:00+03:00|2026-01-13 15:00:00+03:00|2026-01-13 19:15:00+03:00,2,2,False,True,True,0|181|189|191|198|218|231,HIGH|HIGH|HIGH|HIGH|LOW|HIGH|HIGH,821,CNYRUBF-L0-V6,11.29,2026-01-13 19:25:00+03:00
CNYRUBF-L57,CNYRUBF-L57-V3,3,CNYRUBF,MIRROR,11.271,11.272,2026-01-13 19:45:00+03:00,2026-01-13,2026-01-12 14:25:00+03:00,2026-01-13 19:20:00+03:00,4,2026-01-12 14:25:00+03:00|2026-01-12 14:45:00+03:00|2026-01-12 15:35:00+03:00|2026-01-13 19:20:00+03:00,2,2,False,True,True,173|174|179|232,HIGH|HIGH|HIGH|LOW,822,CNYRUBF-L57-V3,11.272,2026-01-13 19:45:00+03:00
CNYRUBF-L62,CNYRUBF-L62-V5,5,CNYRUBF,MIRROR,11.268,11.269,2026-01-13 20:50:00+03:00,2026-01-13,2026-01-12 18:05:00+03:00,2026-01-13 20:15:00+03:00,6,2026-01-12 18:05:00+03:00|2026-01-12 19:10:00+03:00|2026-01-13 10:10:00+03:00|2026-01-13 15:45:00+03:00|2026-01-13 17:00:00+03:00|2026-01-13 20:15:00+03:00,2,2,False,True,True,188|190|202|220|223|233,LOW|LOW|LOW|LOW|HIGH|LOW,827,CNYRUBF-L62-V5,11.269,2026-01-13 20:50:00+03:00
CNYRUBF-L61,CNYRUBF-L61-V9,9,CNYRUBF,MIRROR,11.282,11.282,2026-01-13 20:55:00+03:00,2026-01-13,2026-01-12 17:45:00+03:00,2026-01-13 20:45:00+03:00,10,2026-01-12 17:45:00+03:00|2026-01-12 20:20:00+03:00|2026-01-12 21:50:00+03:00|2026-01-13 09:40:00+03:00|2026-01-13 13:05:00+03:00|2026-01-13 14:25:00+03:00|2026-01-13 14:45:00+03:00|2026-01-13 15:10:00+03:00|2026-01-13 17:20:00+03:00|2026-01-13 20:45:00+03:00,2,2,False,True,True,186|193|195|200|212|215|217|219|225|234,HIGH|LOW|LOW|LOW|LOW|LOW|LOW|LOW|HIGH|HIGH,828,CNYRUBF-L61-V9,11.282,2026-01-13 20:55:00+03:00
CNYRUBF-L62,CNYRUBF-L62-V6,6,CNYRUBF,MIRROR,11.268,11.268,2026-01-13 21:30:00+03:00,2026-01-13,2026-01-12 18:05:00+03:00,2026-01-13 21:05:00+03:00,7,2026-01-12 18:05:00+03:00|2026-01-12 19:10:00+03:00|2026-01-13 10:10:00+03:00|2026-01-13 15:45:00+03:00|2026-01-13 17:00:00+03:00|2026-01-13 20:15:00+03:00|2026-01-13 21:05:00+03:00,2,2,False,True,True,188|190|202|220|223|233|235,LOW|LOW|LOW|LOW|HIGH|LOW|LOW,831,CNYRUBF-L62-V6,11.268,2026-01-13 21:30:00+03:00
CNYRUBF-L61,CNYRUBF-L61-V10,10,CNYRUBF,MIRROR,11.282,11.281,2026-01-13 21:50:00+03:00,2026-01-13,2026-01-12 17:45:00+03:00,2026-01-13 21:20:00+03:00,11,2026-01-12 17:45:00+03:00|2026-01-12 20:20:00+03:00|2026-01-12 21:50:00+03:00|2026-01-13 09:40:00+03:00|2026-01-13 13:05:00+03:00|2026-01-13 14:25:00+03:00|2026-01-13 14:45:00+03:00|2026-01-13 15:10:00+03:00|2026-01-13 17:20:00+03:00|2026-01-13 20:45:00+03:00|2026-01-13 21:20:00+03:00,2,2,False,True,True,186|193|195|200|212|215|217|219|225|234|236,HIGH|LOW|LOW|LOW|LOW|LOW|LOW|LOW|HIGH|HIGH|HIGH,832,CNYRUBF-L61-V10,11.281,2026-01-13 21:50:00+03:00
CNYRUBF-L62,CNYRUBF-L62-V7,7,CNYRUBF,MIRROR,11.268,11.268,2026-01-13 23:50:00+03:00,2026-01-13,2026-01-12 18:05:00+03:00,2026-01-13 22:35:00+03:00,8,2026-01-12 18:05:00+03:00|2026-01-12 19:10:00+03:00|2026-01-13 10:10:00+03:00|2026-01-13 15:45:00+03:00|2026-01-13 17:00:00+03:00|2026-01-13 20:15:00+03:00|2026-01-13 21:05:00+03:00|2026-01-13 22:35:00+03:00,2,2,False,True,True,188|190|202|220|223|233|235|237,LOW|LOW|LOW|LOW|HIGH|LOW|LOW|LOW,837,CNYRUBF-L62-V7,11.268,2026-01-13 23:50:00+03:00
CNYRUBF-L60,CNYRUBF-L60-V3,3,CNYRUBF,MIRROR,11.285,11.285,2026-01-14 09:15:00+03:00,2026-01-14,2026-01-12 17:30:00+03:00,2026-01-14 09:05:00+03:00,4,2026-01-12 17:30:00+03:00|2026-01-12 20:05:00+03:00|2026-01-13 12:30:00+03:00|2026-01-14 09:05:00+03:00,2,2,False,True,True,184|192|209|238,HIGH|LOW|LOW|HIGH,840,CNYRUBF-L60-V3,11.285,2026-01-14 09:15:00+03:00
CNYRUBF-L1,CNYRUBF-L1-V4,4,CNYRUBF,EL,11.265,11.265,2026-01-14 09:35:00+03:00,2026-01-14,2026-01-05 10:05:00+03:00,2026-01-14 09:20:00+03:00,5,2026-01-05 10:05:00+03:00|2026-01-12 12:30:00+03:00|2026-01-12 17:35:00+03:00|2026-01-13 10:40:00+03:00|2026-01-14 09:20:00+03:00,2,2,False,True,False,1|168|185|204|239,LOW|LOW|LOW|LOW|LOW,843,CNYRUBF-L1-V4,11.265,2026-01-14 09:35:00+03:00
CNYRUBF-L60,CNYRUBF-L60-V4,4,CNYRUBF,MIRROR,11.285,11.286,2026-01-14 09:50:00+03:00,2026-01-14,2026-01-12 17:30:00+03:00,2026-01-14 09:35:00+03:00,5,2026-01-12 17:30:00+03:00|2026-01-12 20:05:00+03:00|2026-01-13 12:30:00+03:00|2026-01-14 09:05:00+03:00|2026-01-14 09:35:00+03:00,2,2,False,True,True,184|192|209|238|240,HIGH|LOW|LOW|HIGH|HIGH,845,CNYRUBF-L60-V4,11.286,2026-01-14 09:50:00+03:00
CNYRUBF-L28,CNYRUBF-L28-V5,5,CNYRUBF,MIRROR,11.318,11.318,2026-01-14 10:20:00+03:00,2026-01-14,2026-01-06 17:50:00+03:00,2026-01-14 10:10:00+03:00,6,2026-01-06 17:50:00+03:00|2026-01-06 18:25:00+03:00|2026-01-06 23:50:00+03:00|2026-01-08 17:30:00+03:00|2026-01-08 18:30:00+03:00|2026-01-14 10:10:00+03:00,2,2,False,True,True,73|75|82|112|115|241,LOW|LOW|LOW|HIGH|HIGH|HIGH,851,CNYRUBF-L28-V5,11.318,2026-01-14 10:20:00+03:00
CNYRUBF-L42,CNYRUBF-L42-V6,6,CNYRUBF,MIRROR,11.255,11.256,2026-01-14 10:40:00+03:00,2026-01-14,2026-01-09 10:20:00+03:00,2026-01-14 10:30:00+03:00,7,2026-01-09 10:20:00+03:00|2026-01-09 13:25:00+03:00|2026-01-12 09:05:00+03:00|2026-01-12 14:50:00+03:00|2026-01-13 17:05:00+03:00|2026-01-13 17:50:00+03:00|2026-01-14 10:30:00+03:00,2,2,False,True,True,126|133|161|175|224|227|242,LOW|HIGH|HIGH|LOW|LOW|LOW|LOW,855,CNYRUBF-L42-V6,11.256,2026-01-14 10:40:00+03:00
CNYRUBF-L66,CNYRUBF-L66-V3,3,CNYRUBF,MIRROR,11.28,11.28,2026-01-14 11:20:00+03:00,2026-01-14,2026-01-13 11:35:00+03:00,2026-01-14 11:10:00+03:00,4,2026-01-13 11:35:00+03:00|2026-01-13 12:50:00+03:00|2026-01-13 15:55:00+03:00|2026-01-14 11:10:00+03:00,2,2,False,True,True,206|210|221|243,HIGH|LOW|HIGH|HIGH,863,CNYRUBF-L66-V3,11.28,2026-01-14 11:20:00+03:00
CNYRUBF-L62,CNYRUBF-L62-V8,8,CNYRUBF,MIRROR,11.268,11.268,2026-01-14 11:45:00+03:00,2026-01-14,2026-01-12 18:05:00+03:00,2026-01-14 11:35:00+03:00,9,2026-01-12 18:05:00+03:00|2026-01-12 19:10:00+03:00|2026-01-13 10:10:00+03:00|2026-01-13 15:45:00+03:00|2026-01-13 17:00:00+03:00|2026-01-13 20:15:00+03:00|2026-01-13 21:05:00+03:00|2026-01-13 22:35:00+03:00|2026-01-14 11:35:00+03:00,2,2,False,True,True,188|190|202|220|223|233|235|237|244,LOW|LOW|LOW|LOW|HIGH|LOW|LOW|LOW|HIGH,868,CNYRUBF-L62-V8,11.268,2026-01-14 11:45:00+03:00
CNYRUBF-L47,CNYRUBF-L47-V3,3,CNYRUBF,EL,11.235,11.235,2026-01-14 11:50:00+03:00,2026-01-14,2026-01-09 13:10:00+03:00,2026-01-14 11:40:00+03:00,4,2026-01-09 13:10:00+03:00|2026-01-09 14:15:00+03:00|2026-01-09 22:10:00+03:00|2026-01-14 11:40:00+03:00,2,2,False,True,False,132|136|157|245,LOW|LOW|LOW|LOW,869,CNYRUBF-L47-V3,11.235,2026-01-14 11:50:00+03:00
CNYRUBF-L59,CNYRUBF-L59-V4,4,CNYRUBF,MIRROR,11.259,11.259,2026-01-14 12:25:00+03:00,2026-01-14,2026-01-12 15:15:00+03:00,2026-01-14 12:15:00+03:00,5,2026-01-12 15:15:00+03:00|2026-01-12 17:50:00+03:00|2026-01-13 11:55:00+03:00|2026-01-13 18:15:00+03:00|2026-01-14 12:15:00+03:00,2,2,False,True,True,177|187|207|228|246,LOW|LOW|LOW|LOW|HIGH,876,CNYRUBF-L59-V4,11.259,2026-01-14 12:25:00+03:00
CNYRUBF-L46,CNYRUBF-L46-V5,5,CNYRUBF,MIRROR,11.247,11.247,2026-01-14 12:30:00+03:00,2026-01-14,2026-01-09 13:00:00+03:00,2026-01-14 12:20:00+03:00,6,2026-01-09 13:00:00+03:00|2026-01-09 16:00:00+03:00|2026-01-09 20:55:00+03:00|2026-01-09 21:30:00+03:00|2026-01-13 16:25:00+03:00|2026-01-14 12:20:00+03:00,2,2,False,True,True,131|140|154|156|222|247,HIGH|HIGH|HIGH|HIGH|LOW|LOW,877,CNYRUBF-L46-V5,11.247,2026-01-14 12:30:00+03:00
CNYRUBF-L62,CNYRUBF-L62-V9,9,CNYRUBF,MIRROR,11.268,11.268,2026-01-14 13:15:00+03:00,2026-01-14,2026-01-12 18:05:00+03:00,2026-01-14 13:05:00+03:00,10,2026-01-12 18:05:00+03:00|2026-01-12 19:10:00+03:00|2026-01-13 10:10:00+03:00|2026-01-13 15:45:00+03:00|2026-01-13 17:00:00+03:00|2026-01-13 20:15:00+03:00|2026-01-13 21:05:00+03:00|2026-01-13 22:35:00+03:00|2026-01-14 11:35:00+03:00|2026-01-14 13:05:00+03:00,2,2,False,True,True,188|190|202|220|223|233|235|237|244|248,LOW|LOW|LOW|LOW|HIGH|LOW|LOW|LOW|HIGH|HIGH,886,CNYRUBF-L62-V9,11.268,2026-01-14 13:15:00+03:00
CNYRUBF-L49,CNYRUBF-L49-V5,5,CNYRUBF,MIRROR,11.251,11.251,2026-01-14 13:25:00+03:00,2026-01-14,2026-01-09 13:55:00+03:00,2026-01-14 13:15:00+03:00,6,2026-01-09 13:55:00+03:00|2026-01-12 14:10:00+03:00|2026-01-12 15:30:00+03:00|2026-01-12 15:50:00+03:00|2026-01-13 11:15:00+03:00|2026-01-14 13:15:00+03:00,2,2,True,True,True,135|172|178|180|205|249,HIGH|LOW|LOW|LOW|LOW|LOW,888,CNYRUBF-L49-V5,11.251,2026-01-14 13:25:00+03:00
CNYRUBF-L48,CNYRUBF-L48-V2,2,CNYRUBF,MIRROR,11.242,11.243,2026-01-14 13:40:00+03:00,2026-01-14,2026-01-09 13:45:00+03:00,2026-01-14 13:30:00+03:00,3,2026-01-09 13:45:00+03:00|2026-01-09 20:35:00+03:00|2026-01-14 13:30:00+03:00,2,2,False,True,True,134|153|251,LOW|HIGH|LOW,891,CNYRUBF-L48-V2,11.243,2026-01-14 13:40:00+03:00
