level_family_id,level_snapshot_id,snapshot_version,instrument,level_type,anchor_price,level_price,valid_from,valid_trading_date,first_touch,last_touch,touch_count,touch_times,tolerance_ticks,min_touches,round_confluence,historical,mirror,source_pivot_ids,source_sides,known_index,level_id,price,known_time
CNYRUBF-L92,CNYRUBF-L92-V1,1,CNYRUBF,EH,11.183,11.183,2026-01-16 19:15:00+03:00,2026-01-16,2026-01-16 18:30:00+03:00,2026-01-16 18:50:00+03:00,2,2026-01-16 18:30:00+03:00|2026-01-16 18:50:00+03:00,2,2,False,False,False,344|345,HIGH|HIGH,1251,CNYRUBF-L92-V1,11.183,2026-01-16 19:15:00+03:00
CNYRUBF-L82,CNYRUBF-L82-V3,3,CNYRUBF,MIRROR,11.167,11.167,2026-01-16 19:35:00+03:00,2026-01-16,2026-01-15 20:10:00+03:00,2026-01-16 19:25:00+03:00,4,2026-01-15 20:10:00+03:00|2026-01-15 22:35:00+03:00|2026-01-16 11:15:00+03:00|2026-01-16 19:25:00+03:00,2,2,False,True,True,310|314|321|346,LOW|LOW|HIGH|LOW,1255,CNYRUBF-L82-V3,11.167,2026-01-16 19:35:00+03:00
CNYRUBF-L81,CNYRUBF-L81-V3,3,CNYRUBF,MIRROR,11.172,11.173,2026-01-16 19:55:00+03:00,2026-01-16,2026-01-15 19:50:00+03:00,2026-01-16 19:45:00+03:00,4,2026-01-15 19:50:00+03:00|2026-01-16 15:20:00+03:00|2026-01-16 16:05:00+03:00|2026-01-16 19:45:00+03:00,2,2,False,True,True,309|333|336|347,HIGH|HIGH|HIGH|LOW,1259,CNYRUBF-L81-V3,11.173,2026-01-16 19:55:00+03:00
CNYRUBF-L83,CNYRUBF-L83-V1,1,CNYRUBF,EH,11.18,11.18,2026-01-16 20:30:00+03:00,2026-01-16,2026-01-15 23:30:00+03:00,2026-01-16 19:50:00+03:00,2,2026-01-15 23:30:00+03:00|2026-01-16 19:50:00+03:00,2,2,False,True,False,315|348,HIGH|HIGH,1260,CNYRUBF-L83-V1,11.18,2026-01-16 20:30:00+03:00
CNYRUBF-L80,CNYRUBF-L80-V10,10,CNYRUBF,MIRROR,11.158,11.158,2026-01-16 21:50:00+03:00,2026-01-16,2026-01-15 18:35:00+03:00,2026-01-16 21:30:00+03:00,11,2026-01-15 18:35:00+03:00|2026-01-15 19:20:00+03:00|2026-01-16 09:45:00+03:00|2026-01-16 11:05:00+03:00|2026-01-16 12:50:00+03:00|2026-01-16 13:50:00+03:00|2026-01-16 14:10:00+03:00|2026-01-16 15:25:00+03:00|2026-01-16 17:50:00+03:00|2026-01-16 18:15:00+03:00|2026-01-16 21:30:00+03:00,2,2,False,True,True,305|307|317|320|327|329|330|334|341|343|349,LOW|LOW|HIGH|LOW|HIGH|HIGH|HIGH|LOW|LOW|LOW|LOW,1265,CNYRUBF-L80-V10,11.158,2026-01-16 21:50:00+03:00
CNYRUBF-L82,CNYRUBF-L82-V4,4,CNYRUBF,MIRROR,11.167,11.167,2026-01-16 22:45:00+03:00,2026-01-16,2026-01-15 20:10:00+03:00,2026-01-16 22:10:00+03:00,5,2026-01-15 20:10:00+03:00|2026-01-15 22:35:00+03:00|2026-01-16 11:15:00+03:00|2026-01-16 19:25:00+03:00|2026-01-16 22:10:00+03:00,2,2,False,True,True,310|314|321|346|351,LOW|LOW|HIGH|LOW|HIGH,1270,CNYRUBF-L82-V4,11.167,2026-01-16 22:45:00+03:00
CNYRUBF-L93,CNYRUBF-L93-V1,1,CNYRUBF,EL,11.155,11.156,2026-01-16 23:35:00+03:00,2026-01-16,2026-01-16 22:00:00+03:00,2026-01-16 23:05:00+03:00,2,2026-01-16 22:00:00+03:00|2026-01-16 23:05:00+03:00,2,2,False,False,False,350|352,LOW|LOW,1274,CNYRUBF-L93-V1,11.156,2026-01-16 23:35:00+03:00
CNYRUBF-L90,CNYRUBF-L90-V1,1,CNYRUBF,EL,11.15,11.15,2026-01-19 09:15:00+03:00,2026-01-19,2026-01-16 12:30:00+03:00,2026-01-19 09:05:00+03:00,2,2026-01-16 12:30:00+03:00|2026-01-19 09:05:00+03:00,2,2,True,True,False,326|353,LOW|LOW,1278,CNYRUBF-L90-V1,11.15,2026-01-19 09:15:00+03:00
CNYRUBF-L69,CNYRUBF-L69-V4,4,CNYRUBF,MIRROR,11.187,11.187,2026-01-19 09:35:00+03:00,2026-01-19,2026-01-14 16:20:00+03:00,2026-01-19 09:25:00+03:00,5,2026-01-14 16:20:00+03:00|2026-01-14 16:50:00+03:00|2026-01-15 17:40:00+03:00|2026-01-15 20:40:00+03:00|2026-01-19 09:25:00+03:00,2,2,False,True,True,259|260|303|311|354,LOW|LOW|HIGH|HIGH|HIGH,1282,CNYRUBF-L69-V4,11.187,2026-01-19 09:35:00+03:00
CNYRUBF-L75,CNYRUBF-L75-V4,4,CNYRUBF,MIRROR,11.175,11.175,2026-01-19 09:45:00+03:00,2026-01-19,2026-01-14 22:20:00+03:00,2026-01-19 09:35:00+03:00,5,2026-01-14 22:20:00+03:00|2026-01-15 22:25:00+03:00|2026-01-16 16:45:00+03:00|2026-01-16 18:05:00+03:00|2026-01-19 09:35:00+03:00,2,2,False,True,True,275|313|338|342|355,LOW|HIGH|HIGH|HIGH|LOW,1284,CNYRUBF-L75-V4,11.175,2026-01-19 09:45:00+03:00
CNYRUBF-L68,CNYRUBF-L68-V2,2,CNYRUBF,MIRROR,11.2,11.199,2026-01-19 10:15:00+03:00,2026-01-19,2026-01-14 14:10:00+03:00,2026-01-19 10:05:00+03:00,3,2026-01-14 14:10:00+03:00|2026-01-14 23:20:00+03:00|2026-01-19 10:05:00+03:00,2,2,True,True,True,252|276|356,LOW|HIGH|HIGH,1290,CNYRUBF-L68-V2,11.199,2026-01-19 10:15:00+03:00
CNYRUBF-L73,CNYRUBF-L73-V3,3,CNYRUBF,EL,11.165,11.165,2026-01-19 10:15:00+03:00,2026-01-19,2026-01-14 18:45:00+03:00,2026-01-19 10:05:00+03:00,4,2026-01-14 18:45:00+03:00|2026-01-15 19:45:00+03:00|2026-01-15 21:20:00+03:00|2026-01-19 10:05:00+03:00,2,2,False,True,False,268|308|312|357,LOW|LOW|LOW|LOW,1290,CNYRUBF-L73-V3,11.165,2026-01-19 10:15:00+03:00
CNYRUBF-L89,CNYRUBF-L89-V3,3,CNYRUBF,MIRROR,11.17,11.17,2026-01-19 10:55:00+03:00,2026-01-19,2026-01-16 12:15:00+03:00,2026-01-19 10:45:00+03:00,4,2026-01-16 12:15:00+03:00|2026-01-16 14:40:00+03:00|2026-01-16 15:45:00+03:00|2026-01-19 10:45:00+03:00,2,2,False,True,True,325|331|335|359,HIGH|HIGH|HIGH|LOW,1298,CNYRUBF-L89-V3,11.17,2026-01-19 10:55:00+03:00
CNYRUBF-L83,CNYRUBF-L83-V2,2,CNYRUBF,EH,11.18,11.18,2026-01-19 11:15:00+03:00,2026-01-19,2026-01-15 23:30:00+03:00,2026-01-19 11:05:00+03:00,3,2026-01-15 23:30:00+03:00|2026-01-16 19:50:00+03:00|2026-01-19 11:05:00+03:00,2,2,False,True,False,315|348|360,HIGH|HIGH|HIGH,1302,CNYRUBF-L83-V2,11.18,2026-01-19 11:15:00+03:00
CNYRUBF-L87,CNYRUBF-L87-V1,1,CNYRUBF,MIRROR,11.161,11.16,2026-01-19 11:15:00+03:00,2026-01-19,2026-01-16 11:45:00+03:00,2026-01-19 11:05:00+03:00,2,2026-01-16 11:45:00+03:00|2026-01-19 11:05:00+03:00,2,2,False,True,True,323|361,HIGH|LOW,1302,CNYRUBF-L87-V1,11.16,2026-01-19 11:15:00+03:00
CNYRUBF-L72,CNYRUBF-L72-V4,4,CNYRUBF,MIRROR,11.191,11.19,2026-01-19 11:45:00+03:00,2026-01-19,2026-01-14 17:30:00+03:00,2026-01-19 11:35:00+03:00,5,2026-01-14 17:30:00+03:00|2026-01-14 23:50:00+03:00|2026-01-15 18:10:00+03:00|2026-01-16 10:35:00+03:00|2026-01-19 11:35:00+03:00,2,2,False,True,True,264|277|304|319|362,LOW|LOW|HIGH|HIGH|HIGH,1308,CNYRUBF-L72-V4,11.19,2026-01-19 11:45:00+03:00
CNYRUBF-L55,CNYRUBF-L55-V2,2,CNYRUBF,MIRROR,11.195,11.195,2026-01-19 12:00:00+03:00,2026-01-19,2026-01-12 09:35:00+03:00,2026-01-19 11:50:00+03:00,3,2026-01-12 09:35:00+03:00|2026-01-14 17:05:00+03:00|2026-01-19 11:50:00+03:00,2,2,False,True,True,162|262|363,LOW|LOW|HIGH,1311,CNYRUBF-L55-V2,11.195,2026-01-19 12:00:00+03:00
CNYRUBF-L69,CNYRUBF-L69-V5,5,CNYRUBF,MIRROR,11.187,11.187,2026-01-19 12:10:00+03:00,2026-01-19,2026-01-14 16:20:00+03:00,2026-01-19 12:00:00+03:00,6,2026-01-14 16:20:00+03:00|2026-01-14 16:50:00+03:00|2026-01-15 17:40:00+03:00|2026-01-15 20:40:00+03:00|2026-01-19 09:25:00+03:00|2026-01-19 12:00:00+03:00,2,2,False,True,True,259|260|303|311|354|364,LOW|LOW|HIGH|HIGH|HIGH|LOW,1313,CNYRUBF-L69-V5,11.187,2026-01-19 12:10:00+03:00
CNYRUBF-L92,CNYRUBF-L92-V2,2,CNYRUBF,MIRROR,11.183,11.183,2026-01-19 12:25:00+03:00,2026-01-19,2026-01-16 18:30:00+03:00,2026-01-19 12:15:00+03:00,3,2026-01-16 18:30:00+03:00|2026-01-16 18:50:00+03:00|2026-01-19 12:15:00+03:00,2,2,False,True,True,344|345|365,HIGH|HIGH|LOW,1316,CNYRUBF-L92-V2,11.183,2026-01-19 12:25:00+03:00
CNYRUBF-L72,CNYRUBF-L72-V5,5,CNYRUBF,MIRROR,11.191,11.191,2026-01-19 12:30:00+03:00,2026-01-19,2026-01-14 17:30:00+03:00,2026-01-19 12:20:00+03:00,6,2026-01-14 17:30:00+03:00|2026-01-14 23:50:00+03:00|2026-01-15 18:10:00+03:00|2026-01-16 10:35:00+03:00|2026-01-19 11:35:00+03:00|2026-01-19 12:20:00+03:00,2,2,False,True,True,264|277|304|319|362|366,LOW|LOW|HIGH|HIGH|HIGH|HIGH,1317,CNYRUBF-L72-V5,11.191,2026-01-19 12:30:00+03:00
CNYRUBF-L72,CNYRUBF-L72-V6,6,CNYRUBF,MIRROR,11.191,11.191,2026-01-19 12:45:00+03:00,2026-01-19,2026-01-14 17:30:00+03:00,2026-01-19 12:35:00+03:00,7,2026-01-14 17:30:00+03:00|2026-01-14 23:50:00+03:00|2026-01-15 18:10:00+03:00|2026-01-16 10:35:00+03:00|2026-01-19 11:35:00+03:00|2026-01-19 12:20:00+03:00|2026-01-19 12:35:00+03:00,2,2,False,True,True,264|277|304|319|362|366|367,LOW|LOW|HIGH|HIGH|HIGH|HIGH|HIGH,1320,CNYRUBF-L72-V6,11.191,2026-01-19 12:45:00+03:00
CNYRUBF-L91,CNYRUBF-L91-V2,2,CNYRUBF,EL,11.147,11.146,2026-01-19 13:40:00+03:00,2026-01-19,2026-01-16 14:55:00+03:00,2026-01-19 13:30:00+03:00,3,2026-01-16 14:55:00+03:00|2026-01-16 16:10:00+03:00|2026-01-19 13:30:00+03:00,2,2,False,True,False,332|337|368,LOW|LOW|LOW,1331,CNYRUBF-L91-V2,11.146,2026-01-19 13:40:00+03:00
CNYRUBF-L79,CNYRUBF-L79-V1,1,CNYRUBF,EL,11.141,11.142,2026-01-19 13:55:00+03:00,2026-01-19,2026-01-15 17:35:00+03:00,2026-01-19 13:45:00+03:00,2,2026-01-15 17:35:00+03:00|2026-01-19 13:45:00+03:00,2,2,False,True,False,302|369,LOW|LOW,1334,CNYRUBF-L79-V1,11.142,2026-01-19 13:55:00+03:00
CNYRUBF-L78,CNYRUBF-L78-V2,2,CNYRUBF,EL,11.136,11.136,2026-01-19 14:50:00+03:00,2026-01-19,2026-01-15 17:20:00+03:00,2026-01-19 14:40:00+03:00,3,2026-01-15 17:20:00+03:00|2026-01-16 13:20:00+03:00|2026-01-19 14:40:00+03:00,2,2,False,True,False,301|328|371,LOW|LOW|LOW,1344,CNYRUBF-L78-V2,11.136,2026-01-19 14:50:00+03:00
CNYRUBF-L78,CNYRUBF-L78-V3,3,CNYRUBF,EL,11.136,11.135,2026-01-19 15:10:00+03:00,2026-01-19,2026-01-15 17:20:00+03:00,2026-01-19 15:00:00+03:00,4,2026-01-15 17:20:00+03:00|2026-01-16 13:20:00+03:00|2026-01-19 14:40:00+03:00|2026-01-19 15:00:00+03:00,2,2,False,True,False,301|328|371|372,LOW|LOW|LOW|LOW,1348,CNYRUBF-L78-V3,11.135,2026-01-19 15:10:00+03:00
CNYRUBF-L80,CNYRUBF-L80-V11,11,CNYRUBF,MIRROR,11.158,11.158,2026-01-19 15:20:00+03:00,2026-01-19,2026-01-15 18:35:00+03:00,2026-01-19 15:10:00+03:00,12,2026-01-15 18:35:00+03:00|2026-01-15 19:20:00+03:00|2026-01-16 09:45:00+03:00|2026-01-16 11:05:00+03:00|2026-01-16 12:50:00+03:00|2026-01-16 13:50:00+03:00|2026-01-16 14:10:00+03:00|2026-01-16 15:25:00+03:00|2026-01-16 17:50:00+03:00|2026-01-16 18:15:00+03:00|2026-01-16 21:30:00+03:00|2026-01-19 15:10:00+03:00,2,2,False,True,True,305|307|317|320|327|329|330|334|341|343|349|373,LOW|LOW|HIGH|LOW|HIGH|HIGH|HIGH|LOW|LOW|LOW|LOW|HIGH,1350,CNYRUBF-L80-V11,11.158,2026-01-19 15:20:00+03:00
CNYRUBF-L79,CNYRUBF-L79-V2,2,CNYRUBF,EL,11.141,11.141,2026-01-19 15:40:00+03:00,2026-01-19,2026-01-15 17:35:00+03:00,2026-01-19 15:30:00+03:00,3,2026-01-15 17:35:00+03:00|2026-01-19 13:45:00+03:00|2026-01-19 15:30:00+03:00,2,2,False,True,False,302|369|374,LOW|LOW|LOW,1354,CNYRUBF-L79-V2,11.141,2026-01-19 15:40:00+03:00
CNYRUBF-L73,CNYRUBF-L73-V4,4,CNYRUBF,MIRROR,11.165,11.164,2026-01-19 16:00:00+03:00,2026-01-19,2026-01-14 18:45:00+03:00,2026-01-19 15:50:00+03:00,5,2026-01-14 18:45:00+03:00|2026-01-15 19:45:00+03:00|2026-01-15 21:20:00+03:00|2026-01-19 10:05:00+03:00|2026-01-19 15:50:00+03:00,2,2,False,True,True,268|308|312|357|375,LOW|LOW|LOW|LOW|HIGH,1358,CNYRUBF-L73-V4,11.164,2026-01-19 16:00:00+03:00
CNYRUBF-L88,CNYRUBF-L88-V2,2,CNYRUBF,EL,11.144,11.144,2026-01-19 16:10:00+03:00,2026-01-19,2026-01-16 12:00:00+03:00,2026-01-19 16:00:00+03:00,3,2026-01-16 12:00:00+03:00|2026-01-16 16:55:00+03:00|2026-01-19 16:00:00+03:00,2,2,False,True,False,324|339|376,LOW|LOW|LOW,1360,CNYRUBF-L88-V2,11.144,2026-01-19 16:10:00+03:00
CNYRUBF-L89,CNYRUBF-L89-V4,4,CNYRUBF,MIRROR,11.17,11.17,2026-01-19 16:40:00+03:00,2026-01-19,2026-01-16 12:15:00+03:00,2026-01-19 16:25:00+03:00,5,2026-01-16 12:15:00+03:00|2026-01-16 14:40:00+03:00|2026-01-16 15:45:00+03:00|2026-01-19 10:45:00+03:00|2026-01-19 16:25:00+03:00,2,2,False,True,True,325|331|335|359|377,HIGH|HIGH|HIGH|LOW|HIGH,1365,CNYRUBF-L89-V4,11.17,2026-01-19 16:40:00+03:00
CNYRUBF-L79,CNYRUBF-L79-V3,3,CNYRUBF,EL,11.141,11.141,2026-01-19 16:50:00+03:00,2026-01-19,2026-01-15 17:35:00+03:00,2026-01-19 16:40:00+03:00,4,2026-01-15 17:35:00+03:00|2026-01-19 13:45:00+03:00|2026-01-19 15:30:00+03:00|2026-01-19 16:40:00+03:00,2,2,False,True,False,302|369|374|378,LOW|LOW|LOW|LOW,1367,CNYRUBF-L79-V3,11.141,2026-01-19 16:50:00+03:00
CNYRUBF-L93,CNYRUBF-L93-V2,2,CNYRUBF,MIRROR,11.155,11.155,2026-01-19 17:20:00+03:00,2026-01-19,2026-01-16 22:00:00+03:00,2026-01-19 17:10:00+03:00,3,2026-01-16 22:00:00+03:00|2026-01-16 23:05:00+03:00|2026-01-19 17:10:00+03:00,2,2,False,True,True,350|352|379,LOW|LOW|HIGH,1373,CNYRUBF-L93-V2,11.155,2026-01-19 17:20:00+03:00
CNYRUBF-L88,CNYRUBF-L88-V3,3,CNYRUBF,EL,11.144,11.144,2026-01-19 17:20:00+03:00,2026-01-19,2026-01-16 12:00:00+03:00,2026-01-19 17:10:00+03:00,4,2026-01-16 12:00:00+03:00|2026-01-16 16:55:00+03:00|2026-01-19 16:00:00+03:00|2026-01-19 17:10:00+03:00,2,2,False,True,False,324|339|376|380,LOW|LOW|LOW|LOW,1373,CNYRUBF-L88-V3,11.144,2026-01-19 17:20:00+03:00
CNYRUBF-L78,CNYRUBF-L78-V4,4,CNYRUBF,EL,11.136,11.136,2026-01-19 17:50:00+03:00,2026-01-19,2026-01-15 17:20:00+03:00,2026-01-19 17:40:00+03:00,5,2026-01-15 17:20:00+03:00|2026-01-16 13:20:00+03:00|2026-01-19 14:40:00+03:00|2026-01-19 15:00:00+03:00|2026-01-19 17:40:00+03:00,2,2,False,True,False,301|328|371|372|381,LOW|LOW|LOW|LOW|LOW,1379,CNYRUBF-L78-V4,11.136,2026-01-19 17:50:00+03:00
CNYRUBF-L91,CNYRUBF-L91-V3,3,CNYRUBF,MIRROR,11.147,11.147,2026-01-19 18:10:00+03:00,2026-01-19,2026-01-16 14:55:00+03:00,2026-01-19 18:00:00+03:00,4,2026-01-16 14:55:00+03:00|2026-01-16 16:10:00+03:00|2026-01-19 13:30:00+03:00|2026-01-19 18:00:00+03:00,2,2,False,True,True,332|337|368|382,LOW|LOW|LOW|HIGH,1383,CNYRUBF-L91-V3,11.147,2026-01-19 18:10:00+03:00
CNYRUBF-L80,CNYRUBF-L80-V12,12,CNYRUBF,MIRROR,11.158,11.158,2026-01-19 18:25:00+03:00,2026-01-19,2026-01-15 18:35:00+03:00,2026-01-19 18:15:00+03:00,13,2026-01-15 18:35:00+03:00|2026-01-15 19:20:00+03:00|2026-01-16 09:45:00+03:00|2026-01-16 11:05:00+03:00|2026-01-16 12:50:00+03:00|2026-01-16 13:50:00+03:00|2026-01-16 14:10:00+03:00|2026-01-16 15:25:00+03:00|2026-01-16 17:50:00+03:00|2026-01-16 18:15:00+03:00|2026-01-16 21:30:00+03:00|2026-01-19 15:10:00+03:00|2026-01-19 18:15:00+03:00,2,2,False,True,True,305|307|317|320|327|329|330|334|341|343|349|373|383,LOW|LOW|HIGH|LOW|HIGH|HIGH|HIGH|LOW|LOW|LOW|LOW|HIGH|HIGH,1386,CNYRUBF-L80-V12,11.158,2026-01-19 18:25:00+03:00
CNYRUBF-L93,CNYRUBF-L93-V3,3,CNYRUBF,MIRROR,11.155,11.156,2026-01-19 18:45:00+03:00,2026-01-19,2026-01-16 22:00:00+03:00,2026-01-19 18:35:00+03:00,4,2026-01-16 22:00:00+03:00|2026-01-16 23:05:00+03:00|2026-01-19 17:10:00+03:00|2026-01-19 18:35:00+03:00,2,2,False,True,True,350|352|379|384,LOW|LOW|HIGH|HIGH,1390,CNYRUBF-L93-V3,11.156,2026-01-19 18:45:00+03:00
CNYRUBF-L88,CNYRUBF-L88-V4,4,CNYRUBF,EL,11.144,11.144,2026-01-19 19:10:00+03:00,2026-01-19,2026-01-16 12:00:00+03:00,2026-01-19 18:45:00+03:00,5,2026-01-16 12:00:00+03:00|2026-01-16 16:55:00+03:00|2026-01-19 16:00:00+03:00|2026-01-19 17:10:00+03:00|2026-01-19 18:45:00+03:00,2,2,False,True,False,324|339|376|380|385,LOW|LOW|LOW|LOW|LOW,1392,CNYRUBF-L88-V4,11.144,2026-01-19 19:10:00+03:00
CNYRUBF-L80,CNYRUBF-L80-V13,13,CNYRUBF,MIRROR,11.158,11.157,2026-01-19 19:25:00+03:00,2026-01-19,2026-01-15 18:35:00+03:00,2026-01-19 19:15:00+03:00,14,2026-01-15 18:35:00+03:00|2026-01-15 19:20:00+03:00|2026-01-16 09:45:00+03:00|2026-01-16 11:05:00+03:00|2026-01-16 12:50:00+03:00|2026-01-16 13:50:00+03:00|2026-01-16 14:10:00+03:00|2026-01-16 15:25:00+03:00|2026-01-16 17:50:00+03:00|2026-01-16 18:15:00+03:00|2026-01-16 21:30:00+03:00|2026-01-19 15:10:00+03:00|2026-01-19 18:15:00+03:00|2026-01-19 19:15:00+03:00,2,2,False,True,True,305|307|317|320|327|329|330|334|341|343|349|373|383|386,LOW|LOW|HIGH|LOW|HIGH|HIGH|HIGH|LOW|LOW|LOW|LOW|HIGH|HIGH|HIGH,1395,CNYRUBF-L80-V13,11.157,2026-01-19 19:25:00+03:00
CNYRUBF-L91,CNYRUBF-L91-V4,4,CNYRUBF,MIRROR,11.147,11.147,2026-01-19 19:30:00+03:00,2026-01-19,2026-01-16 14:55:00+03:00,2026-01-19 19:20:00+03:00,5,2026-01-16 14:55:00+03:00|2026-01-16 16:10:00+03:00|2026-01-19 13:30:00+03:00|2026-01-19 18:00:00+03:00|2026-01-19 19:20:00+03:00,2,2,False,True,True,332|337|368|382|387,LOW|LOW|LOW|HIGH|LOW,1396,CNYRUBF-L91-V4,11.147,2026-01-19 19:30:00+03:00
CNYRUBF-L80,CNYRUBF-L80-V14,14,CNYRUBF,MIRROR,11.158,11.157,2026-01-19 21:05:00+03:00,2026-01-19,2026-01-15 18:35:00+03:00,2026-01-19 20:45:00+03:00,15,2026-01-15 18:35:00+03:00|2026-01-15 19:20:00+03:00|2026-01-16 09:45:00+03:00|2026-01-16 11:05:00+03:00|2026-01-16 12:50:00+03:00|2026-01-16 13:50:00+03:00|2026-01-16 14:10:00+03:00|2026-01-16 15:25:00+03:00|2026-01-16 17:50:00+03:00|2026-01-16 18:15:00+03:00|2026-01-16 21:30:00+03:00|2026-01-19 15:10:00+03:00|2026-01-19 18:15:00+03:00|2026-01-19 19:15:00+03:00|2026-01-19 20:45:00+03:00,2,2,False,True,True,305|307|317|320|327|329|330|334|341|343|349|373|383|386|388,LOW|LOW|HIGH|LOW|HIGH|HIGH|HIGH|LOW|LOW|LOW|LOW|HIGH|HIGH|HIGH|HIGH,1401,CNYRUBF-L80-V14,11.157,2026-01-19 21:05:00+03:00
CNYRUBF-L93,CNYRUBF-L93-V4,4,CNYRUBF,MIRROR,11.155,11.155,2026-01-19 22:15:00+03:00,2026-01-19,2026-01-16 22:00:00+03:00,2026-01-19 21:40:00+03:00,5,2026-01-16 22:00:00+03:00|2026-01-16 23:05:00+03:00|2026-01-19 17:10:00+03:00|2026-01-19 18:35:00+03:00|2026-01-19 21:40:00+03:00,2,2,False,True,True,350|352|379|384|389,LOW|LOW|HIGH|HIGH|LOW,1404,CNYRUBF-L93-V4,11.155,2026-01-19 22:15:00+03:00
CNYRUBF-L87,CNYRUBF-L87-V2,2,CNYRUBF,MIRROR,11.161,11.161,2026-01-19 23:05:00+03:00,2026-01-19,2026-01-16 11:45:00+03:00,2026-01-19 22:15:00+03:00,3,2026-01-16 11:45:00+03:00|2026-01-19 11:05:00+03:00|2026-01-19 22:15:00+03:00,2,2,False,True,True,323|361|390,HIGH|LOW|HIGH,1406,CNYRUBF-L87-V2,11.161,2026-01-19 23:05:00+03:00
CNYRUBF-L90,CNYRUBF-L90-V2,2,CNYRUBF,EL,11.15,11.15,2026-01-19 23:10:00+03:00,2026-01-19,2026-01-16 12:30:00+03:00,2026-01-19 22:40:00+03:00,3,2026-01-16 12:30:00+03:00|2026-01-19 09:05:00+03:00|2026-01-19 22:40:00+03:00,2,2,True,True,False,326|353|391,LOW|LOW|LOW,1407,CNYRUBF-L90-V2,11.15,2026-01-19 23:10:00+03:00
USDRUBF-L1,USDRUBF-L1-V1,1,USDRUBF,EL,79.0,79.01,2026-01-05 10:15:00+03:00,2026-01-05,2026-01-05 09:30:00+03:00,2026-01-05 10:05:00+03:00,2,2026-01-05 09:30:00+03:00|2026-01-05 10:05:00+03:00,2,2,True,False,False,1|3,LOW|LOW,14,USDRUBF-L1-V1,79.01,2026-01-05 10:15:00+03:00
USDRUBF-L3,USDRUBF-L3-V1,1,USDRUBF,EH,80.04,80.05,2026-01-05 13:00:00+03:00,2026-01-05,2026-01-05 11:05:00+03:00,2026-01-05 12:50:00+03:00,2,2026-01-05 11:05:00+03:00|2026-01-05 12:50:00+03:00,2,2,False,False,False,4|9,HIGH|HIGH,47,USDRUBF-L3-V1,80.05,2026-01-05 13:00:00+03:00
USDRUBF-L5,USDRUBF-L5-V1,1,USDRUBF,EL,79.83,79.83,2026-01-05 13:55:00+03:00,2026-01-05,2026-01-05 11:45:00+03:00,2026-01-05 13:45:00+03:00,2,2026-01-05 11:45:00+03:00|2026-01-05 13:45:00+03:00,2,2,False,False,False,6|12,LOW|LOW,58,USDRUBF-L5-V1,79.83,2026-01-05 13:55:00+03:00
USDRUBF-L9,USDRUBF-L9-V1,1,USDRUBF,EH,79.92,79.91,2026-01-05 14:20:00+03:00,2026-01-05,2026-01-05 13:35:00+03:00,2026-01-05 14:10:00+03:00,2,2026-01-05 13:35:00+03:00|2026-01-05 14:10:00+03:00,2,2,True,False,False,11|13,HIGH|HIGH,62,USDRUBF-L9-V1,79.91,2026-01-05 14:20:00+03:00
USDRUBF-L8,USDRUBF-L8-V1,1,USDRUBF,EL,79.66,79.66,2026-01-05 15:10:00+03:00,2026-01-05,2026-01-05 13:05:00+03:00,2026-01-05 15:00:00+03:00,2,2026-01-05 13:05:00+03:00|2026-01-05 15:00:00+03:00,2,2,False,False,False,10|17,LOW|LOW,72,USDRUBF-L8-V1,79.66,2026-01-05 15:10:00+03:00
USDRUBF-L10,USDRUBF-L10-V1,1,USDRUBF,MIRROR,79.76,79.76,2026-01-05 15:15:00+03:00,2026-01-05,2026-01-05 14:20:00+03:00,2026-01-05 15:05:00+03:00,2,2026-01-05 14:20:00+03:00|2026-01-05 15:05:00+03:00,2,2,False,False,True,14|18,LOW|HIGH,73,USDRUBF-L10-V1,79.76,2026-01-05 15:15:00+03:00
USDRUBF-L10,USDRUBF-L10-V2,2,USDRUBF,MIRROR,79.76,79.76,2026-01-05 15:30:00+03:00,2026-01-05,2026-01-05 14:20:00+03:00,2026-01-05 15:20:00+03:00,3,2026-01-05 14:20:00+03:00|2026-01-05 15:05:00+03:00|2026-01-05 15:20:00+03:00,2,2,False,False,True,14|18|19,LOW|HIGH|HIGH,76,USDRUBF-L10-V2,79.76,2026-01-05 15:30:00+03:00
USDRUBF-L5,USDRUBF-L5-V2,2,USDRUBF,MIRROR,79.83,79.83,2026-01-05 15:55:00+03:00,2026-01-05,2026-01-05 11:45:00+03:00,2026-01-05 15:45:00+03:00,3,2026-01-05 11:45:00+03:00|2026-01-05 13:45:00+03:00|2026-01-05 15:45:00+03:00,2,2,False,False,True,6|12|20,LOW|LOW|HIGH,81,USDRUBF-L5-V2,79.83,2026-01-05 15:55:00+03:00
USDRUBF-L5,USDRUBF-L5-V3,3,USDRUBF,MIRROR,79.83,79.84,2026-01-05 16:55:00+03:00,2026-01-05,2026-01-05 11:45:00+03:00,2026-01-05 16:40:00+03:00,4,2026-01-05 11:45:00+03:00|2026-01-05 13:45:00+03:00|2026-01-05 15:45:00+03:00|2026-01-05 16:40:00+03:00,2,2,False,False,True,6|12|20|22,LOW|LOW|HIGH|LOW,91,USDRUBF-L5-V3,79.84,2026-01-05 16:55:00+03:00
