year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,61,1.67665055576,0.301709939129,18.4043062869,-4.85608391774,3.78994815547,0.426229508197
2024,58,1.24736198837,0.123941780195,7.18862325129,-9.44017559739,0.761492535508,0.362068965517
