symbol,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
Si,141,1.55088187907,0.232037909345,32.7173452177,-8.89543115365,3.67799431557,0.375886524823,5,7
CNY,72,2.33016992199,0.538275287334,38.755820688,-5.24424606274,7.39016061114,0.444444444444,6,8
GD,110,1.64608376639,0.29427111107,32.3698222177,-13.0419581809,2.48197561813,0.4,4,9
BR,135,1.10891815082,0.0508569235523,6.86568467956,-20.2634030889,0.338821897262,0.377777777778,3,12
MIX,131,1.30119230721,0.128275302587,16.8040646389,-10.5459341326,1.59341642264,0.412213740458,4,8
NG,125,1.31526237306,0.140350631716,17.5438289646,-8.26049037142,2.12382415277,0.416,4,5
