year,trade_count,PF,expectancy,net_R,max_DD,recovery_factor,win_rate,max_winning_streak,max_losing_streak
2020,93,1.866853523,0.37147821289,34.5474737987,-10.944103291,3.1567203708,0.41935483871,4,8
2021,142,1.16965039831,0.08039026246,11.4154172693,-16.2129477802,0.704092643981,0.359154929577,6,10
2022,114,2.44035946003,0.473915764489,54.0263971517,-5.77731569993,9.35147046792,0.508771929825,9,7
2023,181,1.07944955801,0.0348272623808,6.30373449092,-10.8829841239,0.579228492768,0.364640883978,4,12
2024,184,1.43500523843,0.210671433129,38.7635436957,-13.111742796,2.95639903091,0.391304347826,6,10
