group,metric,trade_count,mean,median,p75,p90
ALL,MAE_R,714,0.592825849908,0.615544954607,0.985707458107,1
ALL,MFE_R,714,1.58715491851,1.03720609126,2.17043892556,3.79162536044
WINNERS,MAE_R,286,0.312184923851,0.249463434557,0.46089689702,0.707590290543
WINNERS,MFE_R,286,3.12244465222,2.57618907035,3.79300598332,5.13557411937
LOSERS,MAE_R,428,0.780356936012,0.883091480857,1,1
LOSERS,MFE_R,428,0.561237012349,0.480383589747,0.898595277617,1.18478514492
