iterations,seed,sample_trades,bootstrap_mean_R,p2_5,p5,p50,p95,p97_5,probability_mean_R_gt_0,interpretation
10000,3302025,714,0.203353141412,0.091132975671,0.109335269764,0.201948368082,0.299914461239,0.322495385599,1,DIAGNOSTIC_ONLY_IID_TRADE_BOOTSTRAP
