omitted_fold,trades,PF,expectancy,net_R,max_drawdown,win_rate,edge_survives
WF01,26,5.16605372804,1.1712770838,30.4532041787,-2.07368938385,0.576923076923,True
WF02,27,3.00060833105,0.756659866587,20.4298163978,-4.79925733853,0.481481481481,True
WF03,22,3.1517467619,0.932170680385,20.5077549685,-3.49869111752,0.409090909091,True
WF04,24,2.06195071151,0.394698484943,9.47276363863,-3.49869111752,0.458333333333,True
