symbol,trades,PF,expectancy,net_R,max_drawdown,win_rate,classification
Si,17,2.25603076111,0.631361160382,10.7331397265,-6.39695665788,0.294117647059,instrument independent
CNY,16,5.70789925641,1.01383583342,16.2213733347,-1.11000181041,0.6875,instrument independent
