group,trades,mean_MAE_R,median_MAE_R,mean_MFE_R,median_MFE_R,mean_net_R,stop_frequency,winner_median_target_efficiency,trailing_behavior,possible_failure_mode
WINNERS,16,0.391207279466,0.315254505667,4.3298001451,2.89233427382,2.43408514254,0.969696969697,0.472390815987,dominant,regime mismatch
LOSERS,17,0.511034318371,0.551212776858,0.785784932227,0.370203087118,-0.705344071732,0.969696969697,0.472390815987,dominant,regime mismatch
EXIT:ATR_TRAILING_STOP,26,0.410535248794,0.404288487429,3.13933682504,2.37186152787,1.29295732298,0.969696969697,0.472390815987,dominant,regime mismatch
EXIT:EMA50_TREND_LOSS,1,0.44418323598,0.44418323598,0.253818991989,0.253818991989,-0.577438206774,0.969696969697,0.472390815987,dominant,regime mismatch
EXIT:INITIAL_STOP,6,0.63813336319,0.661280793539,0.126428287721,0.0939481298371,-1.01415652157,0.969696969697,0.472390815987,dominant,regime mismatch
