symbol,trades,net_R,profit_factor,profit_factor_R,expectancy,expectancy_R,average_R,max_drawdown,max_DD_R,win_rate
CNY,48,30.005046983272603,2.4181782131535074,2.4181782131535074,0.6251051454848459,0.6251051454848459,0.6251051454848459,-5.631655112923657,-5.631655112923657,0.4166666666666667
Si,61,20.51023539635623,1.7613921962680994,1.7613921962680994,0.3362333671533808,0.3362333671533808,0.3362333671533808,-11.329671044173276,-11.329671044173276,0.4426229508196721
