year,month,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,1,1,0,-1.037932284,-1.037932284,-1.037932284,-1,0
2023,2,2,0,-0.102408453596,-0.204816907192,-0.204816907192,-1,0
2023,3,3,0.00922315713088,-0.332992278945,-0.998976836836,-1.00827632784,-0.990776842869,0.333333333333
2023,4,1,,4.31974035329,4.31974035329,0,,1
2023,5,0,,,0,0,,
2023,6,1,,4.58283581202,4.58283581202,0,,1
2023,7,1,0,-1.01883996926,-1.01883996926,-1.01883996926,-1,0
2023,8,1,,4.23075110593,4.23075110593,0,,1
2023,9,4,0.21555487282,-0.394495248048,-1.57798099219,-2.01158874919,-0.78444512718,0.25
2023,10,6,4.21009014273,0.67369059497,4.04214356982,-0.950338553215,4.2533721863,0.5
2023,11,2,0,-1.02322941983,-2.04645883966,-2.04645883966,-1,0
2023,12,0,,,0,0,,
2024,1,1,0,-0.441122850165,-0.441122850165,-0.441122850165,-1,0
2024,2,2,2.24163019246,0.232773662716,0.465547325433,-0.374948457487,1.24163019246,0.5
2024,3,1,0,-1.05519075196,-1.05519075196,-1.05519075196,-1,0
2024,4,3,0.74991297476,-0.151653388392,-0.454960165177,-1.02566268955,-0.443576791679,0.333333333333
2024,5,1,,4.66148629012,4.66148629012,0,,1
2024,6,2,0,-0.601298334716,-1.20259666943,-1.20259666943,-1,0
2024,7,2,0,-0.719953852834,-1.43990770567,-1.43990770567,-1,0
2024,8,3,5.46824861662,0.630049108819,1.89014732646,-0.423017492677,4.46824861662,0.333333333333
2024,9,2,,1.42754454335,2.8550890867,0,,1
2024,10,3,0,-0.807876726564,-2.42363017969,-2.42363017969,-1,0
2024,11,4,0.90583770564,-0.0504529204759,-0.201811681904,-2.14323241884,-0.0941622943596,0.25
2024,12,1,,1.76850692008,1.76850692008,0,,1
