year,trades,PF,expectancy_R,net_R,max_drawdown_R,recovery_factor,win_rate
2023,22,2.19836150321,0.467748409633,10.2904650119,-2.35531968275,4.36903112868,0.363636363636
2024,25,1.39049845353,0.176862277792,4.42155694479,-3.06552186778,1.4423504824,0.32
