trade_id,strategy_id,symbol,direction,pullback_time,confirmation_time,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,impulse_reference_time,setup_age_bars,quantity,year
T2-Si-D1-000001,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-06-21 23:00:00+03:00,2024-06-24 23:00:00+03:00,2024-06-24 23:00:00+03:00,86.27,88.5714322895,2.30143228949,2301.43228949,2024-07-03 23:00:00+03:00,88.5714322895,INITIAL_STOP,8,-1,0.000869024046084,-1.00086902405,0.986342292306,0.434512023042,2024-06-20 23:00:00+03:00,2,434.512023042,2024
T2-Si-D1-000002,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-12-10 23:00:00+03:00,2024-12-11 23:00:00+03:00,2024-12-11 23:00:00+03:00,104.26,100.009417261,4.25058273942,4250.58273942,2024-12-16 23:00:00+03:00,100.009417261,INITIAL_STOP,4,-1,0.000470523719361,-1.00047052372,0.407003017247,0.183504250551,2024-12-04 23:00:00+03:00,1,232.907196601,2024
T2-Si-D1-000003,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-12-17 23:00:00+03:00,2024-12-18 23:00:00+03:00,2024-12-18 23:00:00+03:00,104.67,102.358255354,2.31174464626,2311.74464626,2024-12-24 23:00:00+03:00,102.358255354,INITIAL_STOP,5,-1,0.000865147456157,-1.00086514746,0.917056303526,0.462853889044,2024-12-11 23:00:00+03:00,1,423.959774321,2024
